s_merge_id,classroom_id,student_id,friend_1,friend_2,friend_3,support_1,support_2,support_3,el
112595_132,1125952,1125952132,1125952267,1125952268,1125952240,1125952267,1125952268,1125952240,yes
112595_227,1125952,1125952227,1125952226,,,1125952226,,,yes
112595_733,1125952,1125952733,1125952268,1125952266,1125952267,1125952268,1125952266,1125952267,yes
112595_155,1125952,1125952155,1125952219,1125952260,1125952106,1125952106,1125952260,1125952219,yes
112595_106,1125952,1125952106,1125952260,1125952262,1125952115,1125952260,1125952155,1125952262,yes
112595_196,1125952,1125952196,1125952263,1125952192,1125952112,1125952263,1125952192,1125952112,yes
112595_117,1125952,1125952117,1125952196,1125952192,1125952112,1125952196,1125952192,1125952112,yes
112595_107,1125951,1125951107,1125951142,,,1125951142,1125951176,,yes
112595_141,1125952,1125952141,1125952268,1125952266,1125952267,1125952268,1125952266,1125952267,yes
112595_197,1125951,1125951197,1125951203,1125951244,1125951102,1125951203,1125951244,1125951269,yes
112595_194,1125952,1125952194,1125952181,1125952178,1125952265,1125952178,1125952181,1125952274,yes
112595_705,1125952,1125952705,1125952241,1125952258,1125952267,1125952262,1125952241,1125952258,yes
112595_209,1125952,1125952209,1125952195,1125952179,1125952151,1125952195,1125952179,1125952151,yes
112595_188,1125952,1125952188,1125952218,1125952113,1125952207,1125952218,1125952207,1125952132,yes
112595_724,1125951,1125951724,1125951274,1125951275,1125951205,1125951274,1125951275,1125951205,yes
112595_149,1125952,1125952149,1125952171,1125952101,,1125952101,1125952206,,yes
112597_105,1125971,1125971105,1125971124,1125971123,1125971122,1125971142,1125971143,,yes
112597_153,1125971,1125971153,1125971159,1125971121,1125971149,1125971135,1125971159,1125971121,yes
112597_104,1125971,1125971104,1125971103,1125971146,1125971101,1125971138,1125971103,1125971149,yes
112597_122,1125971,1125971122,1125971105,1125971124,1125971127,1125971105,1125971124,1125971108,yes
112597_159,1125971,1125971159,1125971137,1125971121,1125971144,1125971137,1125971126,1125971144,yes
112597_103,1125971,1125971103,1125971146,1125971101,1125971114,1125971139,1125971146,1125971107,yes
112597_101,1125971,1125971101,1125971148,1125971102,1125971103,1125971146,1125971149,1125971102,yes
112597_130,1125971,1125971130,1125971115,1125971119,,1125971107,1125971101,1125971119,yes
112599_102,1125991,1125991102,1125991133,1125991134,,1125991134,1125991133,1125991123,yes
112599_123,1125991,1125991123,1125991133,,,1125991107,1125991133,1125991102,yes
112599_132,1125991,1125991132,1125991128,,,1125991124,,,yes
112599_127,1125991,1125991127,1125991122,1125991118,,1125991130,1125991101,1125991134,yes
112599_131,1125991,1125991131,1125991101,,,1125991101,,,yes
112599_134,1125991,1125991134,1125991123,1125991102,1125991133,1125991102,1125991123,,yes
112599_129,1125991,1125991129,1125991134,1125991123,1125991112,1125991102,1125991134,,yes
112599_128,1125991,1125991128,1125991103,1125991132,,1125991103,1125991132,,yes
112604_111,1126041,1126041111,1126041116,1126041121,1126041123,1126041116,1126041121,1126041123,yes
112604_109,1126041,1126041109,1126041101,1126041701,1126041108,1126041101,1126041108,1126041103,yes
112604_125,1126041,1126041125,1126041111,1126041123,,1126041111,1126041123,,yes
112604_132,1126041,1126041132,1126041102,1126041103,1126041128,1126041128,1126041102,1126041103,yes
112604_114,1126041,1126041114,1126041104,1126041107,1126041112,1126041109,1126041701,1126041120,yes
112606_146,1126061,1126061146,1126061132,1126061155,1126061130,1126061132,1126061155,1126061149,yes
112606_144,1126061,1126061144,1126061120,1126061131,1126061170,1126061102,1126061120,,yes
112606_179,1126061,1126061179,1126061174,1126061178,1126061162,1126061154,1126061162,1126061178,yes
112606_120,1126061,1126061120,1126061144,1126061131,1126061125,1126061140,1126061144,1126061131,yes
112606_149,1126061,1126061149,1126061124,1126061157,1126061152,1126061137,1126061124,1126061152,yes
112606_167,1126061,1126061167,1126061168,1126061125,1126061154,1126061120,1126061153,1126061125,yes
112606_165,1126061,1126061165,1126061147,1126061173,1126061166,1126061147,1126061173,1126061166,yes
112606_163,1126061,1126061163,1126061164,1126061151,1126061160,1126061164,1126061151,1126061160,yes
112606_150,1126061,1126061150,1126061175,1126061159,1126061153,1126061175,1126061168,1126061144,yes
112606_168,1126061,1126061168,1126061179,1126061162,1126061156,1126061178,1126061154,1126061162,yes
112606_130,1126061,1126061130,1126061132,1126061155,1126061136,1126061155,1126061136,1126061132,yes
112606_156,1126061,1126061156,1126061168,1126061161,1126061170,1126061179,1126061168,1126061161,yes
112607_105,1126071,1126071105,1126071110,1126071144,1126071113,1126071110,1126071104,1126071144,yes
112607_128,1126071,1126071128,1126071116,1126071121,1126071130,1126071123,1126071112,1126071124,yes
112607_113,1126071,1126071113,1126071105,1126071144,1126071143,1126071144,1126071138,1126071102,yes
112607_139,1126071,1126071139,,,,1126071120,,,yes
112607_108,1126071,1126071108,1126071141,,,1126071141,1126071131,1126071101,yes
112607_132,1126071,1126071132,1126071106,1126071142,1126071143,1126071106,1126071142,1126071133,yes
112607_144,1126071,1126071144,1126071105,1126071104,1126071106,1126071105,1126071102,1126071104,yes
112607_147,1126071,1126071147,1126071143,,,1126071144,1126071106,,yes
112607_103,1126071,1126071103,1126071109,1126071119,1126071133,1126071105,1126071132,1126071134,yes
112608_109,1126081,1126081109,1126081101,1126081120,1126081167,1126081101,1126081120,1126081167,yes
112608_146,1126081,1126081146,1126081102,1126081103,,1126081102,1126081103,,yes
112608_167,1126081,1126081167,1126081164,1126081109,,1126081133,,,yes
112608_148,1126081,1126081148,1126081138,1126081136,1126081117,1126081138,1126081117,1126081136,yes
112608_115,1126081,1126081115,1126081124,,,1126081143,1126081124,1126081149,yes
112608_120,1126081,1126081120,1126081109,1126081101,1126081111,1126081109,1126081101,1126081111,yes
112608_127,1126081,1126081127,1126081137,1126081152,,1126081137,1126081152,1126081139,yes
112608_149,1126081,1126081149,1126081158,1126081131,1126081123,1126081158,1126081131,1126081123,yes
112608_124,1126081,1126081124,1126081115,1126081144,1126081126,1126081115,1126081126,1126081143,yes
112608_141,1126081,1126081141,1126081145,1126081171,,1126081145,1126081171,1126081139,yes
112608_147,1126081,1126081147,1126081142,1126081116,1126081148,1126081142,1126081116,1126081148,yes
112608_145,1126081,1126081145,1126081139,1126081137,1126081123,1126081139,1126081137,1126081123,yes
112608_121,1126081,1126081121,1126081108,1126081126,,1126081108,1126081126,1126081117,yes
112608_133,1126081,1126081133,1126081109,1126081167,1126081111,1126081109,1126081167,1126081111,yes
112609_122,1126091,1126091122,1126091106,1126091115,1126091107,1126091107,,1126091115,yes
112609_149,1126091,1126091149,1126091106,,,1126091102,1126091107,1126091119,yes
112610_122,1126101,1126101122,1126101137,1126101123,1126101126,1126101142,1126101124,1126101137,yes
112610_136,1126101,1126101136,1126101102,1126101103,1126101142,1126101104,1126101114,1126101160,yes
112610_121,1126101,1126101121,1126101104,1126101139,1126101160,1126101125,1126101152,1126101153,yes
112610_140,1126101,1126101140,1126101132,1126101133,,1126101130,1126101104,1126101132,yes
112610_124,1126101,1126101124,1126101135,1126101146,1126101138,1126101135,1126101138,1126101146,yes
112610_125,1126101,1126101125,1126101104,1126101103,1126101102,1126101114,1126101160,1126101145,yes
112611_103,1126111,1126111103,1126111114,1126111160,,1126111114,1126111117,1126111141,yes
112611_105,1126111,1126111105,1126111134,1126111143,1126111144,1126111134,1126111144,1126111157,yes
112611_144,1126111,1126111144,1126111136,1126111134,1126111157,1126111136,1126111164,1126111140,yes
112611_158,1126111,1126111158,1126111110,1126111120,1126111150,1126111110,1126111120,1126111162,yes
112611_106,1126111,1126111106,1126111114,1126111103,1126111146,1126111102,1126111147,1126111114,yes
112611_141,1126111,1126111141,1126111117,,,1126111117,,,yes
112611_102,1126111,1126111102,1126111117,1126111114,1126111162,1126111141,1126111103,,yes
112611_147,1126111,1126111147,1126111139,,,1126111139,,,yes
112611_108,1126111,1126111108,1126111140,1126111157,1126111164,1126111140,1126111157,1126111164,yes
112611_150,1126111,1126111150,1126111158,1126111110,1126111120,1126111162,1126111158,1126111105,yes
112611_153,1126111,1126111153,1126111135,,,1126111135,,,yes
112611_140,1126111,1126111140,1126111155,1126111107,1126111164,1126111155,1126111107,1126111164,yes
112611_162,1126111,1126111162,1126111146,1126111142,1126111106,1126111103,1126111114,1126111147,yes
112614_155,1126141,1126141155,1126141159,1126141160,1126141142,1126141159,1126141160,1126141142,yes
112614_110,1126141,1126141110,1126141128,1126141118,1126141133,1126141137,1126141140,1126141128,yes
112614_140,1126141,1126141140,1126141163,1126141151,1126141118,1126141163,1126141151,1126141118,yes
112614_158,1126141,1126141158,1126141157,1126141113,1126141136,1126141157,1126141113,1126141163,yes
112614_163,1126141,1126141163,1126141105,1126141140,1126141151,1126141117,1126141128,,yes
112614_169,1126141,1126141169,1126141161,1126141149,,1126141161,1126141149,,yes
112614_117,1126141,1126141117,1126141140,1126141103,1126141163,1126141140,1126141103,1126141163,yes
112614_149,1126141,1126141149,1126141169,1126141130,,1126141163,1126141161,,yes
112614_137,1126141,1126141137,1126141150,1126141149,1126141144,1126141150,1126141149,1126141144,yes
112614_116,1126141,1126141116,1126141124,1126141142,1126141128,1126141155,1126141124,1126141146,yes
112614_118,1126141,1126141118,1126141151,1126141163,1126141105,1126141101,1126141129,1126141112,yes
112614_103,1126141,1126141103,1126141146,1126141137,1126141149,1126141163,1126141151,1126141144,yes
112614_157,1126141,1126141157,1126141158,1126141137,,1126141163,1126141158,,yes
112614_159,1126141,1126141159,1126141142,1126141155,1126141160,1126141142,1126141155,1126141160,yes
112614_105,1126141,1126141105,1126141151,,,1126141163,1126141151,,yes
112616_145,1126161,1126161145,1126161103,1126161156,1126161124,1126161154,1126161102,1126161119,yes
112616_103,1126161,1126161103,1126161156,1126161124,1126161113,1126161154,1126161156,1126161113,yes
112616_113,1126161,1126161113,1126161103,1126161156,1126161119,1126161102,1126161124,1126161145,yes
112616_156,1126161,1126161156,1126161103,1126161124,1126161135,1126161119,1126161113,1126161145,yes
112616_157,1126161,1126161157,1126161143,1126161139,1126161153,1126161139,1126161144,1126161152,yes
112616_124,1126161,1126161124,1126161135,1126161147,1126161103,1126161135,1126161156,1126161119,yes
112616_135,1126161,1126161135,1126161124,1126161156,1126161147,1126161124,1126161156,1126161102,yes
112616_138,1126161,1126161138,1126161143,1126161101,1126161125,1126161101,1126161143,1126161152,yes
112620_171,1126201,1126201171,1126201167,1126201173,1126201112,1126201167,1126201112,1126201173,yes
112620_147,1126201,1126201147,1126201156,1126201123,1126201134,1126201112,1126201167,1126201169,yes
112620_156,1126201,1126201156,1126201123,1126201169,1126201152,1126201167,1126201134,1126201112,yes
112620_178,1126201,1126201178,1126201163,1126201162,1126201166,1126201167,1126201163,1126201166,yes
112620_154,1126201,1126201154,1126201159,1126201153,1126201157,1126201153,1126201157,1126201159,yes
112620_183,1126201,1126201183,,,,,,,yes
112620_157,1126201,1126201157,1126201161,1126201159,1126201158,1126201159,1126201154,1126201153,yes
112620_145,1126201,1126201145,1126201175,1126201167,,1126201175,1126201115,,yes
112620_133,1126201,1126201133,,,,,,,yes
112620_126,1126201,1126201126,,,,,,,yes
112620_134,1126201,1126201134,1126201167,1126201147,1126201173,1126201167,1126201173,1126201171,yes
112621_127,1126211,1126211127,1126211123,1126211104,1126211121,1126211123,,,yes
112621_103,1126211,1126211103,1126211117,1126211107,1126211105,1126211117,1126211105,1126211107,yes
112621_121,1126211,1126211121,1126211123,1126211104,1126211127,1126211104,1126211123,1126211127,yes
112621_116,1126211,1126211116,1126211119,1126211117,1126211120,1126211122,1126211123,1126211117,yes
112621_119,1126211,1126211119,1126211121,,,1126211121,,,yes
112621_120,1126211,1126211120,1126211102,1126211127,1126211121,1126211102,1126211121,1126211127,yes
112621_102,1126211,1126211102,1126211116,,,1126211116,,,yes
112622_137,1126221,1126221137,1126221127,1126221138,1126221130,1126221113,1126221133,,yes
112622_134,1126221,1126221134,1126221141,1126221135,1126221124,1126221105,1126221137,1126221102,yes
112622_104,1126221,1126221104,1126221102,1126221128,1126221137,1126221105,1126221138,1126221128,yes
112622_138,1126221,1126221138,1126221105,1126221139,1126221136,1126221136,1126221105,1126221128,yes
112622_126,1126221,1126221126,1126221140,1126221113,,1126221140,,,yes
112622_141,1126221,1126221141,1126221128,1126221106,1126221131,1126221140,1126221138,1126221121,yes
112622_139,1126221,1126221139,1126221133,1126221138,,1126221138,1126221101,1126221136,yes
112623_164,1126231,1126231164,1126231165,1126231160,1126231149,1126231165,1126231160,1126231150,yes
112623_162,1126231,1126231162,1126231159,1126231157,1126231107,1126231159,1126231107,,yes
112623_129,1126231,1126231129,1126231102,,,,,,yes
112623_165,1126231,1126231165,1126231142,1126231158,1126231177,1126231156,1126231142,1126231158,yes
112623_137,1126231,1126231137,1126231177,1126231135,,1126231177,1126231135,1126231156,yes
112623_160,1126231,1126231160,1126231138,1126231155,1126231106,1126231138,1126231106,1126231155,yes
112623_138,1126231,1126231138,1126231160,1126231117,1126231168,1126231160,1126231117,1126231168,yes
112623_136,1126231,1126231136,1126231155,1126231161,1126231129,1126231155,1126231161,1126231149,yes
112623_158,1126231,1126231158,1126231142,1126231165,1126231128,1126231142,1126231165,1126231128,yes
112623_114,1126231,1126231114,1126231177,1126231156,1126231146,1126231146,1126231156,1126231129,yes
112623_153,1126231,1126231153,1126231130,1126231131,1126231170,1126231130,1126231118,1126231131,yes
112623_128,1126231,1126231128,1126231160,1126231117,1126231168,1126231149,1126231117,1126231165,yes
112623_124,1126231,1126231124,1126231171,1126231128,1126231137,1126231171,1126231128,1126231137,yes
112623_141,1126231,1126231141,1126231123,1126231108,1126231151,1126231151,1126231112,1126231108,yes
112623_118,1126231,1126231118,1126231153,1126231122,1126231126,1126231122,1126231153,1126231166,yes
112623_156,1126231,1126231156,1126231177,1126231149,1126231165,1126231147,1126231137,1126231177,yes
112623_171,1126231,1126231171,1126231172,1126231124,1126231145,1126231172,,,yes
112623_117,1126231,1126231117,1126231102,1126231168,1126231106,1126231102,1126231168,1126231163,yes
112623_125,1126231,1126231125,1126231103,1126231124,,1126231124,,,yes
112623_151,1126231,1126231151,1126231107,1126231141,1126231170,1126231107,1126231141,1126231170,yes
112623_163,1126231,1126231163,1126231170,1126231130,1126231107,1126231170,1126231101,1126231166,yes
112624_170,1126241,1126241170,1126241153,1126241124,1126241113,1126241153,1126241124,1126241113,yes
112624_133,1126241,1126241133,1126241150,1126241153,1126241130,1126241134,1126241153,1126241124,yes
112624_128,1126241,1126241128,1126241189,1126241114,1126241129,1126241189,1126241114,1126241129,yes
112624_167,1126241,1126241167,1126241112,1126241101,1126241117,1126241112,1126241117,1126241101,yes
112624_101,1126241,1126241101,1126241137,1126241108,1126241107,1126241108,1126241137,1126241172,yes
112624_182,1126241,1126241182,1126241153,1126241124,1126241170,1126241120,1126241104,1126241110,yes
112661_130,1126611,1126611130,1126611123,1126611120,1126611129,1126611131,1126611123,1126611104,yes
112661_144,1126611,1126611144,1126611136,1126611134,1126611103,1126611136,,,yes
112661_146,1126611,1126611146,1126611135,1126611113,1126611106,1126611113,1126611135,1126611106,yes
112661_137,1126611,1126611137,1126611127,1126611117,1126611120,1126611146,1126611135,1126611124,yes
112661_103,1126611,1126611103,1126611101,1126611135,1126611139,1126611135,1126611101,1126611113,yes
112661_151,1126611,1126611151,1126611124,,,1126611124,1126611113,1126611106,yes
112661_124,1126611,1126611124,1126611151,1126611106,1126611135,1126611135,1126611113,1126611106,yes
112661_133,1126611,1126611133,1126611119,1126611126,1126611143,1126611124,1126611135,1126611106,yes
112661_135,1126611,1126611135,1126611103,1126611101,1126611113,1126611146,1126611124,1126611106,yes
112661_127,1126611,1126611127,1126611105,1126611140,1126611138,1126611105,1126611140,1126611138,yes
112661_143,1126611,1126611143,1126611146,1126611135,1126611124,1126611146,1126611135,1126611124,yes
112661_139,1126611,1126611139,1126611103,1126611101,1126611142,1126611113,1126611106,1126611103,yes
112661_145,1126611,1126611145,1126611103,1126611101,1126611135,1126611103,1126611101,1126611142,yes
112661_105,1126611,1126611105,1126611104,1126611138,1126611144,1126611119,1126611104,1126611135,yes
112661_123,1126611,1126611123,1126611146,1126611135,1126611124,1126611146,1126611135,1126611124,yes
112661_106,1126611,1126611106,1126611113,1126611146,1126611124,1126611146,1126611113,1126611103,yes
112661_120,1126611,1126611120,1126611129,1126611131,1126611122,1126611103,1126611131,1126611128,yes
112662_130,1126621,1126621130,1126621137,1126621150,1126621112,1126621137,1126621150,,yes
112662_151,1126621,1126621151,1126621142,1126621102,1126621134,1126621133,,,yes
112662_119,1126621,1126621119,1126621142,1126621111,1126621133,1126621142,,,yes
112662_101,1126621,1126621101,1126621124,,,1126621140,,,yes
112662_133,1126621,1126621133,1126621142,1126621134,1126621119,1126621102,1126621142,1126621134,yes
112662_140,1126621,1126621140,1126621123,,,1126621123,1126621105,,yes
112662_132,1126621,1126621132,1126621138,1126621114,1126621105,1126621138,1126621114,1126621105,yes
112663_139,1126631,1126631139,1126631138,1126631140,1126631164,1126631138,,,yes
112663_194,1126631,1126631194,1126631130,1126631138,1126631113,1126631121,1126631128,,yes
112663_129,1126631,1126631129,1126631152,1126631140,1126631130,1126631152,1126631157,1126631151,yes
112663_151,1126631,1126631151,1126631165,1126631175,1126631180,1126631175,1126631180,1126631101,yes
112663_158,1126631,1126631158,1126631179,1126631106,1126631145,1126631103,1126631119,1126631132,yes
112663_125,1126631,1126631125,1126631114,1126631119,,1126631114,,,yes
112663_170,1126631,1126631170,1126631105,1126631176,,1126631105,1126631176,,yes
112663_175,1126631,1126631175,1126631165,1126631111,1126631121,1126631113,1126631103,1126631165,yes
112663_179,1126631,1126631179,1126631158,1126631172,1126631132,1126631158,1126631132,1126631119,yes
112663_180,1126631,1126631180,1126631172,1126631101,1126631178,1126631172,1126631101,1126631178,yes
112663_153,1126631,1126631153,1126631124,,,1126631124,,,yes
112663_169,1126631,1126631169,1126631167,1126631145,1126631132,1126631167,1126631145,1126631132,yes
112663_106,1126631,1126631106,1126631145,1126631132,,1126631145,1126631132,,yes
112663_105,1126631,1126631105,1126631170,,,1126631170,1126631167,,yes
112663_177,1126631,1126631177,1126631132,1126631158,1126631179,1126631132,1126631158,,yes
112663_116,1126631,1126631116,1126631141,1126631144,1126631111,1126631144,1126631141,1126631111,yes
112663_135,1126631,1126631135,1126631136,1126631175,,1126631136,,,yes
112663_159,1126631,1126631159,1126631132,1126631122,1126631110,1126631170,1126631104,1126631105,yes
112665_117,1126651,1126651117,1126651104,1126651124,1126651115,1126651107,1126651114,,yes
112665_127,1126651,1126651127,1126651136,1126651114,1126651117,1126651136,1126651114,1126651139,yes
112665_102,1126651,1126651102,1126651106,1126651116,1126651122,1126651106,1126651107,1126651122,yes
112665_101,1126651,1126651101,1126651130,,,,,,yes
112665_140,1126651,1126651140,1126651106,1126651104,1126651115,1126651102,1126651101,1126651116,yes
112665_104,1126651,1126651104,1126651115,1126651116,1126651103,1126651115,1126651116,1126651137,yes
112665_105,1126651,1126651105,1126651122,1126651133,1126651121,1126651122,1126651135,1126651140,yes
112665_151,1126651,1126651151,1126651129,1126651124,1126651106,1126651139,1126651133,1126651145,yes
112666_342,1126661,1126661342,1126661137,1126661170,1126661136,1126661137,1126661170,1126661136,yes
112666_210,1126662,1126662210,1126662373,1126662288,1126662329,1126662355,1126662373,1126662288,yes
112666_189,1126662,1126662189,1126662104,1126662182,1126662270,1126662104,1126662182,1126662270,yes
112666_329,1126661,1126661329,1126661373,1126661288,1126661210,1126661373,1126661367,1126661288,yes
112666_182,1126662,1126662182,1126662104,1126662189,1126662270,1126662104,1126662270,1126662219,yes
112666_155,1126661,1126661155,1126661233,1126661147,1126661170,1126661233,1126661147,1126661170,yes
112666_240,1126661,1126661240,1126661157,1126661367,,1126661329,1126661367,,yes
112666_391,1126661,1126661391,1126661170,1126661381,1126661233,1126661170,1126661311,1126661381,yes
112666_104,1126661,1126661104,1126661270,1126661182,1126661189,1126661189,1126661182,1126661270,yes
112666_262,1126662,1126662262,1126662296,1126662286,1126662241,1126662302,1126662256,1126662340,yes
112666_304,1126663,1126663304,1126663371,1126663112,1126663337,1126663278,1126663371,1126663337,yes
112666_328,1126663,1126663328,1126663101,1126663275,1126663254,1126663101,1126663275,1126663254,yes
112666_364,1126663,1126663364,1126663292,1126663318,1126663349,1126663292,1126663135,1126663318,yes
112666_125,1126663,1126663125,1126663127,1126663505,1126663149,1126663127,1126663505,1126663149,yes
112666_211,1126663,1126663211,1126663371,1126663352,1126663375,1126663352,1126663371,1126663112,yes
112666_338,1126662,1126662338,1126662103,,,1126662229,1126662341,,yes
112666_382,1126661,1126661382,1126661287,1126661251,1126661303,1126661207,1126661297,1126661358,yes
112666_110,1126661,1126661110,1126661138,1126661307,1126661251,1126661212,1126661338,1126661287,yes
112666_409,1126662,1126662409,1126662394,1126662397,,1126662374,1126662138,1126662382,yes
112666_397,1126662,1126662397,1126662374,1126662110,1126662409,1126662212,1126662251,1126662382,yes
112666_307,1126661,1126661307,1126661341,1126661138,,1126661251,1126661194,,yes
112666_370,1126664,1126664370,1126664276,1126664366,1126664212,1126664251,,,yes
112666_362,1126662,1126662362,1126662214,1126662406,,1126662326,1126662335,1126662207,yes
112666_374,1126664,1126664374,1126664338,1126664287,1126664409,1126664382,1126664212,,yes
112666_164,1126662,1126662164,1126662163,1126662416,1126662394,1126662307,1126662338,,yes
112666_120,1126662,1126662120,1126662284,,,1126662133,1126662122,1126662205,yes
112666_394,1126662,1126662394,1126662409,1126662212,1126662374,1126662251,1126662358,,yes
112666_332,1126664,1126664332,1126664372,1126664166,1126664191,1126664396,1126664356,1126664166,yes
112666_181,1126664,1126664181,1126664396,1126664160,1126664201,1126664160,1126664396,1126664295,yes
112666_396,1126664,1126664396,1126664169,1126664181,1126664160,1126664430,1126664368,1126664388,yes
112666_289,1126664,1126664289,1126664169,1126664323,1126664188,1126664323,1126664188,1126664179,yes
112666_114,1126664,1126664114,1126664344,1126664295,1126664195,1126664344,1126664295,1126664195,yes
112666_365,1126664,1126664365,1126664388,1126664419,1126664239,1126664388,1126664330,1126664327,yes
112666_269,1126664,1126664269,1126664422,1126664114,1126664365,1126664372,1126664250,1126664247,yes
112666_221,1126664,1126664221,1126664331,1126664347,1126664216,1126664336,1126664347,1126664331,yes
112666_169,1126664,1126664169,1126664368,1126664160,1126664356,1126664368,1126664309,1126664191,yes
112667_209,1126671,1126671209,1126671104,1126671144,,1126671104,1126671213,,yes
112667_186,1126671,1126671186,1126671113,1126671206,1126671184,1126671113,1126671206,1126671184,yes
112667_197,1126671,1126671197,1126671159,1126671206,1126671186,1126671159,1126671206,1126671113,yes
112667_113,1126671,1126671113,1126671214,1126671206,1126671186,1126671214,1126671206,1126671186,yes
112667_170,1126671,1126671170,1126671192,1126671160,1126671156,1126671128,1126671181,1126671136,yes
112667_174,1126671,1126671174,1126671145,1126671209,1126671107,1126671209,1126671145,1126671177,yes
112667_239,1126671,1126671239,1126671184,1126671185,1126671135,1126671163,1126671184,1126671185,yes
112667_123,1126671,1126671123,1126671108,1126671147,1126671144,1126671147,1126671195,1126671108,yes
112667_263,1126671,1126671263,1126671198,1126671186,1126671113,1126671163,1126671198,1126671184,yes
112667_130,1126671,1126671130,1126671127,1126671200,1126671214,1126671200,1126671164,1126671189,yes
112667_158,1126671,1126671158,1126671176,1126671155,1126671172,1126671168,1126671172,1126671173,yes
112667_200,1126671,1126671200,1126671153,1126671130,1126671180,1126671153,1126671164,1126671214,yes
112667_179,1126671,1126671179,1126671177,,,1126671144,1126671177,,yes
112667_163,1126671,1126671163,1126671152,1126671214,1126671198,1126671214,1126671198,1126671152,yes
112667_181,1126671,1126671181,1126671192,1126671170,,1126671192,1126671170,,yes
112667_203,1126671,1126671203,1126671205,1126671191,1126671201,1126671124,1126671191,1126671201,yes
112667_180,1126671,1126671180,1126671187,1126671167,1126671153,1126671187,,,yes
112667_182,1126671,1126671182,1126671190,1126671169,,1126671190,1126671169,,yes
112667_255,1126671,1126671255,1126671186,1126671113,1126671159,1126671113,1126671186,1126671156,yes
112667_145,1126671,1126671145,1126671209,1126671175,1126671177,1126671181,1126671179,1126671215,yes
112667_159,1126671,1126671159,1126671206,1126671113,1126671197,1126671185,1126671113,1126671184,yes
112667_135,1126671,1126671135,1126671185,1126671163,1126671184,1126671185,1126671128,1126671163,yes
112667_199,1126671,1126671199,1126671266,,,1126671266,1126671167,,yes
112667_167,1126671,1126671167,1126671127,1126671104,1126671194,1126671104,1126671127,1126671114,yes
112667_140,1126671,1126671140,1126671144,1126671108,1126671267,1126671196,1126671144,1126671108,yes
112670_102,1126701,1126701102,1126701101,1126701150,1126701137,1126701101,1126701122,1126701150,yes
112670_142,1126701,1126701142,1126701133,1126701149,1126701155,1126701133,1126701129,1126701146,yes
112670_140,1126701,1126701140,1126701158,1126701157,1126701130,1126701129,1126701158,1126701157,yes
112670_151,1126701,1126701151,1126701152,1126701128,1126701140,1126701152,1126701128,1126701103,yes
112670_101,1126701,1126701101,1126701102,1126701137,1126701122,1126701102,1126701137,1126701120,yes
112670_141,1126701,1126701141,1126701130,1126701125,1126701157,1126701157,1126701149,1126701138,yes
112670_104,1126701,1126701104,1126701147,1126701138,1126701122,1126701147,1126701138,1126701129,yes
112670_152,1126701,1126701152,1126701121,1126701139,1126701141,1126701129,1126701151,1126701144,yes
112670_107,1126701,1126701107,1126701103,1126701132,1126701109,1126701103,1126701109,1126701132,yes
112670_116,1126701,1126701116,1126701126,1126701118,1126701110,1126701118,1126701110,1126701126,yes
112670_130,1126701,1126701130,1126701125,1126701157,1126701158,1126701141,1126701157,1126701125,yes
112670_145,1126701,1126701145,1126701146,1126701133,1126701155,1126701146,1126701133,1126701155,yes
112671_451,1126711,1126711451,1126711179,1126711150,1126711202,1126711301,1126711392,1126711359,yes
112671_403,1126711,1126711403,1126711317,1126711146,1126711454,1126711317,1126711454,,yes
112671_336,1126714,1126714336,1126714162,1126714406,1126714472,1126714472,1126714162,1126714406,yes
112671_400,1126711,1126711400,1126711232,1126711518,1126711523,1126711232,1126711518,1126711523,yes
112671_370,1126711,1126711370,1126711285,1126711281,1126711419,1126711285,1126711281,1126711410,yes
112671_506,1126711,1126711506,1126711454,1126711225,1126711365,1126711454,1126711225,1126711365,yes
112671_237,1126711,1126711237,1126711354,1126711213,1126711168,1126711341,1126711259,,yes
112671_103,1126711,1126711103,1126711518,1126711243,1126711331,1126711518,1126711331,1126711243,yes
112671_230,1126711,1126711230,1126711315,1126711281,,1126711518,1126711305,,yes
112671_172,1126711,1126711172,1126711384,1126711348,1126711273,1126711384,1126711348,1126711273,yes
112671_410,1126711,1126711410,1126711370,1126711331,1126711419,1126711331,1126711285,1126711370,yes
112671_223,1126711,1126711223,1126711384,1126711331,1126711419,1126711384,1126711419,1126711130,yes
112671_185,1126711,1126711185,1126711168,1126711461,1126711419,1126711168,1126711461,1126711354,yes
112671_130,1126711,1126711130,1126711167,1126711154,1126711168,1126711348,1126711154,1126711156,yes
112671_124,1126711,1126711124,1126711335,1126711225,1126711182,1126711185,1126711135,1126711305,yes
112671_317,1126711,1126711317,1126711264,1126711400,1126711429,1126711264,1126711354,1126711429,yes
112671_354,1126712,1126712354,1126712365,1126712234,1126712317,1126712317,1126712234,1126712365,yes
112671_365,1126711,1126711365,1126711251,1126711259,1126711506,1126711408,1126711354,1126711395,yes
112671_243,1126711,1126711243,1126711305,1126711518,1126711103,1126711518,1126711305,1126711103,yes
112671_469,1126713,1126713469,1126713363,1126713251,1126713234,1126713251,1126713234,,yes
112671_264,1126711,1126711264,1126711317,1126711359,1126711419,1126711377,1126711419,1126711317,yes
112671_430,1126711,1126711430,1126711341,1126711340,1126711429,1126711429,1126711234,1126711341,yes
112671_154,1126711,1126711154,1126711130,1126711348,1126711324,1126711363,1126711340,1126711324,yes
