s_merge_id,classroom_id,student_id,friend_1,friend_2,friend_3,support_1,support_2,support_3,el
112723_261,1127232,1127232261,1127232155,1127232189,1127232330,1127232350,1127232247,1127232212,yes
112723_426,1127232,1127232426,1127232359,,,1127232359,,,yes
112723_237,1127234,1127234237,1127234383,1127234372,1127234362,1127234361,1127234329,1127234372,yes
112723_383,1127232,1127232383,1127232353,1127232413,1127232389,1127232353,1127232413,1127232398,yes
112723_432,1127232,1127232432,1127232424,1127232262,1127232393,1127232262,1127232424,1127232452,yes
112723_321,1127232,1127232321,1127232279,1127232226,1127232480,1127232279,1127232480,1127232226,yes
112723_361,1127232,1127232361,1127232297,1127232360,1127232419,1127232297,1127232360,1127232419,yes
112723_419,1127232,1127232419,1127232361,1127232297,1127232390,1127232297,1127232361,1127232390,yes
112723_220,1127232,1127232220,1127232297,1127232237,1127232353,1127232359,1127232297,,yes
112723_379,1127233,1127233379,1127233303,1127233337,1127233448,1127233303,1127233337,1127233418,yes
112723_389,1127232,1127232389,1127232364,1127232353,1127232383,1127232364,1127232353,1127232383,yes
112723_377,1127232,1127232377,1127232390,,,1127232398,1127232104,,yes
112723_410,1127233,1127233410,1127233378,1127233434,1127233491,1127233378,,,yes
112723_412,1127233,1127233412,1127233211,1127233378,1127233414,1127233222,1127233304,1127233414,yes
112723_417,1127233,1127233417,1127233292,,,,,,yes
112723_328,1127233,1127233328,,,,,,,yes
112723_103,1127233,1127233103,1127233342,1127233206,1127233292,1127233342,1127233206,1127233292,yes
112723_117,1127232,1127232117,1127232412,1127232525,1127232211,1127232386,1127232392,1127232393,yes
112723_311,1127233,1127233311,1127233323,1127233281,1127233273,1127233166,1127233128,1127233414,yes
112723_136,1127232,1127232136,1127232405,1127232382,1127232323,1127232281,1127232263,1127232239,yes
112723_206,1127233,1127233206,1127233342,1127233103,,1127233342,1127233103,,yes
112723_292,1127233,1127233292,1127233299,1127233320,,1127233299,1127233320,,yes
112723_227,1127232,1127232227,1127232230,1127232478,1127232321,1127232230,1127232478,1127232321,yes
112723_204,1127233,1127233204,1127233252,1127233231,1127233265,1127233222,1127233245,1127233166,yes
112723_345,1127233,1127233345,1127233299,1127233187,1127233217,1127233299,1127233187,1127233217,yes
112723_129,1127232,1127232129,1127232273,1127232414,1127232263,1127232273,,,yes
112723_254,1127233,1127233254,1127233321,1127233226,1127233230,1127233321,1127233226,1127233230,yes
112723_281,1127233,1127233281,1127233298,1127233405,1127233540,1127233273,1127233540,1127233405,yes
112723_273,1127233,1127233273,1127233233,1127233200,1127233281,1127233200,1127233233,1127233281,yes
112723_284,1127233,1127233284,1127233314,1127233533,1127233122,1127233270,,,yes
112723_180,1127232,1127232180,1127232122,1127232314,1127232284,1127232270,1127232122,1127232314,yes
112723_122,1127233,1127233122,1127233533,1127233314,1127233287,1127233270,1127233533,1127233314,yes
112723_314,1127233,1127233314,1127233284,1127233122,1127233533,1127233270,,,yes
112723_382,1127233,1127233382,1127233239,1127233222,1127233526,1127233204,1127233529,1127233526,yes
112723_320,1127233,1127233320,1127233292,1127233534,,1127233534,1127233333,,yes
112723_416,1127234,1127234416,1127234412,1127234524,1127234222,1127234417,1127234304,1127234265,yes
112723_163,1127232,1127232163,1127232320,1127232187,1127232338,1127232320,1127232187,1127232338,yes
112723_323,1127233,1127233323,1127233304,1127233295,1127233238,1127233369,1127233263,1127233243,yes
112723_397,1127231,1127231397,1127231353,1127231383,,1127231372,1127231383,,yes
112723_381,1127233,1127233381,1127233249,1127233482,1127233209,1127233242,1127233482,1127233209,yes
112723_380,1127233,1127233380,1127233246,1127233472,1127233473,1127233246,1127233472,1127233473,yes
112723_482,1127234,1127234482,1127234249,1127234280,1127234381,1127234249,1127234387,1127234209,yes
112723_121,1127234,1127234121,1127234207,1127234255,1127234471,1127234471,1127234207,1127234255,yes
112723_303,1127234,1127234303,1127234379,1127234216,1127234381,1127234379,1127234216,1127234381,yes
112723_269,1127234,1127234269,1127234192,1127234233,,1127234391,1127234192,,yes
112723_209,1127234,1127234209,1127234483,1127234191,1127234249,1127234197,1127234483,1127234249,yes
112723_415,1127231,1127231415,1127231226,1127231321,1127231475,1127231226,1127231321,1127231475,yes
112723_392,1127233,1127233392,1127233395,1127233424,1127233432,1127233395,1127233445,1127233424,yes
112723_249,1127234,1127234249,1127234280,1127234326,1127234381,1127234280,1127234482,1127234381,yes
112723_400,1127234,1127234400,1127234336,1127234230,1127234476,1127234336,1127234476,1127234230,yes
112723_283,1127234,1127234283,1127234224,1127234230,1127234235,1127234224,1127234230,1127234235,yes
112723_240,1127234,1127234240,1127234326,1127234249,1127234481,1127234481,1127234326,1127234249,yes
112726_189,1127261,1127261189,1127261193,1127261179,,1127261193,,,yes
112726_182,1127261,1127261182,1127261202,,,1127261202,,,yes
112726_162,1127261,1127261162,1127261170,1127261150,,1127261170,1127261150,,yes
112726_125,1127261,1127261125,1127261174,1127261141,1127261152,1127261174,1127261141,1127261152,yes
112726_191,1127261,1127261191,1127261156,1127261158,1127261183,1127261158,1127261156,1127261183,yes
112726_194,1127261,1127261194,1127261132,1127261199,,1127261199,1127261132,,yes
112726_150,1127261,1127261150,1127261189,1127261170,1127261162,1127261170,,,yes
112726_142,1127261,1127261142,1127261128,1127261126,,1127261126,1127261128,,yes
112726_124,1127261,1127261124,1127261141,1127261108,1127261188,1127261188,1127261108,1127261190,yes
112726_193,1127261,1127261193,1127261189,1127261170,1127261179,1127261189,1127261179,,yes
112726_192,1127261,1127261192,1127261196,,,1127261196,1127261197,1127261177,yes
112726_236,1127261,1127261236,1127261164,1127261216,1127261118,1127261164,1127261216,1127261173,yes
112726_177,1127261,1127261177,1127261203,1127261158,1127261189,1127261199,1127261158,1127261183,yes
112726_172,1127261,1127261172,1127261203,1127261197,1127261152,1127261202,1127261152,1127261197,yes
112726_197,1127261,1127261197,1127261196,1127261192,1127261199,1127261196,1127261192,1127261134,yes
112726_183,1127261,1127261183,1127261156,1127261191,1127261158,1127261156,1127261191,1127261158,yes
112726_174,1127261,1127261174,1127261125,,,1127261190,1127261188,,yes
112726_188,1127261,1127261188,1127261190,1127261163,,1127261190,1127261185,,yes
112726_175,1127261,1127261175,1127261127,1127261121,1127261139,1127261127,1127261121,1127261139,yes
112726_176,1127261,1127261176,1127261136,,,1127261136,,,yes
112726_145,1127261,1127261145,1127261139,1127261173,1127261127,1127261139,1127261127,1127261179,yes
112726_152,1127261,1127261152,1127261172,1127261202,1127261156,1127261172,1127261202,1127261203,yes
112726_131,1127261,1127261131,1127261135,1127261189,,1127261135,1127261189,,yes
112726_148,1127261,1127261148,1127261182,1127261163,1127261136,1127261163,1127261136,1127261182,yes
112726_158,1127261,1127261158,1127261156,1127261177,1127261183,1127261177,1127261156,1127261183,yes
112726_121,1127261,1127261121,1127261236,1127261127,1127261175,1127261236,1127261127,1127261175,yes
112727_109,1127271,1127271109,1127271114,1127271118,,1127271114,1127271118,,yes
112727_114,1127271,1127271114,1127271109,1127271118,,1127271109,1127271118,,yes
112727_150,1127271,1127271150,1127271118,1127271154,1127271112,1127271154,1127271112,1127271121,yes
112727_154,1127271,1127271154,1127271150,1127271151,1127271104,1127271151,1127271150,1127271115,yes
112727_147,1127271,1127271147,1127271145,1127271157,1127271160,1127271145,1127271157,1127271104,yes
112727_143,1127271,1127271143,1127271148,1127271101,,1127271101,1127271148,1127271120,yes
112727_131,1127271,1127271131,1127271132,1127271130,1127271112,1127271132,1127271118,,yes
112727_148,1127271,1127271148,1127271143,1127271120,1127271141,1127271143,,,yes
112727_161,1127271,1127271161,1127271101,1127271137,,1127271144,1127271136,,yes
112727_138,1127271,1127271138,1127271135,1127271104,1127271124,1127271135,1127271124,1127271104,yes
112727_112,1127271,1127271112,1127271150,1127271129,1127271128,1127271129,1127271150,,yes
112727_128,1127271,1127271128,1127271112,1127271150,1127271115,1127271112,1127271150,1127271151,yes
112727_157,1127271,1127271157,1127271147,,,1127271147,1127271145,,yes
112727_118,1127271,1127271118,1127271131,1127271150,1127271114,1127271131,1127271150,1127271114,yes
112727_137,1127271,1127271137,1127271125,1127271110,1127271141,1127271110,1127271125,1127271141,yes
112727_111,1127271,1127271111,1127271113,,,1127271150,1127271112,,yes
112727_115,1127271,1127271115,1127271150,1127271154,1127271151,1127271154,1127271151,1127271150,yes
112727_151,1127271,1127271151,1127271150,1127271154,1127271104,1127271154,1127271150,1127271115,yes
112727_101,1127271,1127271101,1127271161,1127271143,1127271136,1127271148,1127271126,1127271143,yes
112727_145,1127271,1127271145,1127271147,1127271157,1127271160,1127271147,1127271157,1127271150,yes
112727_163,1127271,1127271163,1127271150,1127271154,1127271138,1127271138,1127271150,1127271154,yes
112729_106,1127291,1127291106,1127291164,1127291171,1127291161,1127291149,1127291109,1127291164,yes
112729_167,1127291,1127291167,1127291126,1127291143,,1127291143,1127291106,1127291108,yes
112729_161,1127291,1127291161,1127291149,1127291171,1127291114,1127291126,1127291164,1127291106,yes
112729_163,1127291,1127291163,1127291108,1127291169,1127291126,1127291108,1127291169,1127291114,yes
112729_109,1127291,1127291109,1127291149,1127291171,1127291157,1127291149,1127291171,1127291126,yes
112729_139,1127291,1127291139,1127291107,,1127291154,1127291151,1127291154,1127291101,yes
112729_108,1127291,1127291108,1127291126,1127291169,1127291149,1127291149,1127291126,1127291169,yes
112729_103,1127291,1127291103,1127291150,1127291115,1127291172,1127291150,1127291115,1127291172,yes
112729_150,1127291,1127291150,1127291166,1127291115,1127291103,1127291115,1127291127,1127291166,yes
112729_159,1127291,1127291159,1127291166,1127291130,1127291119,1127291166,1127291150,1127291115,yes
112729_165,1127291,1127291165,1127291162,1127291152,1127291166,1127291159,1127291156,1127291150,yes
112729_141,1127291,1127291141,1127291150,1127291123,1127291159,1127291115,1127291127,1127291156,yes
112729_110,1127291,1127291110,1127291150,1127291127,1127291166,1127291150,1127291127,1127291166,yes
112729_158,1127291,1127291158,1127291127,1127291102,1127291120,1127291127,1127291102,1127291166,yes
112729_127,1127291,1127291127,1127291150,1127291158,1127291115,1127291150,1127291158,1127291115,yes
112729_168,1127291,1127291168,1127291115,1127291103,1127291156,1127291115,1127291103,1127291156,yes
112729_177,1127291,1127291177,1127291158,1127291110,1127291120,1127291158,1127291110,1127291120,yes
112729_122,1127291,1127291122,1127291117,1127291105,1127291136,1127291162,1127291105,1127291115,yes
112729_123,1127291,1127291123,1127291120,1127291144,1127291156,1127291120,1127291144,1127291156,yes
112729_140,1127291,1127291140,1127291105,1127291136,1127291110,1127291105,1127291136,1127291127,yes
112729_120,1127291,1127291120,1127291108,1127291123,1127291158,1127291127,1127291123,1127291158,yes
112730_133,1127301,1127301133,1127301198,1127301147,1127301190,1127301198,1127301147,1127301152,yes
112730_130,1127301,1127301130,1127301152,1127301157,1127301170,1127301198,1127301152,1127301183,yes
112730_139,1127301,1127301139,1127301186,1127301160,1127301119,1127301164,1127301163,1127301188,yes
112730_165,1127301,1127301165,1127301174,1127301171,1127301143,1127301174,1127301171,1127301143,yes
112730_147,1127301,1127301147,1127301133,1127301176,1127301156,1127301133,1127301198,1127301176,yes
112730_161,1127301,1127301161,1127301184,1127301198,1127301152,1127301184,1127301152,1127301173,yes
112730_179,1127301,1127301179,1127301140,1127301146,1127301189,1127301189,1127301169,1127301140,yes
112730_118,1127301,1127301118,1127301121,1127301117,1127301162,1127301121,1127301186,1127301148,yes
112730_198,1127301,1127301198,1127301211,1127301176,1127301133,1127301211,1127301133,1127301120,yes
112730_171,1127301,1127301171,1127301165,1127301174,1127301143,1127301163,1127301196,1127301174,yes
112730_211,1127301,1127301211,1127301198,1127301156,1127301192,1127301198,1127301156,1127301120,yes
112730_141,1127301,1127301141,1127301166,1127301168,1127301176,1127301176,1127301173,1127301168,yes
112730_149,1127301,1127301149,1127301175,1127301154,1127301123,1127301154,1127301175,1127301156,yes
112730_154,1127301,1127301154,1127301211,1127301149,1127301156,1127301198,1127301149,1127301211,yes
112730_180,1127301,1127301180,1127301188,1127301128,1127301124,1127301188,1127301158,1127301124,yes
112730_168,1127301,1127301168,1127301166,1127301102,1127301149,1127301139,1127301166,1127301106,yes
112730_166,1127301,1127301166,1127301168,1127301141,1127301106,1127301141,1127301106,1127301168,yes
112730_188,1127301,1127301188,1127301180,1127301128,1127301124,1127301180,1127301158,1127301128,yes
112730_186,1127301,1127301186,1127301178,1127301107,1127301114,1127301114,1127301106,1127301178,yes
112730_183,1127301,1127301183,1127301160,1127301150,1127301173,1127301160,1127301152,1127301150,yes
112730_107,1127301,1127301107,1127301192,1127301198,1127301102,1127301198,1127301174,1127301152,yes
112730_214,1127301,1127301214,1127301185,1127301201,1127301199,1127301198,1127301201,1127301185,yes
112731_113,1127311,1127311113,1127311111,1127311112,1127311119,1127311111,1127311112,1127311119,yes
112731_107,1127311,1127311107,1127311114,1127311108,1127311112,1127311127,1127311114,1127311112,yes
112731_129,1127311,1127311129,1127311119,1127311139,,1127311113,1127311127,,yes
112731_127,1127311,1127311127,1127311107,1127311121,1127311108,1127311114,1127311129,1127311107,yes
112731_141,1127311,1127311141,1127311115,1127311122,1127311109,1127311115,1127311122,1127311108,yes
112731_116,1127311,1127311116,1127311109,1127311111,1127311112,1127311109,1127311111,1127311112,yes
112731_185,1127311,1127311185,1127311143,1127311176,1127311174,1127311701,1127311143,1127311184,yes
112731_701,1127311,1127311701,1127311142,1127311143,1127311184,1127311142,1127311143,1127311184,yes
112731_149,1127311,1127311149,1127311162,1127311157,1127311147,1127311174,1127311175,1127311176,yes
112732_123,1127321,1127321123,1127321125,1127321122,,1127321125,1127321122,1127321146,yes
112732_139,1127321,1127321139,1127321138,1127321154,1127321135,1127321138,1127321150,1127321121,yes
112732_142,1127321,1127321142,1127321128,1127321147,1127321102,1127321141,1127321152,1127321128,yes
112732_141,1127321,1127321141,1127321152,1127321130,1127321147,1127321152,1127321130,1127321147,yes
112732_144,1127321,1127321144,1127321134,1127321118,,1127321134,1127321118,,yes
112732_122,1127321,1127321122,1127321123,1127321125,,1127321152,1127321123,1127321124,yes
112732_143,1127321,1127321143,1127321119,,,1127321119,1127321101,1127321152,yes
112732_145,1127321,1127321145,1127321150,,,1127321108,1127321150,,yes
112732_103,1127321,1127321103,1127321152,,,1127321152,,,yes
112732_149,1127321,1127321149,1127321152,1127321140,,1127321141,1127321147,,yes
112732_130,1127321,1127321130,1127321152,,,1127321152,1127321141,1127321147,yes
112732_137,1127321,1127321137,1127321135,,,1127321138,1127321124,,yes
112732_102,1127321,1127321102,1127321119,,,1127321108,1127321103,,yes
112732_101,1127321,1127321101,1127321148,1127321127,,1127321148,1127321127,,yes
112732_111,1127321,1127321111,1127321105,1127321112,1127321133,1127321133,1127321124,1127321105,yes
112732_131,1127321,1127321131,1127321151,1127321138,,1127321151,1127321138,,yes
112732_138,1127321,1127321138,1127321151,1127321139,1127321131,1127321151,1127321139,1127321131,yes
112732_151,1127321,1127321151,1127321138,1127321131,,1127321138,1127321131,,yes
112732_117,1127321,1127321117,1127321103,1127321124,,1127321124,1127321146,,yes
112732_121,1127321,1127321121,1127321140,,,1127321152,,,yes
112732_148,1127321,1127321148,1127321101,1127321119,,1127321101,1127321127,1127321143,yes
112732_114,1127321,1127321114,1127321154,1127321115,,1127321133,1127321135,,yes
112732_127,1127321,1127321127,1127321101,1127321103,,1127321103,1127321101,1127321148,yes
112732_115,1127321,1127321115,1127321146,1127321135,1127321114,1127321146,1127321135,1127321114,yes
112732_147,1127321,1127321147,1127321141,,,1127321141,1127321152,1127321128,yes
112732_120,1127321,1127321120,1127321111,,,1127321108,,,yes
112732_133,1127321,1127321133,1127321139,1127321126,,1127321139,1127321126,1127321129,yes
112732_150,1127321,1127321150,1127321152,1127321141,1127321145,1127321141,1127321152,1127321128,yes
112732_146,1127321,1127321146,1127321124,1127321117,,1127321117,1127321124,,yes
112732_152,1127321,1127321152,1127321130,1127321119,1127321141,1127321104,1127321108,1127321147,yes
112734_163,1127341,1127341163,1127341165,1127341129,1127341139,1127341153,1127341127,1127341170,yes
112734_116,1127341,1127341116,,1127341117,1127341118,1127341167,1127341129,1127341124,yes
112734_126,1127341,1127341126,1127341142,1127341127,1127341153,1127341116,,,yes
112734_140,1127341,1127341140,1127341181,1127341187,1127341164,1127341187,1127341164,1127341181,yes
112734_164,1127341,1127341164,1127341187,1127341140,1127341108,1127341128,1127341101,1127341159,yes
112734_178,1127341,1127341178,1127341153,1127341125,1127341114,1127341153,1127341161,1127341160,yes
112734_137,1127341,1127341137,1127341104,1127341102,1127341144,1127341105,1127341185,1127341156,yes
112734_120,1127341,1127341120,1127341165,1127341163,,1127341152,1127341149,1127341144,yes
112734_187,1127341,1127341187,1127341108,1127341164,1127341128,1127341128,1127341140,1127341175,yes
112734_114,1127341,1127341114,1127341153,1127341160,1127341161,1127341160,1127341153,1127341161,yes
112734_168,1127341,1127341168,1127341169,1127341167,1127341108,1127341169,,,yes
112734_145,1127341,1127341145,1127341119,1127341113,1127341122,1127341172,1127341107,1127341119,yes
112734_184,1127341,1127341184,1127341187,1127341140,1127341108,1127341101,1127341172,1127341151,yes
112734_161,1127341,1127341161,1127341143,1127341114,1127341125,1127341114,1127341143,1127341125,yes
112734_153,1127341,1127341153,1127341178,1127341160,1127341114,1127341178,1127341160,1127341161,yes
112735_124,1127351,1127351124,1127351109,1127351118,1127351141,1127351109,1127351175,,yes
112735_172,1127351,1127351172,1127351151,1127351133,1127351144,1127351115,1127351133,1127351151,yes
112735_153,1127351,1127351153,1127351154,1127351132,1127351131,1127351136,1127351132,1127351154,yes
112735_131,1127351,1127351131,1127351154,1127351132,1127351153,1127351120,1127351132,1127351154,yes
112735_165,1127351,1127351165,1127351168,1127351179,,1127351168,,,yes
112735_151,1127351,1127351151,1127351133,1127351173,1127351144,1127351115,1127351173,,yes
112735_179,1127351,1127351179,1127351175,1127351145,,1127351145,1127351175,,yes
112735_175,1127351,1127351175,1127351115,1127351179,1127351124,1127351124,1127351115,1127351109,yes
112736_151,1127361,1127361151,1127361108,1127361119,1127361106,1127361108,1127361106,,yes
112736_137,1127361,1127361137,1127361153,1127361158,1127361116,1127361116,1127361158,1127361153,yes
112736_148,1127361,1127361148,1127361103,1127361131,,1127361102,1127361103,1127361108,yes
112736_146,1127361,1127361146,1127361115,1127361120,1127361113,1127361107,1127361120,1127361116,yes
112736_161,1127361,1127361161,1127361109,1127361122,1127361124,1127361101,1127361104,1127361127,yes
112736_140,1127361,1127361140,1127361160,1127361111,1127361137,1127361110,1127361129,1127361132,yes
112736_103,1127361,1127361103,1127361112,1127361101,1127361159,1127361112,1127361143,1127361159,yes
112738_103,1127381,1127381103,1127381128,1127381107,1127381118,1127381106,1127381104,1127381123,yes
112738_101,1127381,1127381101,1127381127,1127381107,1127381104,1127381127,1127381104,1127381128,yes
112738_128,1127381,1127381128,1127381107,1127381127,1127381106,1127381107,1127381127,1127381105,yes
112738_104,1127381,1127381104,1127381128,1127381107,1127381105,1127381128,1127381107,1127381127,yes
112739_164,1127392,1127392164,1127392191,1127392194,1127392173,1127392195,1127392173,1127392191,yes
112739_161,1127392,1127392161,1127392191,1127392199,1127392195,1127392173,1127392191,1127392208,yes
112739_124,1127391,1127391124,1127391129,1127391135,1127391131,1127391129,1127391135,,yes
112739_128,1127391,1127391128,1127391106,,,1127391135,,,yes
112739_126,1127391,1127391126,1127391142,1127391106,1127391138,1127391106,1127391138,,yes
112739_175,1127392,1127392175,1127392165,1127392169,1127392173,1127392165,1127392206,1127392169,yes
112739_106,1127391,1127391106,1127391128,,,,,,yes
112739_138,1127391,1127391138,1127391126,1127391135,1127391129,1127391157,1127391152,1127391129,yes
112739_115,1127391,1127391115,,,,1127391114,,,yes
112739_182,1127392,1127392182,1127392207,1127392190,1127392192,1127392207,1127392190,1127392192,yes
112739_169,1127392,1127392169,1127392173,1127392175,1127392207,1127392173,1127392175,1127392192,yes
112739_142,1127391,1127391142,1127391152,1127391101,1127391117,1127391150,1127391106,1127391138,yes
112739_173,1127392,1127392173,1127392175,1127392169,1127392164,1127392175,1127392164,1127392207,yes
112739_199,1127392,1127392199,1127392208,1127392182,1127392192,1127392170,1127392208,1127392190,yes
112739_150,1127391,1127391150,1127391142,1127391124,1127391138,1127391152,1127391143,1127391128,yes
112739_140,1127391,1127391140,1127391101,1127391150,1127391133,1127391150,1127391101,1127391114,yes
112739_118,1127391,1127391118,,,,1127391117,1127391143,1127391103,yes
112739_119,1127391,1127391119,1127391103,1127391112,1127391120,1127391103,1127391112,1127391117,yes
112739_174,1127392,1127392174,1127392117,1127392138,1127392142,1127392157,1127392138,1127392101,yes
112739_192,1127392,1127392192,1127392190,1127392207,1127392182,1127392190,1127392207,1127392182,yes
112739_143,1127391,1127391143,1127391117,1127391112,1127391150,1127391117,1127391112,1127391152,yes
112739_189,1127392,1127392189,1127392192,1127392190,1127392191,1127392186,,,yes
112739_170,1127392,1127392170,1127392169,1127392182,1127392175,1127392169,1127392182,1127392206,yes
112739_165,1127392,1127392165,1127392175,1127392163,1127392186,1127392175,1127392186,,yes
112739_191,1127392,1127392191,1127392189,1127392164,1127392167,1127392173,1127392169,1127392161,yes
112739_163,1127392,1127392163,1127392194,1127392165,1127392173,1127392194,1127392165,1127392189,yes
112739_101,1127391,1127391101,1127391117,1127391142,1127391152,1127391152,1127391117,1127391142,yes
112739_186,1127392,1127392186,1127392208,,,1127392208,1127392175,1127392182,yes
112739_151,1127391,1127391151,1127391147,1127391149,1127391121,1127391147,1127391149,1127391121,yes
112739_160,1127392,1127392160,1127392193,1127392176,1127392187,1127392197,1127392178,1127392176,yes
112739_158,1127391,1127391158,1127391132,1127391141,1127391157,1127391132,1127391141,1127391139,yes
112739_122,1127391,1127391122,1127391105,,,1127391158,,,yes
112739_146,1127391,1127391146,1127391145,1127391139,1127391156,1127391158,1127391139,1127391156,yes
112739_197,1127392,1127392197,1127392158,1127392201,1127392181,1127392201,1127392181,,yes
112739_201,1127392,1127392201,1127392177,,,1127392177,,,yes
112739_179,1127392,1127392179,1127392193,,,1127392193,1127392197,1127392185,yes
112739_145,1127391,1127391145,1127391153,1127391158,,1127391157,1127391156,,yes
112739_120,1127391,1127391120,1127391145,1127391149,1127391110,1127391154,,,yes
112739_148,1127391,1127391148,1127391204,,,1127391204,,,yes
112739_198,1127392,1127392198,1127392141,1127392132,1127392158,1127392141,1127392132,1127392166,yes
112739_162,1127392,1127392162,1127392156,1127392146,1127392139,1127392156,1127392146,1127392139,yes
112739_147,1127391,1127391147,1127391151,1127391149,1127391121,1127391151,1127391149,1127391121,yes
112739_166,1127392,1127392166,1127392198,,,1127392178,1127392185,1127392198,yes
112739_141,1127392,1127392141,1127392157,1127392158,1127392132,1127392132,1127392145,1127392157,yes
112739_154,1127391,1127391154,1127391145,1127391136,1127391139,1127391145,1127391139,1127391136,yes
112739_176,1127392,1127392176,1127392178,1127392201,1127392187,1127392187,1127392201,1127392178,yes
112739_177,1127392,1127392177,1127392201,1127392181,1127392178,1127392201,1127392181,1127392178,yes
112739_185,1127392,1127392185,1127392205,1127392110,,1127392205,1127392110,,yes
112739_193,1127392,1127392193,1127392179,,,1127392179,1127392176,1127392205,yes
112739_139,1127391,1127391139,1127391154,1127391146,1127391156,1127391145,1127391158,1127391146,yes
112739_153,1127391,1127391153,1127391157,1127391145,1127391141,1127391157,1127391145,1127391141,yes
112739_157,1127391,1127391157,1127391132,1127391153,1127391141,1127391141,1127391153,1127391145,yes
112739_178,1127392,1127392178,1127392176,1127392201,1127392204,1127392176,1127392201,1127392198,yes
112739_132,1127391,1127391132,1127391158,1127391156,1127391141,1127391158,1127391141,1127391156,yes
112739_136,1127391,1127391136,1127391154,,,1127391179,1127391132,1127391156,yes
112743_153,1127431,1127431153,1127431116,1127431165,1127431103,1127431116,1127431101,1127431165,yes
112743_144,1127431,1127431144,1127431147,1127431143,1127431123,1127431135,1127431130,1127431122,yes
112743_165,1127431,1127431165,1127431103,,,1127431103,,,yes
112743_164,1127431,1127431164,1127431146,1127431171,,1127431146,1127431172,,yes
112743_103,1127431,1127431103,1127431165,1127431116,1127431153,1127431116,1127431153,,yes
112743_149,1127431,1127431149,1127431148,1127431130,1127431192,1127431148,1127431130,1127431129,yes
112743_152,1127431,1127431152,1127431128,1127431104,,1127431128,1127431104,1127431145,yes
112743_131,1127431,1127431131,1127431171,,,1127431171,,,yes
112743_188,1127431,1127431188,1127431169,1127431166,,1127431169,1127431166,,yes
112743_132,1127431,1127431132,1127431140,1127431128,1127431117,1127431131,1127431145,1127431150,yes
112743_156,1127431,1127431156,1127431174,1127431140,1127431128,1127431174,,,yes
112743_128,1127431,1127431128,1127431140,1127431104,1127431166,1127431104,1127431140,1127431145,yes
112747_102,1127471,1127471102,1127471117,1127471139,1127471112,1127471121,1127471139,1127471110,yes
112747_103,1127471,1127471103,1127471102,1127471146,1127471132,1127471139,1127471102,1127471122,yes
112747_128,1127471,1127471128,1127471145,1127471137,1127471105,1127471147,1127471105,1127471145,yes
112760_118,1127602,1127602118,1127602115,1127602120,1127602128,1127602126,1127602122,1127602109,yes
112760_115,1127602,1127602115,1127602118,,,1127602118,1127602120,1127602128,yes
112760_121,1127602,1127602121,1127602132,1127602101,1127602138,1127602138,1127602101,1127602132,yes
112760_119,1127602,1127602119,1127602109,1127602130,1127602701,1127602127,1127602126,1127602702,yes
112760_123,1127602,1127602123,1127602125,,,1127602125,1127602101,1127602105,yes
112760_126,1127602,1127602126,1127602702,,,1127602702,,,yes
112760_103,1127602,1127602103,1127602110,1127602113,1127602104,1127602110,1127602102,1127602104,yes
112760_122,1127602,1127602122,1127602120,1127602118,1127602128,1127602115,1127602125,1127602128,yes
112760_701,1127602,1127602701,1127602109,1127602130,,1127602138,1127602130,1127602109,yes
112760_107,1127602,1127602107,1127602103,1127602112,1127602116,1127602101,1127602138,1127602112,yes
112760_132,1127602,1127602132,1127602131,1127602121,1127602138,1127602131,1127602121,1127602138,yes
112760_101,1127602,1127602101,1127602138,1127602105,1127602104,1127602105,1127602138,1127602112,yes
112760_116,1127602,1127602116,1127602106,1127602107,1127602111,1127602106,1127602137,1127602107,yes
112764_108,1127642,1127642108,1127642119,1127642156,1127642167,1127642119,1127642155,1127642196,yes
112764_119,1127642,1127642119,1127642164,1127642136,1127642133,1127642164,1127642181,1127642136,yes
112764_162,1127642,1127642162,1127642155,1127642188,1127642101,1127642143,1127642204,1127642128,yes
112764_104,1127642,1127642104,1127642184,1127642164,1127642159,1127642164,1127642159,1127642121,yes
112764_164,1127642,1127642164,1127642104,1127642101,1127642119,1127642121,1127642184,1127642183,yes
112764_156,1127642,1127642156,1127642119,1127642155,1127642143,1127642107,1127642119,1127642155,yes
112764_128,1127642,1127642128,1127642167,1127642131,1127642160,1127642167,1127642131,1127642160,yes
112764_103,1127642,1127642103,1127642140,,,1127642202,1127642204,1127642201,yes
112764_121,1127642,1127642121,1127642164,1127642101,1127642107,1127642164,1127642107,1127642101,yes
112764_155,1127642,1127642155,1127642107,1127642167,1127642196,1127642196,1127642107,1127642156,yes
112764_707,1127642,1127642707,1127642107,1127642152,,1127642107,1127642152,,yes
112764_168,1127642,1127642168,1127642174,1127642228,1127642111,1127642109,1127642182,1127642148,yes
112764_157,1127642,1127642157,1127642182,1127642161,1127642228,1127642228,1127642174,1127642182,yes
112764_135,1127642,1127642135,1127642228,1127642161,1127642174,1127642168,1127642148,1127642187,yes
112764_718,1127642,1127642718,1127642110,1127642206,1127642228,1127642110,1127642145,1127642206,yes
112764_151,1127642,1127642151,1127642186,1127642109,1127642114,1127642172,1127642175,1127642152,yes
112764_176,1127642,1127642176,1127642123,1127642205,1127642227,1127642205,,,yes
112764_111,1127642,1127642111,1127642187,,,1127642221,,,yes
112764_105,1127642,1127642105,1127642124,1127642163,1127642180,1127642179,1127642222,,yes
