fs_classroom,s_merge_id,treatment,subdistrict,bs_specialchild,es_phase2_cohort,el_cohort2_cmsize,el_religion,split_status,merge_status,fs_school_id,fl,classroom_id,fs_student_id,girls_school,girls_section,boys_section,bs_male,bs_male_share,bs_age,bs_working_mom,bs_working_dad,bs_siblings,bs_with_mom,bs_with_dad,high_eyes,bs_score_eye_sd,high_raven,bs_score_raven_sd,high_math,high_bangla,bs_parenting_dad_sd,bs_parenting_mom_sd,bt_raven_avg_sd,bt_compclass_avg_m_sd,bt_compclass_avg_b_sd,emot_1,emot_2,emot_3,academic_1,academic_2,academic_3
1126061,112606_147,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061209,no,0,0,yes,.5421686746987952,12,no,no,2,yes,no,no,-.6596747588586495,no,-.9767865898904095,no,no,-.5896476763964293,.8498251000433344,1.141874341682029,.8965743720135092,.119055531298131,1126061201,1126061250,1126061236,1126061250,1126061228,1126061207
1126061,112606_163,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061246,no,0,0,yes,.5421686746987952,12,no,yes,1,yes,yes,yes,.3239474262252297,no,-1.26747616240395,yes,no,-.1968857158758349,.8498251000433344,1.141874341682029,.8965743720135092,.119055531298131,1126061207,1126061239,1126061259,1126061207,1126061236,1126061239
1126061,112606_150,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061248,no,0,0,no,.5421686746987952,13,no,yes,6,yes,yes,no,-.1678636663167099,no,-.3954074448633285,yes,no,1.177781145946248,-1.594791549038507,1.141874341682029,.8965743720135092,.119055531298131,1126061231,1126061257,1126061212,1126061231,1126061257,1126061260
1126061,112606_168,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061226,no,0,0,no,.5421686746987952,12,no,yes,2,yes,yes,no,-.1678636663167099,yes,.7673508451908334,yes,no,-.5896476763964293,.8498251000433344,1.141874341682029,.8965743720135092,.119055531298131,1126061216,1126061220,1126061256,1126061216,1126061211,1126061204
1126061,112606_160,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061236,no,0,0,yes,.5421686746987952,12,no,yes,2,yes,yes,yes,.3239474262252297,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,1.141874341682029,.8965743720135092,.119055531298131,1126061207,1126061238,1126061250,1126061239,1126061246,1126061259
1126061,112606_123,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061260,no,0,0,no,.5421686746987952,12,no,yes,3,yes,yes,no,-1.643296943942528,no,-.6860970173768689,no,no,-1.375171597437619,.8498251000433344,1.141874341682029,.8965743720135092,.119055531298131,1126061227,1126061254,1126061258,1126061226,1126061216,1126061227
1126061,112606_121,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061259,no,0,0,yes,.5421686746987952,12,no,yes,2,yes,yes,no,-2.135108036484468,yes,.1859717001637525,no,no,.1958762446447604,-.3724832244975866,1.141874341682029,.8965743720135092,.119055531298131,1126061236,1126061238,1126061239,1126061238,1126061236,1126061239
1126061,112606_177,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061221,no,0,0,no,.5421686746987952,11,no,no,1,yes,yes,no,-.6596747588586495,no,-.104717872349788,no,no,-1.375171597437619,.0349528836827207,1.141874341682029,.8965743720135092,.119055531298131,1126061231,1126061232,1126061260,1126061216,1126061220,1126061256
1126061,112606_170,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061227,no,0,0,no,.5421686746987952,11,no,yes,2,yes,no,no,-.6596747588586495,yes,.7673508451908334,no,no,1.374162126206546,.442388991863028,1.141874341682029,.8965743720135092,.119055531298131,1126061205,1126061254,,1126061205,1126061254,
1126061,112606_116,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061224,no,0,0,yes,.5421686746987952,13,no,yes,2,yes,yes,no,-.1678636663167099,no,-.3954074448633285,no,no,-.9824096369170248,-1.594791549038507,1.141874341682029,.8965743720135092,.119055531298131,1126061217,1126061223,1126061246,1126061223,1126061246,1126061217
1126061,112606_130,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061249,no,0,0,yes,.5421686746987952,12,no,yes,1,no,no,no,-.6596747588586495,yes,.7673508451908334,yes,no,-.1968857158758349,.0349528836827207,1.141874341682029,.8965743720135092,.119055531298131,1126061201,1126061208,1126061240,1126061210,1126061208,1126061240
1126061,112606_156,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061202,no,0,0,no,.5421686746987952,12,no,no,2,no,no,yes,1.799380703851048,no,-.104717872349788,yes,yes,.1958762446447604,.0349528836827207,1.141874341682029,.8965743720135092,.119055531298131,1126061204,1126061206,1126061211,1126061204,1126061206,1126061211
1126061,112606_115,treatment,Monohardi Upazila,No,no,83,Muslim,No,No,112606,1,1126061,1126061245,no,0,0,no,.5421686746987952,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,1.141874341682029,.8965743720135092,.119055531298131,1126061258,1126061260,1126061212,1126061212,1126061258,1126061260
1126071,112607_142,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071211,yes,1,0,no,0,12,no,yes,2,yes,yes,no,-.6596747588586495,yes,1.348729990217914,no,yes,.1958762446447604,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071203,1126071205,,1126071203,,
1126071,112607_105,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071206,yes,1,0,no,0,11,no,no,2,yes,yes,yes,.3239474262252297,yes,2.220798707758536,yes,yes,-.1968857158758349,.442388991863028,3.149546101703767,-.0298742823913527,.119055531298131,1126071201,1126071207,1126071224,1126071201,1126071210,1126071213
1126071,112607_128,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071225,yes,1,0,no,0,12,no,yes,1,yes,yes,yes,.8157585187671692,no,-.9767865898904095,yes,no,.1958762446447604,-.3724832244975866,3.149546101703767,-.0298742823913527,.119055531298131,1126071223,1126071219,1126071213,1126071215,1126071222,1126071229
1126071,112607_113,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071204,yes,1,0,no,0,11,no,yes,1,yes,no,yes,1.307569611309109,no,-.9767865898904095,yes,yes,.1958762446447604,.0349528836827207,3.149546101703767,-.0298742823913527,.119055531298131,1126071210,1126071218,1126071207,1126071201,1126071203,1126071245
1126071,112607_104,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071207,yes,1,0,no,0,12,no,yes,3,yes,yes,yes,1.307569611309109,no,-1.848855307431031,no,yes,-2.16069551847881,.442388991863028,3.149546101703767,-.0298742823913527,.119055531298131,1126071210,,,1126071201,1126071206,1126071205
1126071,112607_123,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071228,yes,1,0,no,0,12,yes,yes,2,yes,yes,yes,1.799380703851048,no,-.9767865898904095,no,no,.9814001656859502,1.257261208223642,3.149546101703767,-.0298742823913527,.119055531298131,1126071223,1126071213,1126071243,1126071240,1126071223,1126071243
1126071,112607_139,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071214,yes,1,0,no,0,11,no,,0,yes,no,no,-.1678636663167099,yes,1.058040417704374,yes,yes,.1958762446447604,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071231,,,1126071202,1126071203,1126071205
1126071,112607_106,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071205,yes,1,0,no,0,12,no,yes,2,yes,yes,no,-.6596747588586495,no,-1.26747616240395,no,yes,.5886382051653558,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071211,1126071244,1126071201,1126071203,1126071201,1126071204
1126071,112607_136,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071217,yes,1,0,no,0,12,no,no,1,yes,yes,no,-1.151485851400589,yes,1.348729990217914,no,yes,-.1968857158758349,-.3724832244975866,3.149546101703767,-.0298742823913527,.119055531298131,1126071242,1126071248,,1126071242,1126071247,1126071248
1126071,112607_134,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071219,yes,1,0,no,0,11,no,yes,1,yes,no,no,-.1678636663167099,no,-.9767865898904095,no,yes,.1958762446447604,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071225,1126071213,1126071209,1126071202,1126071225,1126071206
1126071,112607_108,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071221,yes,1,0,no,0,12,no,yes,1,yes,no,no,-1.151485851400589,no,-.9767865898904095,yes,yes,.1958762446447604,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071212,1126071213,1126071216,1126071212,1126071224,1126071216
1126071,112607_137,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071216,yes,1,0,no,0,12,no,yes,2,yes,yes,yes,.8157585187671692,no,-.3954074448633285,no,yes,-.5896476763964293,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071224,1126071221,1126071203,1126071203,1126071211,
1126071,112607_132,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071220,yes,1,0,no,0,12,no,,2,yes,no,yes,.3239474262252297,no,-.6860970173768689,yes,no,.1958762446447604,-.779919332677893,3.149546101703767,-.0298742823913527,.119055531298131,1126071210,1126071218,1126071204,1126071204,1126071206,1126071210
1126071,112607_140,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071213,yes,1,0,no,0,12,no,yes,1,yes,yes,yes,1.799380703851048,yes,.1859717001637525,no,yes,-.1968857158758349,.442388991863028,3.149546101703767,-.0298742823913527,.119055531298131,1126071224,1126071212,1126071221,1126071212,1126071224,1126071221
1126071,112607_107,treatment,Monohardi Upazila,No,yes,51,Non-muslim,No,No,112607,1,1126071,1126071243,yes,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,2.869889735483313,.0389538273542288,.119055531298131,1126071216,1126071202,1126071206,1126071206,1126071202,1126071203
1126071,112607_144,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071201,yes,1,0,no,0,11,no,yes,2,yes,yes,no,-.1678636663167099,yes,2.220798707758536,yes,yes,.5886382051653558,1.257261208223642,3.149546101703767,-.0298742823913527,.119055531298131,1126071206,1126071240,1126071245,1126071203,1126071240,1126071245
1126071,112607_114,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071256,yes,1,0,no,0,13,no,,2,yes,no,no,-.1678636663167099,no,-2.430234452458112,no,no,-.1968857158758349,-1.594791549038507,3.149546101703767,-.0298742823913527,.119055531298131,1126071224,1126071213,1126071211,1126071211,1126071224,1126071204
1126071,112607_101,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071203,yes,1,0,no,0,11,no,,1,yes,no,no,-1.151485851400589,yes,.7673508451908334,no,yes,.1958762446447604,1.257261208223642,3.149546101703767,-.0298742823913527,.119055531298131,1126071211,1126071216,1126071201,1126071201,1126071206,1126071211
1126071,112607_130,treatment,Monohardi Upazila,No,yes,51,Muslim,No,No,112607,1,1126071,1126071223,yes,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,2.869889735483313,.0389538273542288,.119055531298131,1126071222,1126071225,1126071221,1126071212,1126071222,1126071225
1126071,112607_143,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071210,yes,1,0,no,0,13,no,,1,yes,no,yes,1.307569611309109,yes,.7673508451908334,no,yes,.1958762446447604,.442388991863028,3.149546101703767,-.0298742823913527,.119055531298131,1126071204,1126071207,1126071218,1126071204,1126071206,1126071218
1126071,112607_120,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071231,yes,1,0,no,0,11,no,no,1,yes,yes,yes,.3239474262252297,no,-.3954074448633285,no,no,.9814001656859502,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071214,,,1126071206,1126071214,1126071202
1126071,112607_141,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071212,yes,1,0,no,0,12,no,no,2,yes,yes,yes,1.307569611309109,no,-.104717872349788,no,no,.1958762446447604,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071221,1126071213,1126071224,1126071213,1126071221,1126071224
1126071,112607_131,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071222,yes,1,0,no,0,7,no,yes,1,yes,no,no,-1.643296943942528,no,-1.26747616240395,no,no,.1958762446447604,-1.594791549038507,3.149546101703767,-.0298742823913527,.119055531298131,1126071223,1126071221,1126071224,1126071221,1126071223,1126071224
1126071,112607_109,treatment,Monohardi Upazila,No,yes,51,Muslim,No,No,112607,1,1126071,1126071241,yes,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,2.869889735483313,.0389538273542288,.119055531298131,1126071208,1126071240,1126071244,1126071202,1126071240,1126071201
1126071,112607_103,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071208,yes,1,0,no,0,12,no,,0,yes,no,no,-.1678636663167099,yes,.1859717001637525,yes,no,.1958762446447604,.8498251000433344,3.149546101703767,-.0298742823913527,.119055531298131,1126071213,1126071240,1126071219,1126071241,1126071213,1126071219
1126071,112607_116,treatment,Monohardi Upazila,No,no,51,Muslim,No,No,112607,1,1126071,1126071235,yes,1,0,no,0,12,no,yes,1,yes,yes,yes,.3239474262252297,yes,1.930109135244995,no,no,.6868286952955042,.0349528836827207,3.149546101703767,-.0298742823913527,.119055531298131,1126071223,1126071230,1126071225,1126071201,1126071223,
1126081,112608_109,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081205,no,0,0,yes,.3768115942028986,12,no,yes,2,yes,yes,yes,.8157585187671692,no,-.104717872349788,yes,yes,.9814001656859502,.8498251000433344,.5841877416759905,.8965743720135092,.119055531298131,1126081220,1126081241,1126081209,1126081209,1126081226,1126081220
1126081,112608_146,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081213,no,0,0,no,.3768115942028986,11,no,,1,yes,no,yes,1.799380703851048,no,-.104717872349788,yes,yes,.1958762446447604,.8498251000433344,.5841877416759905,.8965743720135092,.119055531298131,1126081222,1126081206,1126081224,1126081204,1126081201,1126081237
1126081,112608_167,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081220,no,0,0,yes,.3768115942028986,11,no,yes,2,yes,no,no,-1.151485851400589,no,-1.55816573491749,yes,yes,.1958762446447604,.8498251000433344,.5841877416759905,.8965743720135092,.119055531298131,1126081234,1126081241,1126081205,1126081241,1126081234,1126081202
1126081,112608_143,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081218,no,0,0,no,.3768115942028986,11,no,yes,1,yes,yes,no,-.6596747588586495,yes,.1859717001637525,no,no,.5886382051653558,.0349528836827207,.5841877416759905,.8965743720135092,.119055531298131,1126081211,1126081227,,1126081211,1126081277,
1126081,112608_148,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081210,no,0,0,no,.3768115942028986,11,no,no,2,yes,yes,yes,1.307569611309109,no,-.9767865898904095,yes,no,.1958762446447604,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081215,1126081223,1126081222,1126081215,1126081206,1126081222
1126081,112608_115,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081245,no,0,0,no,.3768115942028986,11,no,yes,2,yes,no,yes,.3239474262252297,no,-.3954074448633285,yes,no,-.1968857158758349,1.664697316403948,.5841877416759905,.8965743720135092,.119055531298131,1126081208,1126081207,1126081258,1126081207,1126081208,1126081264
1126081,112608_152,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081227,no,0,0,no,.3768115942028986,12,no,,2,yes,no,no,-.6596747588586495,no,-.3954074448633285,no,no,.1958762446447604,.8498251000433344,.5841877416759905,.8965743720135092,.119055531298131,1126081211,1126081218,1126081270,1126081211,1126081218,1126081270
1126081,112608_120,treatment,Monohardi Upazila,No,no,69,Non-muslim,No,No,112608,1,1126081,1126081241,no,0,0,yes,.3768115942028986,11,no,yes,3,yes,yes,no,-1.151485851400589,yes,.7673508451908334,yes,yes,1.76692408672714,1.664697316403948,.5841877416759905,.8965743720135092,.119055531298131,1126081201,1126081231,1126081220,1126081201,1126081231,1126081220
1126081,112608_144,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081217,no,0,0,no,.3768115942028986,11,no,no,6,yes,yes,yes,.8157585187671692,yes,.476661272677293,no,no,.1958762446447604,2.072133424584256,.5841877416759905,.8965743720135092,.119055531298131,1126081214,1126081236,1126081351,1126081204,1126081214,1126081235
1126081,112608_127,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081236,no,0,0,no,.3768115942028986,12,no,no,3,yes,yes,no,-1.151485851400589,no,-.9767865898904095,yes,no,2.159686047247735,.8498251000433344,.5841877416759905,.8965743720135092,.119055531298131,1126081217,1126081235,1126081227,1126081217,1126081204,1126081235
1126081,112608_123,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081204,no,0,0,no,.3768115942028986,11,yes,,1,yes,no,yes,1.799380703851048,yes,1.639419562731455,no,yes,.1958762446447604,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081201,1126081202,1126081237,1126081202,1126081214,1126081237
1126081,112608_113,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081232,no,0,0,yes,.3768115942028986,12,no,no,0,no,yes,no,-1.643296943942528,yes,1.639419562731455,no,no,.1958762446447604,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081243,1126081242,1126081220,1126081226,1126081242,
1126081,112608_110,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081231,no,0,0,yes,.3768115942028986,13,yes,yes,2,yes,yes,no,-1.643296943942528,no,-.104717872349788,no,no,-.1968857158758349,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081241,1126081220,1126081249,1126081241,1126081203,1126081220
1126081,112608_126,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081238,no,0,0,no,.3768115942028986,12,no,yes,2,yes,yes,yes,.8157585187671692,yes,.1859717001637525,no,yes,-.1968857158758349,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081256,1126081239,1126081240,1126081256,1126081239,1126081240
1126081,112608_102,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081208,no,0,0,no,.3768115942028986,12,no,no,3,yes,no,no,-1.643296943942528,yes,1.348729990217914,no,no,.1958762446447604,.442388991863028,.5841877416759905,.8965743720135092,.119055531298131,1126081207,1126081230,1126081258,1126081207,1126081230,1126081258
1126081,112608_134,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081224,no,0,0,no,.3768115942028986,11,yes,yes,2,yes,yes,no,-.6596747588586495,no,-.6860970173768689,no,no,-.2950762060059833,.0349528836827207,.5841877416759905,.8965743720135092,.119055531298131,1126081222,1126081206,1126081213,1126081202,1126081206,1126081222
1126081,112608_149,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081201,no,0,0,no,.3768115942028986,12,no,,1,yes,yes,no,-.1678636663167099,yes,1.930109135244995,yes,yes,.5886382051653558,.442388991863028,.5841877416759905,.8965743720135092,.119055531298131,1126081203,1126081204,,1126081202,1126081203,1126081204
1126081,112608_136,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081225,no,0,0,no,.3768115942028986,12,no,yes,2,yes,no,no,-1.643296943942528,no,-.9767865898904095,no,no,.1958762446447604,-1.594791549038507,.5841877416759905,.8965743720135092,.119055531298131,1126081210,1126081215,1126081223,1126081216,,
1126081,112608_141,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081202,no,0,0,no,.3768115942028986,12,yes,yes,1,yes,yes,yes,.3239474262252297,no,-1.26747616240395,yes,yes,.9814001656859502,.8498251000433344,.5841877416759905,.8965743720135092,.119055531298131,1126081204,1126081237,,1126081204,1126081237,1126081201
1126081,112608_147,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081211,no,0,0,no,.3768115942028986,11,no,yes,3,yes,yes,no,-.1678636663167099,no,-.9767865898904095,yes,yes,-.1968857158758349,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081218,1126081227,1126081270,1126081218,1126081227,1126081270
1126081,112608_131,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081212,no,0,0,no,.3768115942028986,11,no,,1,yes,no,no,-.1678636663167099,yes,.1859717001637525,no,no,1.374162126206546,2.072133424584256,.5841877416759905,.8965743720135092,.119055531298131,1126081201,1126081214,1126081216,1126081201,1126081203,1126081217
1126081,112608_171,treatment,Monohardi Upazila,No,yes,69,Muslim,No,No,112608,1,1126081,1126081237,no,0,0,no,.3768115942028986,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,1.308367255466406,.5212517420109287,.119055531298131,1126081202,1126081204,,1126081202,1126081204,
1126081,112608_139,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081222,no,0,0,no,.3768115942028986,11,no,yes,3,yes,yes,no,-.1678636663167099,yes,.7673508451908334,no,no,1.76692408672714,1.257261208223642,.5841877416759905,.8965743720135092,.119055531298131,1126081215,1126081213,1126081206,1126081210,1126081215,1126081213
1126081,112608_116,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081244,no,0,0,no,.3768115942028986,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,.5841877416759905,.8965743720135092,.119055531298131,1126081228,1126081208,1126081264,1126081201,1126081208,1126081228
1126081,112608_135,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081226,no,0,0,yes,.3768115942028986,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,.5841877416759905,.8965743720135092,.119055531298131,1126081275,1126081209,1126081220,1126081209,1126081220,1126081232
1126081,112608_103,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081207,no,0,0,no,.3768115942028986,12,no,,3,yes,yes,no,-.6596747588586495,yes,.7673508451908334,no,no,2.159686047247735,2.072133424584256,.5841877416759905,.8965743720135092,.119055531298131,1126081208,1126081230,1126081258,1126081208,1126081258,1126081264
1126081,112608_117,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081215,no,0,0,no,.3768115942028986,12,no,no,0,yes,yes,no,-1.643296943942528,no,-1.55816573491749,no,no,-2.16069551847881,-.779919332677893,.5841877416759905,.8965743720135092,.119055531298131,1126081222,1126081210,1126081219,1126081204,1126081223,1126081210
1126081,112608_161,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081216,no,0,0,no,.3768115942028986,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,.5841877416759905,.8965743720135092,.119055531298131,1126081214,1126081204,1126081237,1126081204,1126081201,1126081224
1126081,112608_145,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081206,no,0,0,no,.3768115942028986,11,no,yes,1,yes,no,yes,1.307569611309109,yes,.476661272677293,yes,yes,.1958762446447604,1.664697316403948,.5841877416759905,.8965743720135092,.119055531298131,1126081214,1126081213,1126081222,1126081214,1126081204,1126081213
1126081,112608_121,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081240,no,0,0,no,.3768115942028986,11,no,no,1,no,no,no,-.6596747588586495,no,-1.26747616240395,yes,yes,-1.375171597437619,-.3724832244975866,.5841877416759905,.8965743720135092,.119055531298131,1126081254,1126081238,1126081239,1126081254,1126081238,1126081239
1126081,112608_133,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081229,no,0,0,yes,.3768115942028986,10,no,yes,1,yes,yes,no,-1.151485851400589,no,-.104717872349788,yes,no,.9814001656859502,.442388991863028,.5841877416759905,.8965743720135092,.119055531298131,1126081248,1126081241,1126081231,1126081231,1126081232,1126081237
1126081,112608_164,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081234,no,0,0,yes,.3768115942028986,13,no,yes,4,yes,yes,no,-1.151485851400589,yes,.1859717001637525,no,no,-.5896476763964293,1.664697316403948,.5841877416759905,.8965743720135092,.119055531298131,1126081205,1126081241,1126081220,1126081209,1126081202,1126081237
1126081,112608_101,treatment,Monohardi Upazila,No,no,69,Muslim,No,No,112608,1,1126081,1126081209,no,0,0,yes,.3768115942028986,12,no,no,1,yes,no,no,-1.643296943942528,yes,.1859717001637525,no,no,.1958762446447604,.0349528836827207,.5841877416759905,.8965743720135092,.119055531298131,1126081205,1126081237,1126081204,1126081205,,
1126091,112609_108,control,Monohardi Upazila,No,no,88,Muslim,No,No,112609,1,1126091,1126091244,no,0,0,yes,.625,12,no,yes,2,yes,yes,no,-1.151485851400589,no,-.9767865898904095,no,no,-.9824096369170248,-1.594791549038507,1.58802362168686,.8965743720135092,-.6735453216870951,1126091211,1126091228,1126091234,1126091234,1126091211,1126091248
1126091,112609_123,control,Monohardi Upazila,No,no,88,Muslim,No,No,112609,1,1126091,1126091237,no,0,0,yes,.625,12,no,no,1,yes,yes,no,-1.151485851400589,yes,.476661272677293,no,no,-1.767933557958214,-2.817099873579428,1.58802362168686,.8965743720135092,-.6735453216870951,1126091241,1126091254,1126091225,1126091241,1126091254,1126091225
1126091,112609_122,control,Monohardi Upazila,No,no,88,Muslim,No,No,112609,1,1126091,1126091214,no,0,0,no,.625,11,yes,yes,3,yes,yes,yes,.3239474262252297,no,-.9767865898904095,yes,yes,-.2950762060059833,-.3724832244975866,1.58802362168686,.8965743720135092,-.6735453216870951,1126091201,1126091225,1126091230,1126091230,1126091201,1126091243
1126091,112609_172,control,Monohardi Upazila,No,yes,88,Muslim,No,No,112609,1,1126091,1126091249,no,0,0,yes,.625,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,2.423740455478482,.5212517420109287,-.6735453216870951,1126091253,1126091258,1126091221,1126091253,1126091258,1126091206
1126091,112609_118,control,Monohardi Upazila,No,no,88,Muslim,No,No,112609,1,1126091,1126091241,no,0,0,yes,.625,12,no,yes,2,yes,yes,no,-1.151485851400589,no,-.104717872349788,no,no,-.9824096369170248,-.3724832244975866,1.58802362168686,.8965743720135092,-.6735453216870951,1126091201,1126091254,1126091225,1126091201,1126091243,1126091254
1126091,112609_129,control,Monohardi Upazila,No,no,88,Muslim,No,No,112609,1,1126091,1126091227,no,0,0,yes,.625,12,yes,yes,1,yes,yes,no,-1.643296943942528,no,-.9767865898904095,no,no,-1.375171597437619,.0349528836827207,1.58802362168686,.8965743720135092,-.6735453216870951,1126091254,,,1126091237,1126091254,
