fs_classroom,s_merge_id,treatment,subdistrict,bs_specialchild,es_phase2_cohort,el_cohort2_cmsize,el_religion,split_status,merge_status,fs_school_id,fl,classroom_id,fs_student_id,girls_school,girls_section,boys_section,bs_male,bs_male_share,bs_age,bs_working_mom,bs_working_dad,bs_siblings,bs_with_mom,bs_with_dad,high_eyes,bs_score_eye_sd,high_raven,bs_score_raven_sd,high_math,high_bangla,bs_parenting_dad_sd,bs_parenting_mom_sd,bt_raven_avg_sd,bt_compclass_avg_m_sd,bt_compclass_avg_b_sd,emot_1,emot_2,emot_3,academic_1,academic_2,academic_3
1126821,112682_173,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821301,no,1,0,no,0,11,no,yes,2,yes,yes,yes,.8157585187671692,no,-1.26747616240395,no,yes,-.1968857158758349,-1.1873554408582,3.261083421704974,.0082728925171823,.9857689723976364,1126821244,1126821311,1126821209,1126821212,1126821244,1126821227
1126821,112682_143,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821232,no,1,0,no,0,12,yes,no,4,yes,yes,yes,.3239474262252297,yes,1.058040417704374,no,yes,.9814001656859502,1.257261208223642,3.261083421704974,.0082728925171823,.9857689723976364,1126821306,1126821249,1126821225,1126821225,1126821242,1126821306
1126821,112682_112,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821251,no,1,0,no,0,12,no,no,2,yes,no,yes,1.799380703851048,yes,.1859717001637525,yes,yes,.5886382051653558,2.072133424584256,3.261083421704974,.0082728925171823,.9857689723976364,1126821265,1126821297,1126821316,1126821218,1126821203,1126821252
1126821,112682_182,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821303,no,1,0,no,0,13,no,yes,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,yes,no,1.374162126206546,-1.1873554408582,3.261083421704974,.0082728925171823,.9857689723976364,1126821217,1126821227,1126821327,1126821217,1126821293,1126821327
1126821,112682_125,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821270,no,1,0,no,0,13,no,yes,2,yes,yes,no,-1.643296943942528,no,-1.848855307431031,no,no,-1.767933557958214,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821209,1126821296,1126821250,1126821217,1126821209,1126821250
1126821,112682_208,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821219,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821286,1126821290,1126821331,1126821202,1126821292,1126821308
1126821,112682_180,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821293,no,1,0,no,0,12,no,yes,2,yes,no,yes,1.307569611309109,yes,1.058040417704374,yes,yes,.1958762446447604,.8498251000433344,3.261083421704974,.0082728925171823,.9857689723976364,1126821294,1126821303,1126821327,1126821294,1126821217,1126821327
1126821,112682_186,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821276,no,1,0,no,0,11,no,yes,2,no,yes,no,-.6596747588586495,no,-.104717872349788,no,yes,.1958762446447604,-.3724832244975866,3.261083421704974,.0082728925171823,.9857689723976364,1126821294,1126821225,1126821293,1126821225,1126821293,1126821294
1126821,112682_152,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821207,no,1,0,no,0,12,yes,yes,1,yes,yes,no,-.1678636663167099,no,-.104717872349788,yes,yes,.5886382051653558,.442388991863028,3.261083421704974,.0082728925171823,.9857689723976364,1126821292,1126821262,1126821273,,1126821262,1126821302
1126821,112682_198,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821268,no,1,0,no,0,15,no,yes,1,yes,no,no,-.1678636663167099,no,-.3954074448633285,yes,yes,.1958762446447604,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821224,1126821259,1126821332,1126821202,1126821259,1126821279
1126821,112682_185,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821299,no,1,0,no,0,10,no,yes,1,yes,yes,yes,.3239474262252297,no,-1.55816573491749,no,no,1.374162126206546,2.072133424584256,3.261083421704974,.0082728925171823,.9857689723976364,1126821214,1126821249,1126821291,1126821202,1126821217,1126821294
1126821,112682_183,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821227,no,1,0,no,0,11,no,yes,1,yes,no,no,-.1678636663167099,yes,1.348729990217914,yes,yes,.9814001656859502,.8498251000433344,3.261083421704974,.0082728925171823,.9857689723976364,1126821217,1126821303,1126821327,1126821217,1126821293,1126821294
1126821,112682_118,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821297,no,1,0,no,0,12,no,no,1,yes,yes,yes,.8157585187671692,yes,.476661272677293,no,yes,.9814001656859502,1.664697316403948,3.261083421704974,.0082728925171823,.9857689723976364,1126821265,1126821316,1126821225,1126821203,1126821218,1126821252
1126821,112682_148,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821237,no,1,0,no,0,12,no,yes,2,yes,yes,no,-.1678636663167099,no,-1.26747616240395,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821266,1126821264,1126821229,1126821266,1126821264,1126821223
1126821,112682_120,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821321,no,1,0,no,0,13,yes,,0,no,no,no,-.6596747588586495,no,-.9767865898904095,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821301,1126821243,1126821209,1126821212,1126821202,1126821209
1126821,112682_134,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821273,no,1,0,no,0,12,no,yes,1,yes,no,yes,1.307569611309109,yes,.7673508451908334,yes,yes,2.159686047247735,2.072133424584256,3.261083421704974,.0082728925171823,.9857689723976364,1126821262,1126821292,1126821207,1126821207,1126821262,1126821302
1126821,112682_113,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821225,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821293,1126821208,1126821303,1126821303,1126821294,1126821327
1126821,112682_188,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821217,no,1,0,no,0,12,no,,3,yes,no,no,-.6596747588586495,yes,1.058040417704374,yes,yes,.1958762446447604,.8498251000433344,3.261083421704974,.0082728925171823,.9857689723976364,1126821303,1126821227,1126821327,1126821294,1126821293,1126821202
1126821,112682_116,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821244,no,1,0,no,0,12,yes,yes,1,yes,yes,no,-.1678636663167099,no,-.9767865898904095,no,no,.9814001656859502,1.257261208223642,3.261083421704974,.0082728925171823,.9857689723976364,1126821301,1126821311,1126821209,1126821301,1126821305,1126821227
1126821,112682_199,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821292,no,1,0,no,0,12,no,,6,yes,no,no,-.6596747588586495,no,-.6860970173768689,yes,no,.1958762446447604,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821207,1126821262,1126821273,1126821207,1126821262,1126821302
1126821,112682_140,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821249,no,1,0,no,0,13,no,yes,2,yes,yes,no,-.6596747588586495,no,-1.26747616240395,no,no,-.1968857158758349,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821232,1126821306,1126821225,1126821225,1126821232,1126821299
1126821,112682_156,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821209,no,1,0,no,0,14,yes,,2,yes,no,no,-.6596747588586495,yes,.476661272677293,no,no,.1958762446447604,-.3724832244975866,3.261083421704974,.0082728925171823,.9857689723976364,1126821270,1126821296,1126821264,1126821250,1126821270,1126821296
1126821,112682_161,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821223,no,1,0,no,0,12,no,yes,4,yes,yes,no,-.1678636663167099,no,-1.26747616240395,no,no,.1958762446447604,.442388991863028,3.261083421704974,.0082728925171823,.9857689723976364,1126821279,,1126821202,1126821202,1126821217,1126821293
1126821,112682_149,control,Narsingdi Sadar Upazila,No,yes,107,Muslim,No,No,112682,1,1126821,1126821224,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.539113655490559,.5212517420109287,.119055531298131,1126821259,1126821332,1126821268,1126821259,1126821332,1126821268
1126821,112682_135,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821284,no,1,0,no,0,11,no,yes,1,yes,yes,no,-.6596747588586495,no,-.6860970173768689,yes,yes,.5886382051653558,1.257261208223642,3.261083421704974,.0082728925171823,.9857689723976364,1126821294,1126821276,1126821280,1126821294,1126821293,1126821250
1126821,112682_175,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821229,no,1,0,no,0,12,no,yes,1,yes,yes,no,-1.643296943942528,no,-.104717872349788,yes,yes,-1.767933557958214,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821264,1126821298,1126821201,1126821264,1126821298,1126821201
1126821,112682_190,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821226,no,1,0,no,0,11,no,yes,5,yes,yes,yes,1.307569611309109,no,-1.26747616240395,no,yes,.5886382051653558,1.257261208223642,3.261083421704974,.0082728925171823,.9857689723976364,1126821203,1126821252,1126821256,1126821202,1126821217,1126821252
1126821,112682_123,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821332,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821224,1126821259,1126821268,1126821259,1126821224,1126821268
1126821,112682_164,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821261,no,1,0,no,0,12,no,yes,2,yes,yes,no,-.6596747588586495,no,-1.26747616240395,no,no,-.1968857158758349,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821214,1126821276,1126821227,1126821299,1126821214,1126821227
1126821,112682_105,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821288,no,1,0,no,0,12,no,yes,2,yes,yes,no,-.6596747588586495,no,-.104717872349788,yes,no,-.1968857158758349,-.3724832244975866,3.261083421704974,.0082728925171823,.9857689723976364,1126821324,1126821318,1126821291,1126821299,1126821291,1126821277
1126821,112682_154,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821302,no,1,0,no,0,11,no,yes,2,yes,no,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,-1.1873554408582,3.261083421704974,.0082728925171823,.9857689723976364,1126821263,1126821310,1126821273,1126821225,1126821294,1126821284
1126821,112682_165,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821255,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821226,1126821303,1126821293,1126821226,1126821303,1126821217
1126821,112682_174,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821260,no,1,0,no,0,12,no,yes,0,yes,no,no,-.1678636663167099,yes,.1859717001637525,no,no,1.374162126206546,1.257261208223642,3.261083421704974,.0082728925171823,.9857689723976364,1126821202,1126821240,1126821269,1126821202,1126821279,1126821269
1126821,112682_124,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821250,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821202,1126821279,1126821217,1126821202,1126821294,1126821279
1126821,112682_189,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821212,no,1,0,no,0,11,no,yes,1,yes,no,yes,.8157585187671692,no,-.104717872349788,no,yes,.1958762446447604,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821252,1126821301,1126821305,1126821201,1126821252,1126821279
1126821,112682_178,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821252,no,1,0,no,0,12,no,yes,2,yes,yes,no,-.6596747588586495,yes,1.058040417704374,no,yes,.9814001656859502,-.3724832244975866,3.261083421704974,.0082728925171823,.9857689723976364,1126821256,1126821257,1126821226,1126821226,1126821256,1126821257
1126821,112682_146,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821202,no,1,0,no,0,12,yes,yes,0,yes,yes,no,-.6596747588586495,yes,2.220798707758536,yes,yes,-.1968857158758349,1.664697316403948,3.261083421704974,.0082728925171823,.9857689723976364,1126821260,1126821279,1126821315,1126821279,1126821294,
1126821,112682_162,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821305,no,1,0,no,0,11,no,yes,2,yes,yes,no,-1.151485851400589,yes,.7673508451908334,yes,yes,.1958762446447604,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821244,1126821212,1126821301,1126821244,1126821212,1126821301
1126821,112682_203,control,Narsingdi Sadar Upazila,No,yes,107,Non-muslim,No,No,112682,1,1126821,1126821203,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.539113655490559,.5212517420109287,.119055531298131,1126821218,1126821257,1126821233,1126821218,1126821256,1126821233
1126821,112682_145,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821206,no,1,0,no,0,11,no,,3,yes,yes,yes,.8157585187671692,no,-.9767865898904095,no,no,1.374162126206546,1.257261208223642,3.261083421704974,.0082728925171823,.9857689723976364,1126821266,1126821264,1126821229,1126821229,1126821266,
1126821,112682_129,control,Narsingdi Sadar Upazila,No,no,107,Non-muslim,No,No,112682,1,1126821,1126821328,no,1,0,no,0,12,yes,yes,5,yes,yes,no,-.1678636663167099,no,-.6860970173768689,no,no,.1958762446447604,.8498251000433344,3.261083421704974,.0082728925171823,.9857689723976364,1126821258,1126821292,1126821307,1126821258,1126821256,1126821306
1126821,112682_168,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821311,no,1,0,no,0,13,no,yes,0,yes,no,yes,.8157585187671692,yes,.7673508451908334,no,yes,.1958762446447604,.8498251000433344,3.261083421704974,.0082728925171823,.9857689723976364,1126821228,1126821308,1126821283,1126821202,1126821279,1126821294
1126821,112682_166,control,Narsingdi Sadar Upazila,No,yes,107,Muslim,No,No,112682,1,1126821,1126821208,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.539113655490559,.5212517420109287,.119055531298131,1126821225,1126821294,1126821293,1126821217,1126821225,1126821294
1126821,112682_160,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821279,no,1,0,no,0,11,no,yes,3,yes,yes,no,-.6596747588586495,yes,.1859717001637525,no,no,.5886382051653558,.442388991863028,3.261083421704974,.0082728925171823,.9857689723976364,1126821202,1126821269,1126821250,1126821202,1126821269,1126821327
1126821,112682_195,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821317,no,1,0,no,0,13,no,yes,2,yes,yes,no,-1.151485851400589,no,-1.55816573491749,no,no,-1.375171597437619,-.779919332677893,3.261083421704974,.0082728925171823,.9857689723976364,1126821206,1126821214,1126821241,1126821240,1126821231,1126821243
1126821,112682_138,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821315,no,1,0,no,0,12,no,no,1,yes,yes,no,-1.151485851400589,no,-.104717872349788,yes,yes,-.1968857158758349,.442388991863028,3.261083421704974,.0082728925171823,.9857689723976364,1126821202,1126821256,1126821310,1126821217,1126821202,1126821294
1126821,112682_122,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821211,no,1,0,no,0,12,no,no,2,yes,yes,no,-.1678636663167099,no,-.6860970173768689,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821223,1126821251,1126821321,1126821225,1126821202,1126821327
1126821,112682_157,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821327,no,1,0,no,0,12,no,yes,0,yes,no,no,-.6596747588586495,yes,1.639419562731455,no,yes,.1958762446447604,-.3724832244975866,3.261083421704974,.0082728925171823,.9857689723976364,1126821217,1126821227,1126821303,1126821217,1126821293,1126821294
1126821,112682_179,control,Narsingdi Sadar Upazila,No,no,107,Non-muslim,No,No,112682,1,1126821,1126821256,no,1,0,no,0,12,no,yes,0,yes,no,no,-.1678636663167099,no,-1.26747616240395,no,yes,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821252,1126821257,1126821218,1126821252,1126821218,1126821257
1126821,112682_187,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821259,no,1,0,no,0,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821224,1126821332,1126821330,1126821217,1126821224,1126821332
1126821,112682_167,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821264,no,1,0,no,0,12,no,yes,2,yes,yes,yes,.3239474262252297,yes,1.348729990217914,yes,no,-1.375171597437619,1.664697316403948,3.261083421704974,.0082728925171823,.9857689723976364,1126821266,1126821298,1126821205,1126821229,1126821298,1126821256
1126821,112682_121,control,Narsingdi Sadar Upazila,No,no,107,Muslim,No,No,112682,1,1126821,1126821266,no,1,0,no,0,13,no,yes,0,yes,no,yes,.3239474262252297,yes,1.639419562731455,no,no,-.1968857158758349,.0349528836827207,3.261083421704974,.0082728925171823,.9857689723976364,1126821264,1126821206,1126821229,1126821264,1126821231,1126821223
1126841,112684_140,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841245,no,0,0,yes,.4366197183098591,12,no,yes,1,yes,no,yes,.3239474262252297,yes,.1859717001637525,yes,yes,1.374162126206546,-.779919332677893,3.48415806170739,-1.768330066475472,.119055531298131,1126841264,1126841221,1126841229,1126841221,1126841264,1126841227
1126841,112684_120,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841229,no,0,0,yes,.4366197183098591,12,no,yes,1,yes,yes,yes,.3239474262252297,yes,.1859717001637525,no,no,-.5896476763964293,-.3724832244975866,3.48415806170739,-1.768330066475472,.119055531298131,1126841249,1126841245,1126841240,1126841249,1126841221,1126841245
1126841,112684_130,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841269,no,0,0,no,.4366197183098591,12,no,yes,2,yes,no,yes,2.291191796392988,yes,.7673508451908334,yes,no,-.1968857158758349,.8498251000433344,3.48415806170739,-1.768330066475472,.119055531298131,1126841247,1126841239,1126841241,1126841247,1126841241,1126841261
1126841,112684_126,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841260,no,0,0,no,.4366197183098591,11,no,no,1,yes,yes,yes,1.799380703851048,yes,.476661272677293,yes,yes,.1958762446447604,.442388991863028,3.48415806170739,-1.768330066475472,.119055531298131,1126841250,1126841238,1126841246,1126841238,1126841250,1126841266
1126841,112684_118,treatment,Narsingdi Sadar Upazila,No,no,71,Non-muslim,No,No,112684,1,1126841,1126841247,no,0,0,no,.4366197183098591,12,no,yes,1,yes,yes,yes,.3239474262252297,no,-1.26747616240395,yes,yes,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841269,1126841250,1126841241,1126841261,1126841269,1126841250
1126841,112684_105,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841264,no,0,0,yes,.4366197183098591,12,no,yes,1,yes,no,yes,.3239474262252297,no,-.104717872349788,no,no,1.76692408672714,-.3724832244975866,3.48415806170739,-1.768330066475472,.119055531298131,1126841246,1126841229,1126841227,1126841221,1126841245,1126841227
1126841,112684_159,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841234,no,0,0,no,.4366197183098591,11,no,no,4,yes,yes,no,-.1678636663167099,yes,2.802177852785617,yes,yes,.5886382051653558,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841227,1126841221,1126841211,1126841221,1126841227,1126841211
1126841,112684_128,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841231,no,0,0,no,.4366197183098591,12,no,,1,yes,yes,no,-.1678636663167099,no,-.3954074448633285,yes,yes,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841225,1126841246,1126841234,1126841246,1126841225,1126841228
1126841,112684_145,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841228,no,0,0,no,.4366197183098591,12,no,yes,3,yes,no,yes,.8157585187671692,yes,1.348729990217914,no,yes,-.1968857158758349,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841248,1126841233,1126841232,1126841233,1126841245,1126841232
1126841,112684_141,treatment,Narsingdi Sadar Upazila,No,no,71,Non-muslim,No,No,112684,1,1126841,1126841261,no,0,0,no,.4366197183098591,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841262,1126841241,1126841214,1126841241,1126841262,1126841214
1126841,112684_136,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841253,no,0,0,no,.4366197183098591,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841251,1126841248,1126841231,1126841250,1126841244,1126841225
1126841,112684_112,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841263,no,0,0,no,.4366197183098591,12,no,yes,1,yes,yes,yes,1.307569611309109,no,-1.26747616240395,no,no,.1958762446447604,2.072133424584256,3.48415806170739,-1.768330066475472,.119055531298131,1126841248,1126841228,1126841232,1126841233,1126841228,1126841266
1126841,112684_121,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841233,no,0,0,no,.4366197183098591,12,no,yes,5,yes,yes,no,-.6596747588586495,no,-.9767865898904095,no,no,-2.553457478999404,-2.409663765399121,3.48415806170739,-1.768330066475472,.119055531298131,1126841228,1126841232,1126841231,1126841225,1126841241,1126841228
1126841,112684_160,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841241,no,0,0,no,.4366197183098591,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841261,1126841262,1126841265,1126841269,1126841247,1126841261
1126841,112684_115,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841242,no,0,0,no,.4366197183098591,12,no,yes,1,yes,no,no,-.1678636663167099,yes,1.639419562731455,yes,yes,-.9824096369170248,-.3724832244975866,3.48415806170739,-1.768330066475472,.119055531298131,1126841266,1126841204,1126841238,1126841250,1126841238,1126841204
1126841,112684_171,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841225,no,0,0,no,.4366197183098591,12,no,yes,2,yes,yes,no,-.1678636663167099,yes,1.348729990217914,yes,yes,-.9824096369170248,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841231,1126841228,1126841248,1126841246,1126841228,1126841231
1126841,112684_116,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841208,no,0,0,no,.4366197183098591,12,no,yes,1,yes,no,no,-.6596747588586495,no,-.3954074448633285,no,yes,.1958762446447604,.442388991863028,3.48415806170739,-1.768330066475472,.119055531298131,1126841242,1126841266,1126841228,1126841242,1126841228,1126841250
1126841,112684_139,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841266,no,0,0,no,.4366197183098591,12,no,no,2,yes,yes,yes,.3239474262252297,no,-.104717872349788,no,yes,.1958762446447604,.442388991863028,3.48415806170739,-1.768330066475472,.119055531298131,1126841204,1126841242,1126841239,1126841232,1126841228,1126841204
1126841,112684_133,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841259,no,0,0,yes,.4366197183098591,11,no,yes,1,yes,yes,no,-.6596747588586495,no,-1.55816573491749,no,no,-.9824096369170248,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841220,1126841221,1126841227,1126841245,1126841240,1126841227
1126841,112684_103,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841244,no,0,0,no,.4366197183098591,12,no,yes,2,yes,yes,yes,1.307569611309109,yes,.476661272677293,yes,yes,.5886382051653558,.442388991863028,3.48415806170739,-1.768330066475472,.119055531298131,1126841238,1126841241,1126841248,1126841228,1126841232,1126841253
1126841,112684_127,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841214,no,0,0,no,.4366197183098591,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841262,1126841261,1126841241,1126841262,1126841261,1126841247
1126841,112684_113,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841262,no,0,0,no,.4366197183098591,12,no,,2,yes,yes,no,-.1678636663167099,no,-.104717872349788,no,no,.1958762446447604,.0349528836827207,3.48415806170739,-1.768330066475472,.119055531298131,1126841261,1126841241,1126841214,1126841261,1126841214,1126841241
1126841,112684_137,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841238,no,0,0,no,.4366197183098591,12,no,yes,2,yes,yes,no,-.1678636663167099,yes,1.058040417704374,yes,yes,.9814001656859502,.442388991863028,3.48415806170739,-1.768330066475472,.119055531298131,1126841260,1126841250,1126841266,1126841250,1126841260,1126841266
1126841,112684_117,treatment,Narsingdi Sadar Upazila,No,no,71,Muslim,No,No,112684,1,1126841,1126841204,no,0,0,no,.4366197183098591,12,no,no,2,yes,yes,yes,.3239474262252297,yes,.7673508451908334,no,yes,-1.375171597437619,.8498251000433344,3.48415806170739,-1.768330066475472,.119055531298131,1126841232,1126841266,1126841228,1126841228,1126841242,1126841266
