fs_classroom,fs_school_id,fl,fs_student_id,emot_1,emot_2,emot_3,academic_1,academic_2,academic_3
1126201,112620,1,1126201237,1126201211,,,1126201211,1126201230,1126201236
1126201,112620,1,1126201214,1126201212,1126201213,1126201203,1126201203,1126201212,1126201213
1126201,112620,1,1126201222,1126201234,,,1126201234,,
1126201,112620,1,1126201211,,,,1126201237,1126201208,1126201230
1126201,112620,1,1126201201,1126201218,1126201202,1126201226,1126201226,1126201218,1126201233
1126201,112620,1,1126201218,1126201226,1126201233,1126201215,1126201226,1126201233,1126201216
1126201,112620,1,1126201215,1126201226,1126201216,1126201218,1126201226,1126201216,1126201233
1126201,112620,1,1126201216,1126201218,1126201226,1126201215,1126201226,1126201215,1126201233
1126201,112620,1,1126201203,1126201212,1126201213,1126201214,1126201214,1126201212,1126201213
1126201,112620,1,1126201233,1126201234,1126201235,1126201225,1126201218,1126201238,1126201234
1126201,112620,1,1126201207,1126201208,1126201211,1126201206,1126201208,1126201230,1126201211
1126201,112620,1,1126201234,1126201235,1126201232,,1126201238,1126201235,1126201232
1126201,112620,1,1126201230,1126201206,1126201208,1126201223,1126201208,1126201206,1126201223
1126201,112620,1,1126201228,1126201206,1126201207,,1126201221,1126201209,1126201207
1126201,112620,1,1126201238,1126201218,1126201201,1126201215,1126201233,1126201218,1126201215
1126202,112620,1,1126202206,1126202220,1126202240,1126202221,1126202240,1126202220,1126202221
1126202,112620,1,1126202239,1126202227,,,1126202219,,
1126202,112620,1,1126202207,1126202227,1126202233,1126202231,1126202227,,
1126202,112620,1,1126202208,1126202239,1126202227,1126202222,1126202218,1126202232,1126202225
1126202,112620,1,1126202238,1126202220,1126202240,1126202242,1126202221,1126202240,1126202242
1126202,112620,1,1126202221,1126202215,1126202207,1126202237,1126202215,1126202238,1126202206
1126202,112620,1,1126202222,1126202203,,,1126202203,,
1126202,112620,1,1126202242,1126202240,1126202235,1126202221,1126202221,1126202240,1126202206
1126202,112620,1,1126202240,1126202206,1126202221,1126202219,1126202206,1126202221,1126202219
1126202,112620,1,1126202232,1126202227,1126202229,1126202239,1126202227,1126202234,1126202222
1126202,112620,1,1126202219,1126202206,1126202205,,1126202206,1126202216,1126202210
1126202,112620,1,1126202231,1126202229,1126202227,1126202222,1126202222,1126202221,1126202244
1126202,112620,1,1126202227,1126202239,,,1126202239,1126202206,1126202215
1126202,112620,1,1126202235,1126202242,1126202240,1126202206,1126202221,1126202206,1126202242
1126202,112620,1,1126202220,1126202240,,1126202206,1126202240,,1126202239
1126202,112620,1,1126202236,1126202231,1126202207,,1126202219,1126202206,1126202227
1126203,112620,1,1126203219,1126203240,1126203206,1126203221,1126203240,1126203206,1126203234
1126211,112621,1,1126211222,1126211228,1126211220,1126211226,1126211217,1126211232,1126211220
1126211,112621,1,1126211231,1126211215,,,1126211215,1126211223,
1126211,112621,1,1126211203,1126211205,1126211217,1126211230,1126211205,1126211213,1126211230
1126211,112621,1,1126211223,1126211204,1126211225,1126211233,1126211204,1126211212,1126211225
1126211,112621,1,1126211232,1126211217,1126211203,1126211228,1126211217,1126211228,1126211203
1126211,112621,1,1126211233,1126211223,1126211225,1126211204,1126211225,1126211231,1126211223
1126211,112621,1,1126211214,1126211209,1126211204,1126211233,1126211215,1126211223,1126211233
1126211,112621,1,1126211217,1126211232,1126211203,1126211228,1126211232,1126211228,1126211223
1126211,112621,1,1126211225,1126211204,1126211223,1126211233,1126211204,1126211212,1126211223
1126211,112621,1,1126211219,1126211225,,,1126211233,1126211225,1126211223
1126211,112621,1,1126211220,1126211202,1126211229,,1126211202,1126211229,
1126211,112621,1,1126211227,1126211212,1126211204,1126211215,1126211212,1126211204,1126211215
1126211,112621,1,1126211215,,,,1126211231,1126211225,
1126211,112621,1,1126211226,1126211221,1126211203,,1126211203,1126211221,
1126211,112621,1,1126211209,,,,1126211215,1126211223,
1126221,112622,1,1126221211,1126221237,1126221223,1126221209,1126221202,1126221238,1126221206
1126221,112622,1,1126221218,1126221212,1126221203,1126221205,1126221203,1126221205,1126221209
1126221,112622,1,1126221212,1126221218,1126221205,,1126221205,1126221211,1126221218
1126221,112622,1,1126221209,1126221237,1126221203,1126221238,1126221238,1126221206,1126221203
1126221,112622,1,1126221208,1126221230,1126221228,1126221221,1126221212,1126221207,1126221201
1126221,112622,1,1126221206,1126221205,1126221238,1126221237,1126221223,1126221205,1126221238
1126221,112622,1,1126221229,1126221224,1126221240,1126221236,1126221228,1126221238,1126221202
1126221,112622,1,1126221207,1126221210,1126221233,1126221217,1126221210,1126221211,1126221209
1126221,112622,1,1126221220,1126221216,1126221232,,1126221238,1126221228,1126221232
1126221,112622,1,1126221230,1126221208,1126221201,1126221236,1126221237,1126221203,1126221229
1126221,112622,1,1126221201,1126221234,1126221230,1126221237,1126221228,1126221234,
1126221,112622,1,1126221205,1126221237,1126221203,1126221209,1126221203,1126221237,1126221202
1126221,112622,1,1126221214,1126221222,1126221227,1126221236,1126221237,1126221217,1126221221
1126221,112622,1,1126221210,1126221223,1126221228,1126221236,1126221228,1126221203,1126221238
1126221,112622,1,1126221228,1126221203,1126221209,1126221223,1126221223,1126221209,1126221229
1126221,112622,1,1126221227,1126221222,1126221240,1126221237,1126221237,1126221217,1126221229
1126221,112622,1,1126221236,1126221221,1126221228,1126221237,1126221237,1126221206,1126221225
1126221,112622,1,1126221225,1126221238,1126221232,,1126221202,1126221228,1126221238
1126221,112622,1,1126221240,1126221229,1126221227,,1126221229,1126221207,
1126221,112622,1,1126221231,1126221217,1126221228,1126221223,1126221223,1126221227,1126221222
1126221,112622,1,1126221221,1126221237,1126221227,1126221206,1126221229,1126221236,1126221237
1126221,112622,1,1126221222,1126221227,1126221237,1126221228,1126221203,1126221237,1126221229
1126221,112622,1,1126221239,1126221216,1126221227,1126221206,1126221216,1126221232,1126221220
1126221,112622,1,1126221216,1126221239,1126221220,,1126221232,1126221228,1126221210
1126221,112622,1,1126221223,1126221211,1126221209,1126221210,1126221228,1126221210,1126221209
1126231,112623,1,1126231213,1126231237,1126231229,1126231230,1126231234,1126231263,1126231237
1126231,112623,1,1126231267,1126231216,1126231240,1126231255,1126231216,1126231255,1126231270
1126231,112623,1,1126231263,1126231213,1126231237,1126231236,1126231230,1126231229,1126231265
1126231,112623,1,1126231227,1126231247,1126231273,,1126231247,1126231214,1126231265
1126231,112623,1,1126231261,1126231227,1126231265,1126231231,1126231265,1126231237,1126231231
1126231,112623,1,1126231251,1126231260,1126231247,1126231227,1126231247,1126231260,1126231227
1126231,112623,1,1126231249,1126231275,1126231217,1126231265,1126231217,1126231265,1126231269
1126231,112623,1,1126231244,1126231228,1126231257,1126231221,1126231228,1126231257,1126231221
1126231,112623,1,1126231254,1126231220,1126231259,1126231255,1126231220,1126231216,1126231257
1126231,112623,1,1126231270,1126231221,1126231220,1126231257,1126231236,1126231254,1126231267
1126231,112623,1,1126231271,,,,,,
1126231,112623,1,1126231222,1126231225,1126231269,,1126231269,1126231225,
1126231,112623,1,1126231225,1126231269,1126231222,1126231230,1126231269,1126231222,
1126231,112623,1,1126231215,1126231245,1126231264,1126231221,1126231245,1126231264,1126231221
1126231,112623,1,1126231241,1126231265,1126231258,,1126231230,1126231269,1126231217
1126231,112623,1,1126231226,1126231231,1126231217,1126231275,1126231217,1126231275,1126231265
1126231,112623,1,1126231255,1126231216,1126231267,,1126231216,1126231267,1126231254
1126231,112623,1,1126231229,1126231213,1126231230,1126231274,1126231230,1126231279,1126231265
1126231,112623,1,1126231234,1126231274,1126231230,1126231213,1126231230,1126231263,1126231237
1126231,112623,1,1126231252,1126231257,1126231253,,1126231225,1126231253,
1126231,112623,1,1126231276,1126231232,1126231279,1126231274,1126231232,1126231279,1126231274
1126231,112623,1,1126231221,1126231270,1126231236,1126231255,1126231270,1126231265,1126231216
1126231,112623,1,1126231237,1126231213,1126231230,1126231229,1126231234,1126231229,1126231213
1126231,112623,1,1126231273,1126231247,,,1126231247,,
1126231,112623,1,1126231240,1126231254,1126231255,1126231248,1126231254,1126231255,1126231216
1126231,112623,1,1126231245,1126231215,1126231264,1126231221,1126231215,1126231264,1126231221
1126231,112623,1,1126231238,1126231223,1126231279,1126231269,1126231279,1126231230,1126231229
1126231,112623,1,1126231228,1126231244,1126231257,,1126231244,1126231257,
1126241,112624,1,1126241243,1126241235,1126241236,1126241234,1126241235,1126241236,1126241206
1126241,112624,1,1126241217,1126241237,1126241243,1126241236,1126241243,1126241236,1126241221
1126241,112624,1,1126241256,1126241202,1126241266,1126241261,1126241202,1126241261,1126241266
1126241,112624,1,1126241252,1126241229,1126241235,1126241267,1126241267,1126241213,1126241277
1126241,112624,1,1126241264,1126241268,1126241257,1126241210,1126241268,1126241257,
1126241,112624,1,1126241228,1126241259,1126241253,1126241210,1126241259,1126241253,1126241275
1126241,112624,1,1126241220,1126241277,1126241269,1126241268,1126241269,1126241277,1126241235
1126241,112624,1,1126241230,1126241213,,,1126241272,1126241213,
1126241,112624,1,1126241239,1126241249,1126241248,1126241215,1126241201,1126241249,1126241232
1126241,112624,1,1126241260,1126241207,1126241218,1126241215,1126241240,1126241207,1126241206
1126241,112624,1,1126241268,1126241257,1126241220,1126241264,1126241257,1126241220,
1126241,112624,1,1126241270,1126241271,1126241229,1126241213,1126241271,1126241229,1126241213
1126241,112624,1,1126241277,1126241235,1126241255,1126241221,1126241235,1126241248,1126241255
1126241,112624,1,1126241266,1126241202,1126241256,1126241261,1126241261,1126241256,1126241202
1126241,112624,1,1126241223,1126241258,1126241257,1126241220,1126241258,1126241257,1126241220
1126241,112624,1,1126241275,1126241210,1126241259,1126241228,1126241259,1126241228,1126241210
1126241,112624,1,1126241205,1126241230,1126241272,1126241255,1126241213,1126241256,1126241272
1126241,112624,1,1126241257,1126241267,1126241264,1126241223,1126241268,1126241264,1126241223
1126241,112624,1,1126241204,1126241219,,,1126241219,,
1126241,112624,1,1126241224,1126241202,1126241256,1126241261,1126241261,1126241256,1126241203
1126241,112624,1,1126241255,1126241277,1126241269,1126241235,1126241277,1126241235,1126241268
1126241,112624,1,1126241259,1126241210,1126241253,1126241228,1126241210,1126241253,1126241228
1126241,112624,1,1126241249,1126241243,1126241239,1126241221,1126241243,1126241239,1126241221
1126241,112624,1,1126241236,1126241243,1126241235,1126241234,1126241243,1126241235,1126241234
1126241,112624,1,1126241213,1126241230,,,1126241230,,
1126241,112624,1,1126241258,1126241223,1126241224,1126241213,1126241223,1126241244,1126241253
1126241,112624,1,1126241210,1126241259,1126241275,1126241228,1126241259,1126241275,1126241228
1126241,112624,1,1126241219,1126241204,,,1126241204,1126241227,
1126241,112624,1,1126241237,1126241217,1126241221,1126241248,1126241221,1126241206,1126241217
1126611,112661,1,1126611216,1126611220,1126611212,1126611218,1126611220,1126611212,1126611218
1126611,112661,1,1126611209,1126611210,1126611214,1126611233,1126611228,1126611231,1126611218
1126611,112661,1,1126611207,1126611217,1126611245,1126611218,1126611225,1126611216,1126611208
1126611,112661,1,1126611246,1126611226,1126611233,1126611210,1126611236,1126611241,1126611244
1126611,112661,1,1126611247,1126611214,1126611228,1126611245,1126611214,1126611245,1126611225
1126611,112661,1,1126611236,1126611231,1126611237,1126611223,1126611218,1126611219,1126611213
1126611,112661,1,1126611217,1126611207,1126611245,1126611231,1126611245,1126611213,1126611218
1126611,112661,1,1126611232,1126611233,1126611244,1126611220,1126611213,1126611228,1126611218
1126611,112661,1,1126611218,1126611213,1126611221,1126611236,1126611213,1126611245,1126611231
1126611,112661,1,1126611234,1126611226,1126611233,1126611211,1126611213,1126611245,1126611231
1126611,112661,1,1126611249,1126611236,1126611212,1126611233,1126611236,1126611238,1126611245
1126611,112661,1,1126611227,1126611233,1126611234,1126611213,1126611210,1126611218,1126611231
1126611,112661,1,1126611248,1126611220,1126611241,1126611245,1126611232,1126611234,1126611244
1126611,112661,1,1126611214,1126611209,1126611210,1126611227,1126611231,1126611210,1126611245
1126621,112662,1,1126621217,1126621223,1126621231,1126621228,1126621223,1126621231,1126621210
1126621,112662,1,1126621248,1126621244,1126621234,1126621229,1126621229,1126621216,
1126621,112662,1,1126621247,1126621245,1126621210,1126621234,1126621245,1126621234,
1126621,112662,1,1126621246,1126621250,1126621208,,1126621217,1126621210,1126621233
1126621,112662,1,1126621241,1126621216,1126621229,,1126621248,1126621216,1126621213
1126621,112662,1,1126621207,1126621229,1126621236,1126621247,1126621236,1126621203,1126621235
1126621,112662,1,1126621216,1126621230,1126621247,,1126621203,,
1126621,112662,1,1126621242,1126621226,1126621229,1126621235,1126621212,1126621226,1126621236
1126621,112662,1,1126621235,1126621215,1126621212,1126621242,1126621215,1126621247,1126621207
1126621,112662,1,1126621226,1126621244,1126621211,1126621229,1126621229,1126621236,
1126621,112662,1,1126621225,1126621204,1126621249,1126621203,1126621203,1126621204,1126621239
1126621,112662,1,1126621203,1126621204,1126621225,1126621249,1126621229,1126621244,
1126621,112662,1,1126621210,1126621206,1126621217,1126621233,1126621220,1126621208,1126621246
1126621,112662,1,1126621223,1126621220,1126621231,1126621228,1126621220,1126621231,1126621228
1126621,112662,1,1126621228,1126621240,1126621231,1126621237,1126621240,1126621237,1126621220
1126621,112662,1,1126621222,1126621203,1126621225,1126621204,1126621249,1126621205,1126621203
1126621,112662,1,1126621219,1126621245,1126621208,1126621250,1126621208,1126621245,1126621217
1126621,112662,1,1126621234,1126621245,1126621247,1126621213,1126621247,1126621236,1126621245
1126621,112662,1,1126621240,1126621228,1126621237,1126621231,1126621232,1126621228,1126621237
1126621,112662,1,1126621212,1126621235,1126621226,1126621242,1126621230,1126621234,1126621236
1126621,112662,1,1126621233,1126621250,1126621246,1126621210,1126621245,1126621244,1126621209
1126631,112663,1,1126631225,1126631235,1126631230,1126631234,1126631214,1126631226,1126631235
1126631,112663,1,1126631228,1126631267,1126631221,1126631234,1126631226,1126631235,1126631279
1126631,112663,1,1126631259,1126631228,,,1126631221,1126631226,1126631256
1126631,112663,1,1126631229,1126631233,1126631209,1126631222,1126631233,1126631222,1126631209
1126631,112663,1,1126631227,1126631213,1126631217,1126631231,1126631208,1126631231,1126631213
1126631,112663,1,1126631218,1126631273,1126631219,1126631226,1126631252,1126631210,1126631219
1126631,112663,1,1126631278,1126631210,1126631214,1126631225,1126631221,1126631235,1126631234
1126631,112663,1,1126631248,1126631293,1126631249,,1126631293,1126631212,1126631201
1126631,112663,1,1126631231,1126631299,1126631269,1126631211,1126631225,1126631211,1126631299
1126631,112663,1,1126631250,1126631208,1126631211,1126631222,1126631223,1126631217,1126631211
1126631,112663,1,1126631213,1126631227,1126631251,1126631244,1126631227,1126631244,
1126631,112663,1,1126631223,1126631233,1126631209,1126631229,1126631233,1126631209,
1126631,112663,1,1126631235,1126631221,1126631225,1126631226,1126631234,1126631214,1126631225
1126631,112663,1,1126631234,1126631214,1126631221,,1126631214,1126631210,
1126632,112663,1,1126632276,1126632255,1126632253,1126632252,1126632281,1126632262,1126632277
1126651,112665,1,1126651209,1126651259,1126651249,1126651244,1126651259,1126651249,1126651234
1126651,112665,1,1126651226,1126651237,1126651251,,1126651237,,
1126651,112665,1,1126651206,1126651220,1126651234,1126651231,1126651220,1126651234,1126651227
1126651,112665,1,1126651232,1126651212,1126651229,1126651206,1126651206,1126651229,
1126651,112665,1,1126651227,1126651223,1126651246,1126651220,1126651206,,
1126651,112665,1,1126651228,1126651215,1126651221,1126651226,1126651214,1126651215,1126651237
1126651,112665,1,1126651253,1126651235,1126651225,1126651250,1126651225,1126651235,
1126651,112665,1,1126651234,1126651231,1126651218,1126651259,1126651209,1126651231,1126651213
1126651,112665,1,1126651229,1126651214,1126651218,1126651238,1126651214,1126651242,1126651238
1126651,112665,1,1126651242,1126651238,1126651241,1126651218,1126651214,1126651238,1126651231
1126651,112665,1,1126651238,1126651242,1126651241,,1126651241,1126651242,1126651214
1126651,112665,1,1126651231,1126651234,1126651259,1126651218,1126651234,,
1126651,112665,1,1126651259,1126651209,1126651243,1126651234,1126651234,1126651209,
1126651,112665,1,1126651215,1126651228,1126651206,1126651221,1126651228,1126651218,1126651244
1126651,112665,1,1126651246,1126651227,1126651223,1126651234,1126651227,1126651218,1126651231
1126651,112665,1,1126651245,1126651241,1126651238,1126651218,1126651241,1126651238,1126651234
1126651,112665,1,1126651249,1126651209,,,1126651234,,
1126651,112665,1,1126651244,1126651259,1126651209,1126651233,1126651259,1126651209,1126651225
1126651,112665,1,1126651251,1126651208,1126651219,1126651226,1126651208,1126651226,
1126651,112665,1,1126651254,1126651218,1126651220,1126651206,1126651206,1126651214,1126651220
1126651,112665,1,1126651223,1126651225,,,1126651227,1126651225,
1126661,112666,1,1126661220,1126661262,1126661261,1126661258,1126661262,1126661258,1126661261
1126661,112666,1,1126661248,1126661268,1126661213,1126661246,1126661268,1126661247,1126661246
1126661,112666,1,1126661249,1126661271,1126661273,1126661253,1126661271,1126661273,1126661255
1126661,112666,1,1126661212,1126661246,1126661252,1126661247,1126661247,1126661252,1126661259
1126661,112666,1,1126661239,1126661224,1126661214,1126661272,1126661246,1126661224,1126661265
1126661,112666,1,1126661262,1126661220,1126661261,1126661258,1126661261,1126661220,1126661258
1126661,112666,1,1126661214,1126661224,1126661229,1126661231,1126661224,1126661269,1126661247
1126661,112666,1,1126661228,1126661240,1126661269,1126661231,1126661229,1126661231,1126661240
1126661,112666,1,1126661271,1126661249,1126661273,1126661253,1126661249,1126661273,1126661237
1126661,112666,1,1126661264,1126661242,1126661239,1126661219,1126661242,1126661219,1126661239
1126661,112666,1,1126661241,1126661267,1126661276,1126661212,1126661268,1126661276,1126661247
1126661,112666,1,1126661224,1126661214,1126661219,1126661221,1126661219,1126661247,1126661265
1126661,112666,1,1126661247,1126661265,1126661246,1126661219,1126661246,1126661265,1126661224
1126661,112666,1,1126661265,1126661247,1126661246,1126661268,1126661246,1126661247,1126661224
1126661,112666,1,1126661216,1126661262,1126661220,1126661266,1126661266,1126661251,1126661222
1126661,112666,1,1126661240,1126661231,1126661269,1126661229,1126661229,1126661228,1126661269
1126661,112666,1,1126661236,1126661238,1126661255,1126661235,1126661238,1126661235,1126661255
1126661,112666,1,1126661213,1126661247,1126661246,1126661265,1126661247,1126661246,1126661224
1126661,112666,1,1126661252,1126661246,1126661212,1126661247,1126661246,1126661247,1126661212
1126661,112666,1,1126661225,1126661230,1126661227,1126661234,1126661230,1126661234,1126661238
1126661,112666,1,1126661231,1126661240,1126661269,1126661229,1126661240,1126661229,1126661269
1126661,112666,1,1126661263,1126661243,1126661215,1126661229,1126661243,1126661238,1126661247
1126661,112666,1,1126661259,1126661268,1126661212,1126661276,1126661212,1126661247,1126661252
1126661,112666,1,1126661276,1126661268,1126661247,1126661241,1126661247,1126661268,1126661265
1126661,112666,1,1126661243,1126661263,1126661215,1126661229,1126661263,1126661238,1126661247
1126661,112666,1,1126661230,1126661224,1126661221,1126661216,1126661224,1126661227,1126661233
1126661,112666,1,1126661255,1126661238,1126661236,1126661249,1126661238,1126661249,1126661224
1126661,112666,1,1126661229,1126661240,1126661228,1126661231,1126661240,1126661231,1126661228
1126661,112666,1,1126661222,1126661270,1126661251,1126661240,1126661269,1126661229,1126661251
1126661,112666,1,1126661268,1126661276,1126661241,1126661247,1126661247,1126661248,1126661241
1126661,112666,1,1126661242,1126661264,1126661214,1126661219,1126661264,1126661214,1126661224
1126661,112666,1,1126661272,1126661224,1126661214,1126661221,1126661224,1126661221,1126661219
1126662,112666,1,1126662214,1126662210,1126662212,1126662247,1126662210,1126662212,1126662247
1126662,112666,1,1126662207,1126662210,1126662220,1126662247,1126662210,1126662220,1126662247
1126662,112666,1,1126662254,1126662245,1126662238,1126662215,1126662215,1126662230,1126662244
1126662,112666,1,1126662216,1126662205,1126662227,1126662234,1126662240,1126662227,1126662234
1126662,112666,1,1126662211,1126662235,1126662241,1126662238,1126662241,1126662238,
1126662,112666,1,1126662232,1126662234,1126662247,1126662231,1126662231,1126662233,1126662234
1126662,112666,1,1126662237,1126662222,1126662215,1126662259,1126662257,1126662222,1126662215
1126662,112666,1,1126662233,1126662240,1126662246,1126662250,1126662240,1126662246,1126662251
1126662,112666,1,1126662249,1126662250,1126662243,1126662228,1126662250,1126662243,1126662228
1126662,112666,1,1126662236,1126662205,1126662216,1126662234,1126662205,1126662234,1126662216
1126662,112666,1,1126662263,1126662232,1126662247,1126662262,1126662232,1126662228,1126662218
1126662,112666,1,1126662222,1126662215,1126662237,1126662257,1126662215,1126662237,1126662257
1126662,112666,1,1126662267,1126662266,1126662265,1126662259,1126662266,1126662265,1126662259
1126662,112666,1,1126662246,1126662218,1126662208,1126662228,1126662218,1126662208,1126662228
1126662,112666,1,1126662262,1126662256,1126662257,1126662258,1126662256,1126662257,1126662258
1126662,112666,1,1126662215,1126662222,1126662237,1126662258,1126662222,1126662257,1126662237
1126662,112666,1,1126662225,1126662251,1126662213,1126662231,1126662231,1126662213,1126662251
1126662,112666,1,1126662234,1126662205,1126662216,1126662227,1126662227,1126662240,1126662236
1126662,112666,1,1126662247,1126662232,1126662218,1126662255,1126662216,1126662209,1126662213
1126662,112666,1,1126662255,1126662221,1126662268,1126662259,1126662228,,
1126662,112666,1,1126662210,1126662209,1126662205,1126662212,1126662209,1126662212,1126662207
1126662,112666,1,1126662259,1126662237,1126662221,1126662215,1126662205,1126662250,1126662237
1126662,112666,1,1126662260,1126662268,1126662267,1126662259,1126662227,1126662208,1126662205
1126662,112666,1,1126662230,1126662220,1126662221,1126662222,1126662220,1126662221,1126662222
1126662,112666,1,1126662243,1126662240,1126662239,1126662238,1126662240,1126662239,1126662238
1126662,112666,1,1126662238,1126662216,1126662219,1126662223,1126662216,1126662219,1126662223
1126662,112666,1,1126662227,1126662216,1126662205,1126662240,1126662205,1126662216,1126662234
1126662,112666,1,1126662264,1126662212,1126662218,1126662224,1126662212,1126662218,1126662224
1126662,112666,1,1126662251,1126662248,1126662230,1126662220,1126662248,1126662230,1126662220
1126662,112666,1,1126662213,1126662225,1126662251,1126662231,1126662251,1126662208,1126662225
1126662,112666,1,1126662221,1126662227,1126662238,1126662243,1126662207,1126662219,1126662222
1126663,112666,1,1126663254,1126663222,1126663260,1126663270,1126663222,1126663225,
1126663,112666,1,1126663244,1126663281,1126663218,,1126663280,1126663264,
1126663,112666,1,1126663282,1126663266,1126663278,1126663264,1126663244,1126663251,1126663228
1126663,112666,1,1126663274,1126663271,1126663276,1126663261,1126663271,1126663276,1126663261
1126663,112666,1,1126663247,1126663278,1126663262,1126663218,1126663218,1126663278,1126663266
1126663,112666,1,1126663234,1126663229,,1126663259,1126663221,1126663229,1126663258
1126663,112666,1,1126663259,1126663237,1126663229,,1126663221,1126663237,1126663229
1126663,112666,1,1126663232,1126663260,1126663270,1126663235,1126663217,1126663260,1126663270
1126663,112666,1,1126663263,1126663226,1126663241,1126663230,1126663228,1126663233,1126663244
1126663,112666,1,1126663228,1126663218,1126663247,1126663244,1126663218,1126663247,1126663280
1126663,112666,1,1126663269,1126663249,1126663272,,1126663272,1126663218,1126663217
1126663,112666,1,1126663240,1126663236,1126663230,1126663226,1126663246,1126663236,1126663230
1126663,112666,1,1126663231,1126663248,1126663244,1126663281,1126663244,1126663248,1126663281
1126663,112666,1,1126663237,1126663229,1126663259,,1126663229,1126663244,1126663258
1126663,112666,1,1126663252,1126663257,1126663225,,1126663225,1126663257,1126663223
1126663,112666,1,1126663216,1126663243,1126663250,1126663269,1126663229,1126663243,1126663269
1126663,112666,1,1126663215,1126663243,1126663247,,1126663244,,
1126663,112666,1,1126663273,1126663235,1126663225,1126663257,1126663235,1126663229,1126663252
1126663,112666,1,1126663225,1126663257,1126663279,1126663252,1126663257,1126663252,1126663279
1126663,112666,1,1126663278,1126663262,1126663247,1126663244,1126663262,1126663247,1126663244
1126663,112666,1,1126663272,1126663249,1126663269,,1126663244,1126663278,
1126663,112666,1,1126663260,1126663270,1126663232,1126663277,1126663270,1126663277,1126663232
1126663,112666,1,1126663257,1126663225,1126663279,1126663264,1126663252,1126663225,1126663279
1126663,112666,1,1126663229,1126663234,1126663259,1126663237,1126663221,1126663234,1126663273
1126663,112666,1,1126663207,1126663220,1126663275,1126663253,1126663220,1126663253,1126663275
1126663,112666,1,1126663238,1126663244,1126663217,1126663233,1126663252,1126663217,1126663257
1126663,112666,1,1126663233,1126663264,1126663267,1126663218,1126663264,1126663267,1126663218
1126663,112666,1,1126663275,1126663239,1126663220,1126663207,1126663239,1126663220,1126663252
1126663,112666,1,1126663250,1126663251,1126663239,1126663256,1126663239,1126663251,
1126663,112666,1,1126663236,1126663240,1126663230,1126663226,1126663246,1126663260,1126663270
1126663,112666,1,1126663271,1126663274,1126663276,,1126663274,1126663276,
1126663,112666,1,1126663279,1126663225,1126663257,1126663247,1126663225,1126663257,1126663252
1126663,112666,1,1126663255,1126663241,1126663229,,1126663241,1126663229,
1126663,112666,1,1126663239,1126663251,1126663256,1126663250,1126663250,1126663251,1126663275
1126663,112666,1,1126663242,1126663266,1126663228,1126663270,1126663270,1126663260,1126663264
1126663,112666,1,1126663281,1126663244,1126663248,1126663231,1126663244,1126663248,1126663228
1126664,112666,1,1126664215,1126664253,1126664235,,1126664224,1126664228,1126664229
1126664,112666,1,1126664263,1126664241,1126664212,,1126664224,1126664212,1126664241
1126664,112666,1,1126664256,1126664214,1126664220,1126664213,1126664224,1126664220,1126664213
1126664,112666,1,1126664214,1126664256,1126664220,1126664213,1126664224,1126664220,1126664213
1126664,112666,1,1126664267,1126664254,1126664268,1126664252,1126664228,1126664224,1126664252
1126664,112666,1,1126664255,1126664218,1126664216,,1126664218,1126664232,1126664229
1126664,112666,1,1126664225,1126664243,1126664248,1126664238,1126664228,1126664231,
1126664,112666,1,1126664218,1126664255,1126664232,,1126664229,1126664232,1126664255
1126664,112666,1,1126664228,1126664243,1126664222,1126664232,1126664229,1126664224,1126664243
1126664,112666,1,1126664241,1126664263,1126664212,,1126664224,1126664212,1126664263
1126664,112666,1,1126664238,1126664259,1126664258,,1126664232,1126664259,1126664228
1126664,112666,1,1126664221,1126664226,1126664242,,1126664226,1126664242,
1126664,112666,1,1126664212,1126664241,1126664263,,1126664224,1126664241,1126664263
1126664,112666,1,1126664253,1126664215,1126664235,,1126664229,1126664224,1126664228
1126664,112666,1,1126664247,1126664255,1126664232,1126664220,1126664228,1126664222,1126664215
1126664,112666,1,1126664237,1126664233,1126664211,,1126664211,1126664231,1126664255
1126664,112666,1,1126664259,1126664238,1126664258,,1126664232,1126664238,1126664228
1126664,112666,1,1126664226,1126664221,1126664242,,1126664221,1126664242,1126664257
1126664,112666,1,1126664235,1126664262,1126664257,1126664268,1126664232,1126664238,1126664229
1126664,112666,1,1126664252,1126664225,1126664248,1126664217,1126664217,1126664248,1126664245
1126664,112666,1,1126664245,1126664252,1126664248,1126664217,1126664228,1126664229,1126664224
1126664,112666,1,1126664243,1126664228,1126664232,1126664222,1126664228,1126664232,1126664222
1126664,112666,1,1126664220,1126664256,1126664213,,1126664213,1126664224,1126664256
1126664,112666,1,1126664222,1126664238,1126664228,1126664232,1126664228,1126664238,
1126664,112666,1,1126664248,1126664252,1126664217,1126664225,1126664252,1126664245,1126664217
1126664,112666,1,1126664251,,,,1126664229,1126664231,1126664232
1126664,112666,1,1126664254,1126664267,1126664268,1126664216,1126664267,1126664228,1126664229
1126664,112666,1,1126664223,1126664260,,,1126664260,,1126664224
1126664,112666,1,1126664217,1126664252,1126664248,1126664225,1126664248,1126664252,1126664245
1126671,112667,1,1126671269,1126671254,1126671220,1126671290,1126671254,1126671283,1126671220
1126671,112667,1,1126671265,1126671270,1126671259,1126671257,1126671264,1126671266,1126671274
1126671,112667,1,1126671207,1126671213,1126671253,1126671278,1126671213,1126671253,1126671278
