classroom_id,s_merge_id,bs_m_score,school_id,student_id,high_eyes,high_raven,bs_b_score,high_bangla,high_math,friend_1,friend_2,friend_3,support_1,support_2,support_3
,112588_635,,,,no,no,,no,no,,,,,,
,112842_602,,,,no,no,,no,no,,,,,,
,112739_109,5.0,,,no,no,23.0,yes,no,,,,,,
,112779_153,4.0,,,no,no,0.0,no,no,,,,,,
,112842_171,,,,no,no,,no,no,,,,,,
,112839_156,4.0,,,yes,no,19.0,yes,no,,,,,,
,112842_139,,,,no,no,,no,no,,,,,,
,112560_110,6.0,,,no,yes,17.0,yes,yes,,,,,,
,112667_258,,,,no,no,,no,no,,,,,,
,112800_137,,,,no,no,,no,no,,,,,,
,112795_119,5.0,,,no,no,17.0,yes,no,,,,,,
,112585_175,,,,no,no,,no,no,,,,,,
,112695_106,7.0,,,yes,yes,20.0,yes,yes,,,,,,
,112853_153,,,,no,no,,no,no,,,,,,
,112723_428,2.0,,,no,yes,17.0,yes,no,,,,,,
,112545_259,,,,no,no,,no,no,,,,,,
,112551_138,4.0,,,no,no,9.0,no,no,,,,,,
,112671_602,,,,no,no,,no,no,,,,,,
,112557_141,6.0,,,no,no,7.0,no,yes,,,,,,
,112594_144,7.0,,,no,no,12.0,no,yes,,,,,,
,112726_213,7.0,,,no,no,13.0,no,yes,,,,,,
,112610_168,,,,no,no,,no,no,,,,,,
,112591_126,3.0,,,no,no,7.0,no,no,,,,,,
,112695_157,3.0,,,yes,yes,19.0,yes,no,,,,,,
,112784_186,,,,no,no,,no,no,,,,,,
,112695_121,,,,no,no,,no,no,,,,,,
,112853_139,2.0,,,no,yes,13.0,no,no,,,,,,
,112672_170,7.0,,,yes,yes,22.0,yes,yes,,,,,,
,112545_505,,,,no,no,,no,no,,,,,,
,112588_1016,,,,no,no,,no,no,,,,,,
,112545_196,9.0,,,no,yes,22.0,yes,yes,,,,,,
,112777_163,,,,no,no,,no,no,,,,,,
,112606_109,,,,no,no,,no,no,,,,,,
,112545_319,,,,no,no,,no,no,,,,,,
,112548_113,,,,no,no,,no,no,,,,,,
,112606_142,,,,no,no,,no,no,,,,,,
,112839_172,3.0,,,no,no,5.0,no,no,,,,,,
,112585_156,1.0,,,yes,no,8.0,no,no,,,,,,
,112789_155,,,,no,no,,no,no,,,,,,
,112665_133,,,,no,no,,no,no,,,,,,
,112842_118,1.0,,,yes,no,12.0,no,no,,,,,,
,112743_186,,,,no,no,,no,no,,,,,,
,112765_243,,,,no,no,,no,no,,,,,,
,112666_167,6.0,,,no,no,23.0,yes,yes,,,,,,
,112685_193,,,,no,no,,no,no,,,,,,
,112785_1025,,,,no,no,,no,no,,,,,,
,112609_610,,,,no,no,,no,no,,,,,,
,131459_106,2.0,,,no,yes,13.0,no,no,,,,,,
,112551_111,2.0,,,no,no,10.0,no,no,,,,,,
,112682_601,,,,no,no,,no,no,,,,,,
,112672_172,2.0,,,yes,yes,20.0,yes,no,,,,,,
,112545_309,,,,no,no,,no,no,,,,,,
,112846_139,1.0,,,no,no,8.0,no,no,,,,,,
,112610_160,3.0,,,yes,yes,18.0,yes,no,,,,,,
,112685_188,,,,no,no,,no,no,,,,,,
,112735_108,7.0,,,no,yes,24.0,yes,yes,,,,,,
,112825_156,3.0,,,yes,no,9.0,no,no,,,,,,
,112789_190,5.0,,,yes,no,18.0,yes,no,,,,,,
,112538_108,1.0,,,yes,yes,13.0,no,no,,,,,,
,112609_602,,,,no,no,,no,no,,,,,,
,112584_611,,,,no,no,,no,no,,,,,,
,112802_611,,,,no,no,,no,no,,,,,,
,112607_127,2.0,,,yes,no,17.0,yes,no,,,,,,
,112681_183,5.0,,,no,no,16.0,no,no,,,,,,
,112558_121,,,,no,no,,no,no,,,,,,
,112797_108,1.0,,,no,no,9.0,no,no,,,,,,
,112790_304,4.0,,,yes,no,6.0,no,no,,,,,,
,112800_612,,,,no,no,,no,no,,,,,,
,112785_173,5.0,,,yes,yes,11.0,no,no,,,,,,
,112588_623,,,,no,no,,no,no,,,,,,
,112667_242,3.0,,,yes,no,17.0,yes,no,,,,,,
,112792_127,,,,no,no,,no,no,,,,,,
,112595_256,,,,no,no,,no,no,,,,,,
,112604_602,,,,no,no,,no,no,,,,,,
,112597_138,5.0,,,no,no,18.0,yes,no,,,,,,
,112540_266,11.0,,,yes,yes,22.0,yes,yes,,,,,,
,112734_102,,,,no,no,,no,no,,,,,,
,112786_709,4.0,,,no,no,6.0,no,no,,,,,,
,112671_471,3.0,,,no,yes,13.0,no,no,,,,,,
,112662_105,13.0,,,yes,yes,25.0,yes,yes,,,,,,
,112785_238,,,,no,no,,no,no,,,,,,
,112793_120,,,,no,no,,no,no,,,,,,
,112776_159,2.0,,,no,no,6.0,no,no,,,,,,
,112607_118,4.0,,,no,no,18.0,yes,no,,,,,,
,112681_188,3.0,,,yes,no,11.0,no,no,,,,,,
,112858_193,,,,no,no,,no,no,,,,,,
,112558_603,,,,no,no,,no,no,,,,,,
,112773_214,,,,no,no,,no,no,,,,,,
,112855_145,4.0,,,no,no,16.0,no,no,,,,,,
,112779_184,,,,no,no,,no,no,,,,,,
,112620_602,,,,no,no,,no,no,,,,,,
,112722_231,3.0,,,no,yes,18.0,yes,no,,,,,,
,112800_625,,,,no,no,,no,no,,,,,,
,112784_1040,,,,no,no,,no,no,,,,,,
,112791_616,,,,no,no,,no,no,,,,,,
,134630_199,3.0,,,no,yes,20.0,yes,no,,,,,,
,134119_143,4.0,,,no,no,11.0,no,no,,,,,,
,134630_134,,,,no,no,,no,no,,,,,,
,112820_610,,,,no,no,,no,no,,,,,,
,112800_608,,,,no,no,,no,no,,,,,,
,112608_137,,,,no,no,,no,no,,,,,,
,112671_480,6.0,,,yes,yes,19.0,yes,yes,,,,,,
,112843_123,,,,no,no,,no,no,,,,,,
,112584_140,,,,no,no,,no,no,,,,,,
,112729_175,0.0,,,no,no,6.0,no,no,,,,,,
,112665_603,,,,no,no,,no,no,,,,,,
,135318_146,,,,no,no,,no,no,,,,,,
,112608_162,,,,no,no,,no,no,,,,,,
,112584_162,10.0,,,yes,yes,24.0,yes,yes,,,,,,
,112798_166,,,,no,no,,no,no,,,,,,
,112604_604,,,,no,no,,no,no,,,,,,
,134630_124,,,,no,no,,no,no,,,,,,
,112607_124,2.0,,,yes,no,9.0,no,no,,,,,,
,112667_265,,,,no,no,,no,no,,,,,,
,134971_114,,,,no,no,,no,no,,,,,,
,112735_139,8.0,,,yes,yes,16.0,no,yes,,,,,,
,112743_185,,,,no,no,,no,no,,,,,,
,133870_115,,,,no,no,,no,no,,,,,,
,112793_174,,,,no,no,,no,no,,,,,,
,112772_603,,,,no,no,,no,no,,,,,,
,112781_198,,,,no,no,,no,no,,,,,,
,112800_166,5.0,,,yes,yes,11.0,no,no,,,,,,
,112790_142,,,,no,no,,no,no,,,,,,
,112609_145,3.0,,,no,no,10.0,no,no,,,,,,
,112681_191,,,,no,no,,no,no,,,,,,
,112666_404,6.0,,,no,no,9.0,no,yes,,,,,,
,112787_133,,,,no,no,,no,no,,,,,,
,112731_183,2.0,,,no,no,15.0,no,no,,,,,,
,112854_1009,,,,no,no,,no,no,,,,,,
,112777_109,,,,no,no,,no,no,,,,,,
,112616_108,,,,no,no,,no,no,,,,,,
,112545_332,2.0,,,yes,no,12.0,no,no,,,,,,
,112790_191,,,,no,no,,no,no,,,,,,
,112778_150,,,,no,no,,no,no,,,,,,
,112623_611,,,,no,no,,no,no,,,,,,
,112557_110,,,,no,no,,no,no,,,,,,
,112793_142,5.0,,,no,no,13.0,no,no,,,,,,
,112839_603,,,,no,no,,no,no,,,,,,
,112539_166,,,,no,no,,no,no,,,,,,
,112781_106,1.0,,,no,no,15.0,no,no,,,,,,
,112734_176,,,,no,no,,no,no,,,,,,
,112765_232,,,,no,no,,no,no,,,,,,
,112785_1012,,,,no,no,,no,no,,,,,,
,112773_199,,,,no,no,,no,no,,,,,,
,112723_298,,,,no,no,,no,no,,,,,,
,112785_241,,,,no,no,,no,no,,,,,,
,112820_1017,,,,no,no,,no,no,,,,,,
,112841_119,3.0,,,no,no,11.0,no,no,,,,,,
,112579_114,6.0,,,no,no,17.0,yes,yes,,,,,,
,112835_145,5.0,,,no,no,14.0,no,no,,,,,,
,112609_162,,,,no,no,,no,no,,,,,,
,112609_148,,,,no,no,,no,no,,,,,,
,112561_604,,,,no,no,,no,no,,,,,,
,112695_113,5.0,,,yes,no,9.0,no,no,,,,,,
,112855_123,,,,no,no,,no,no,,,,,,
,112608_163,,,,no,no,,no,no,,,,,,
,112584_194,10.0,,,no,no,16.0,no,yes,,,,,,
,112765_231,,,,no,no,,no,no,,,,,,
,112557_167,5.0,,,yes,yes,21.0,yes,no,,,,,,
,137021_103,,,,no,no,,no,no,,,,,,
,112773_609,,,,no,no,,no,no,,,,,,
,112685_192,3.0,,,no,yes,19.0,yes,no,,,,,,
,112609_606,,,,no,no,,no,no,,,,,,
,112800_120,2.0,,,no,yes,8.0,no,no,,,,,,
,112773_222,,,,no,no,,no,no,,,,,,
,112850_106,3.0,,,no,yes,12.0,no,no,,,,,,
,112558_178,,,,no,no,,no,no,,,,,,
,112723_372,11.0,,,no,yes,20.0,yes,yes,,,,,,
,112671_409,,,,no,no,,no,no,,,,,,
,112609_601,,,,no,no,,no,no,,,,,,
,112584_603,,,,no,no,,no,no,,,,,,
,112855_128,3.0,,,no,no,10.0,no,no,,,,,,
,112792_193,,,,no,no,,no,no,,,,,,
,112789_158,,,,no,no,,no,no,,,,,,
,135318_147,,,,no,no,,no,no,,,,,,
,112609_168,,,,no,no,,no,no,,,,,,
,112832_187,,,,no,no,,no,no,,,,,,
,112545_306,,,,no,no,,no,no,,,,,,
,112785_1035,,,,no,no,,no,no,,,,,,
,112665_107,7.0,,,no,yes,21.0,yes,yes,,,,,,
,112661_118,,,,no,no,,no,no,,,,,,
,112729_134,10.0,,,yes,yes,24.0,yes,yes,,,,,,
,112832_121,3.0,,,no,no,9.0,no,no,,,,,,
,112614_133,8.0,,,no,yes,22.0,yes,yes,,,,,,
,112726_238,2.0,,,yes,no,9.0,no,no,,,,,,
,112792_160,,,,no,no,,no,no,,,,,,
,112609_605,,,,no,no,,no,no,,,,,,
,112539_170,,,,no,no,,no,no,,,,,,
,112736_609,,,,no,no,,no,no,,,,,,
,112609_704,7.0,,,yes,yes,22.0,yes,yes,,,,,,
,112723_391,4.0,,,no,no,22.0,yes,no,,,,,,
,112606_178,9.0,,,yes,yes,25.0,yes,yes,,,,,,
,112675_286,6.0,,,yes,no,17.0,yes,yes,,,,,,
,112729_178,4.0,,,yes,yes,2.0,no,no,,,,,,
,112606_105,,,,no,no,,no,no,,,,,,
,112620_103,,,,no,no,,no,no,,,,,,
,112802_110,,,,no,no,,no,no,,,,,,
,112681_178,,,,no,no,,no,no,,,,,,
,112557_137,3.0,,,no,no,9.0,no,no,,,,,,
,112671_343,4.0,,,yes,yes,21.0,yes,no,,,,,,
,112624_149,6.0,,,no,no,12.0,no,yes,,,,,,
,112594_168,,,,no,no,,no,no,,,,,,
,112837_121,5.0,,,no,no,9.0,no,no,,,,,,
,112773_608,,,,no,no,,no,no,,,,,,
,112676_602,,,,no,no,,no,no,,,,,,
,112610_163,,,,no,no,,no,no,,,,,,
,112802_118,8.0,,,no,no,13.0,no,yes,,,,,,
,112777_228,,,,no,no,,no,no,,,,,,
,112695_148,4.0,,,yes,yes,20.0,yes,no,,,,,,
,112667_601,,,,no,no,,no,no,,,,,,
,112662_121,,,,no,no,,no,no,,,,,,
,112839_606,,,,no,no,,no,no,,,,,,
,112777_205,,,,no,no,,no,no,,,,,,
,112830_209,,,,no,no,,no,no,,,,,,
,133870_109,,,,no,no,,no,no,,,,,,
,112784_108,2.0,,,no,no,14.0,no,no,,,,,,
,112610_167,,,,no,no,,no,no,,,,,,
,112785_236,,,,no,no,,no,no,,,,,,
,112739_207,,,,no,no,,no,no,,,,,,
,112597_125,1.0,,,yes,yes,5.0,no,no,,,,,,
,112560_149,,,,no,no,,no,no,,,,,,
,112614_607,,,,no,no,,no,no,,,,,,
,112585_161,,,,no,no,,no,no,,,,,,
,112790_175,3.0,,,no,yes,12.0,no,no,,,,,,
,112790_137,7.0,,,no,no,8.0,no,yes,,,,,,
,112849_139,7.0,,,yes,yes,21.0,yes,yes,,,,,,
,112734_606,,,,no,no,,no,no,,,,,,
,112558_103,5.0,,,yes,yes,22.0,yes,no,,,,,,
,112785_162,,,,no,no,,no,no,,,,,,
,112784_1006,,,,no,no,,no,no,,,,,,
,112584_606,,,,no,no,,no,no,,,,,,
,112610_108,,,,no,no,,no,no,,,,,,
,112785_1019,,,,no,no,,no,no,,,,,,
,112858_284,6.0,,,yes,yes,19.0,yes,yes,,,,,,
,112784_605,,,,no,no,,no,no,,,,,,
,112579_108,6.0,,,no,no,12.0,no,yes,,,,,,
,112544_179,,,,no,no,,no,no,,,,,,
,112607_150,4.0,,,yes,no,17.0,yes,no,,,,,,
,112540_603,9.0,,,no,no,9.0,no,yes,,,,,,
,112736_604,,,,no,no,,no,no,,,,,,
,112790_127,3.0,,,yes,yes,15.0,no,no,,,,,,
,112835_204,,,,no,no,,no,no,,,,,,
,112732_225,,,,no,no,,no,no,,,,,,
,112560_109,,,,no,no,,no,no,,,,,,
,112835_128,5.0,,,no,no,15.0,no,no,,,,,,
,112675_273,8.0,,,no,yes,14.0,no,yes,,,,,,
,112561_127,,,,no,no,,no,no,,,,,,
,112604_139,,,,no,no,,no,no,,,,,,
,112776_1017,,,,no,no,,no,no,,,,,,
,112800_113,,,,no,no,,no,no,,,,,,
,112825_177,,,,no,no,,no,no,,,,,,
,112614_106,0.0,,,yes,no,5.0,no,no,,,,,,
,112545_212,,,,no,no,,no,no,,,,,,
,112800_102,,,,no,no,,no,no,,,,,,
,112624_202,3.0,,,yes,yes,10.0,no,no,,,,,,
,112747_108,,,,no,no,,no,no,,,,,,
,112591_146,4.0,,,no,yes,13.0,no,no,,,,,,
,112545_144,,,,no,no,,no,no,,,,,,
,112695_183,7.0,,,yes,yes,22.0,yes,yes,,,,,,
,112785_177,,,,no,no,,no,no,,,,,,
,137021_603,,,,no,no,,no,no,,,,,,
,112797_112,,,,no,no,,no,no,,,,,,
,112671_610,,,,no,no,,no,no,,,,,,
,112672_159,8.0,,,yes,yes,17.0,yes,yes,,,,,,
,134399_187,,,,no,no,,no,no,,,,,,
,112620_168,,,,no,no,,no,no,,,,,,
,112730_213,,,,no,no,,no,no,,,,,,
,112670_114,2.0,,,no,no,8.0,no,no,,,,,,
,112611_160,3.0,,,no,no,5.0,no,no,,,,,,
,112844_162,3.0,,,no,yes,17.0,yes,no,,,,,,
,112606_107,,,,no,no,,no,no,,,,,,
,112663_142,,,,no,no,,no,no,,,,,,
,112800_163,3.0,,,yes,yes,14.0,no,no,,,,,,
,112785_194,,,,no,no,,no,no,,,,,,
,112760_127,8.0,,,yes,yes,20.0,yes,yes,,,,,,
,112743_161,,,,no,no,,no,no,,,,,,
,134630_166,,,,no,no,,no,no,,,,,,
,112738_602,,,,no,no,,no,no,,,,,,
,112772_170,,,,no,no,,no,no,,,,,,
,112665_129,5.0,,,no,no,6.0,no,no,,,,,,
,112722_224,5.0,,,no,no,6.0,no,no,,,,,,
,112792_602,,,,no,no,,no,no,,,,,,
,112841_144,10.0,,,yes,yes,23.0,yes,yes,,,,,,
,112661_141,,,,no,no,,no,no,,,,,,
,112620_1020,,,,no,no,,no,no,,,,,,
,112764_225,,,,no,no,,no,no,,,,,,
,112791_192,7.0,,,yes,yes,11.0,no,yes,,,,,,
,112726_217,2.0,,,no,no,8.0,no,no,,,,,,
,112545_329,,,,no,no,,no,no,,,,,,
,112772_144,3.0,,,no,no,8.0,no,no,,,,,,
,112666_503,,,,no,no,,no,no,,,,,,
,112611_118,7.0,,,yes,no,17.0,yes,yes,,,,,,
,137021_125,,,,no,no,,no,no,,,,,,
,112551_608,,,,no,no,,no,no,,,,,,
,112595_611,,,,no,no,,no,no,,,,,,
,134630_122,,,,no,no,,no,no,,,,,,
,112790_287,,,,no,no,,no,no,,,,,,
,112614_608,,,,no,no,,no,no,,,,,,
,112785_1006,,,,no,no,,no,no,,,,,,
,134630_192,3.0,,,yes,yes,11.0,no,no,,,,,,
,112614_126,,,,no,no,,no,no,,,,,,
,112557_204,,,,no,no,,no,no,,,,,,
,112726_235,5.0,,,no,no,8.0,no,no,,,,,,
,112786_714,4.0,,,yes,yes,18.0,yes,no,,,,,,
,112785_1009,,,,no,no,,no,no,,,,,,
,112835_804,7.0,,,yes,yes,23.0,yes,yes,,,,,,
,112560_120,2.0,,,no,yes,10.0,no,no,,,,,,
,112772_191,,,,no,no,,no,no,,,,,,
,112777_168,6.0,,,no,no,5.0,no,yes,,,,,,
,112695_209,3.0,,,yes,yes,19.0,yes,no,,,,,,
,112784_1023,,,,no,no,,no,no,,,,,,
,112798_132,6.0,,,no,no,20.0,yes,yes,,,,,,
,112551_145,3.0,,,no,yes,8.0,no,no,,,,,,
,112663_184,6.0,,,no,no,23.0,yes,yes,,,,,,
,112540_604,,,,no,no,,no,no,,,,,,
,112736_141,,,,no,no,,no,no,,,,,,
,112588_639,,,,no,no,,no,no,,,,,,
,112610_106,,,,no,no,,no,no,,,,,,
,112835_806,5.0,,,no,yes,13.0,no,no,,,,,,
,112723_332,5.0,,,no,yes,13.0,no,no,,,,,,
,112671_292,6.0,,,no,no,15.0,no,yes,,,,,,
,112555_139,2.0,,,no,no,21.0,yes,no,,,,,,
,133870_131,5.0,,,yes,yes,17.0,yes,no,,,,,,
,112800_131,,,,no,no,,no,no,,,,,,
,112730_207,,,,no,no,,no,no,,,,,,
,112723_114,5.0,,,yes,no,15.0,no,no,,,,,,
,112662_154,,,,no,no,,no,no,,,,,,
,112671_498,7.0,,,yes,yes,14.0,no,yes,,,,,,
,112795_115,8.0,,,no,no,24.0,yes,yes,,,,,,
,112623_150,5.0,,,yes,yes,10.0,no,no,,,,,,
,112743_184,4.0,,,yes,yes,9.0,no,no,,,,,,
,112835_179,5.0,,,yes,yes,6.0,no,no,,,,,,
,112790_230,,,,no,no,,no,no,,,,,,
,112825_173,1.0,,,no,no,11.0,no,no,,,,,,
,112777_606,,,,no,no,,no,no,,,,,,
,112820_1016,,,,no,no,,no,no,,,,,,
,112584_167,6.0,,,yes,yes,25.0,yes,yes,,,,,,
,112777_605,,,,no,no,,no,no,,,,,,
,112835_802,3.0,,,no,no,17.0,yes,no,,,,,,
,112789_606,,,,no,no,,no,no,,,,,,
,112837_1004,,,,no,no,,no,no,,,,,,
,112846_605,,,,no,no,,no,no,,,,,,
,112726_221,3.0,,,yes,yes,14.0,no,no,,,,,,
,112791_123,,,,no,no,,no,no,,,,,,
,112539_603,,,,no,no,,no,no,,,,,,
,112614_146,,,,no,no,,no,no,,,,,,
,112538_121,5.0,,,yes,no,5.0,no,no,,,,,,
,112777_191,0.0,,,yes,no,2.0,no,no,,,,,,
,112545_271,,,,no,no,,no,no,,,,,,
,112843_128,,,,no,no,,no,no,,,,,,
,112784_602,,,,no,no,,no,no,,,,,,
,112695_200,6.0,,,no,no,14.0,no,yes,,,,,,
,112680_137,5.0,,,no,yes,20.0,yes,no,,,,,,
,112594_183,,,,no,no,,no,no,,,,,,
,112667_251,,,,no,no,,no,no,,,,,,
,112538_150,6.0,,,yes,yes,12.0,no,yes,,,,,,
,112790_306,,,,no,no,,no,no,,,,,,
,112614_122,5.0,,,no,no,9.0,no,no,,,,,,
,112743_170,1.0,,,no,yes,5.0,no,no,,,,,,
,112846_106,5.0,,,no,yes,16.0,no,no,,,,,,
,112616_111,,,,no,no,,no,no,,,,,,
,134119_181,,,,no,no,,no,no,,,,,,
,112785_1011,,,,no,no,,no,no,,,,,,
,112736_113,,,,no,no,,no,no,,,,,,
,112545_199,,,,no,no,,no,no,,,,,,
1125381.0,112538_147,8.0,,1125381.0,no,yes,19.0,yes,yes,,,,,,
1125381.0,112538_146,6.0,112538.0,1125381224.0,yes,yes,20.0,yes,yes,1125381223.0,1125381226.0,1125381227.0,1125381201.0,1125381202.0,1125381204.0
1125381.0,112538_134,9.0,,1125381.0,no,yes,9.0,no,yes,,,,,,
1125381.0,112538_109,2.0,112538.0,1125381221.0,no,yes,17.0,yes,no,1125381222.0,1125381226.0,1125381227.0,1125381201.0,1125381207.0,1125381218.0
1125381.0,112538_114,6.0,112538.0,1125381219.0,no,no,12.0,no,yes,1125381204.0,1125381202.0,1125381201.0,1125381201.0,1125381202.0,1125381204.0
1125381.0,112538_129,,,1125381.0,no,no,,no,no,,,,,,
1125381.0,112538_101,5.0,112538.0,1125381205.0,no,yes,18.0,yes,no,1125381203.0,1125381220.0,1125381217.0,1125381203.0,1125381208.0,1125381211.0
1125381.0,112538_131,6.0,112538.0,1125381211.0,no,yes,14.0,no,yes,1125381203.0,1125381205.0,1125381220.0,1125381203.0,1125381205.0,1125381212.0
1125381.0,112538_112,3.0,112538.0,1125381220.0,no,no,10.0,no,no,1125381236.0,1125381228.0,1125381212.0,1125381233.0,1125381203.0,1125381217.0
1125381.0,112538_144,9.0,112538.0,1125381201.0,yes,yes,24.0,yes,yes,1125381202.0,1125381204.0,1125381207.0,1125381202.0,1125381204.0,1125381218.0
1125381.0,112538_145,4.0,112538.0,1125381225.0,no,no,17.0,yes,no,1125381241.0,1125381234.0,1125381240.0,1125381201.0,1125381202.0,1125381207.0
1125381.0,112538_140,,,1125381.0,no,no,,no,no,,,,,,
1125381.0,112538_138,7.0,,1125381.0,no,no,13.0,no,yes,,,,,,
1125381.0,112538_103,10.0,112538.0,1125381204.0,yes,yes,21.0,yes,yes,1125381201.0,1125381202.0,1125381207.0,1125381201.0,1125381202.0,1125381213.0
1125381.0,112538_118,7.0,112538.0,1125381217.0,yes,yes,18.0,yes,yes,1125381203.0,1125381220.0,1125381211.0,1125381205.0,1125381203.0,1125381220.0
1125381.0,112538_123,,112538.0,1125381215.0,no,no,,no,no,1125381220.0,1125381239.0,1125381232.0,1125381203.0,1125381220.0,1125381239.0
1125381.0,112538_122,11.0,112538.0,1125381202.0,no,yes,23.0,yes,yes,1125381201.0,1125381204.0,1125381224.0,1125381201.0,1125381204.0,1125381203.0
1125381.0,112538_116,5.0,112538.0,1125381218.0,yes,no,20.0,yes,no,1125381213.0,1125381207.0,1125381201.0,1125381201.0,1125381202.0,1125381204.0
1125381.0,112538_127,6.0,112538.0,1125381213.0,yes,no,17.0,yes,yes,1125381202.0,1125381201.0,1125381204.0,1125381204.0,1125381201.0,
1125381.0,112538_120,6.0,,1125381.0,yes,yes,9.0,no,yes,,,,,,
1125381.0,112538_107,,112538.0,1125381222.0,no,no,,no,no,1125381227.0,1125381226.0,1125381221.0,1125381201.0,1125381204.0,1125381202.0
1125381.0,112538_105,,112538.0,1125381203.0,no,no,,no,no,1125381205.0,1125381220.0,1125381212.0,1125381205.0,1125381210.0,1125381211.0
1125381.0,112538_148,1.0,112538.0,1125381229.0,yes,no,13.0,no,no,1125381205.0,1125381217.0,1125381202.0,1125381202.0,1125381205.0,1125381203.0
1125382.0,112538_143,7.0,112538.0,1125382205.0,yes,yes,23.0,yes,yes,1125382202.0,1125382204.0,1125382224.0,1125382202.0,1125382204.0,1125382216.0
1125382.0,112538_115,5.0,112538.0,1125382216.0,yes,no,25.0,yes,no,1125382212.0,1125382206.0,1125382211.0,1125382201.0,1125382207.0,1125382203.0
1125382.0,112538_110,3.0,112538.0,1125382217.0,no,no,8.0,no,no,1125382201.0,1125382209.0,1125382221.0,1125382201.0,1125382207.0,1125382203.0
1125382.0,112538_132,7.0,112538.0,1125382210.0,no,yes,12.0,no,yes,1125382202.0,1125382204.0,1125382208.0,1125382202.0,1125382208.0,1125382204.0
1125382.0,112538_104,11.0,112538.0,1125382203.0,no,yes,21.0,yes,yes,1125382201.0,1125382207.0,1125382213.0,1125382201.0,1125382207.0,1125382213.0
1125382.0,112538_111,13.0,112538.0,1125382202.0,no,yes,22.0,yes,yes,1125382204.0,1125382205.0,1125382208.0,1125382204.0,1125382205.0,
1125382.0,112538_119,4.0,,1125382.0,no,no,15.0,no,no,,,,,,
1125382.0,112538_106,,,1125382.0,no,no,,no,no,,,,,,
1125382.0,112538_139,6.0,112538.0,1125382207.0,no,yes,19.0,yes,yes,1125382211.0,1125382206.0,1125382201.0,1125382201.0,1125382203.0,1125382211.0
1125382.0,112538_102,6.0,112538.0,1125382204.0,yes,yes,21.0,yes,yes,1125382208.0,1125382222.0,1125382202.0,1125382202.0,1125382205.0,1125382208.0
1125382.0,112538_126,4.0,112538.0,1125382213.0,no,no,4.0,no,no,1125382218.0,1125382212.0,1125382216.0,1125382218.0,1125382206.0,1125382212.0
1125382.0,112538_137,5.0,112538.0,1125382208.0,yes,yes,15.0,no,no,1125382204.0,1125382202.0,1125382210.0,1125382202.0,1125382204.0,1125382210.0
1125382.0,112538_128,1.0,112538.0,1125382212.0,no,no,15.0,no,no,1125382206.0,1125382211.0,1125382216.0,1125382207.0,1125382211.0,1125382206.0
1125382.0,112538_133,8.0,112538.0,1125382201.0,yes,no,22.0,yes,yes,1125382203.0,1125382207.0,1125382211.0,1125382203.0,1125382207.0,
1125382.0,112538_130,,112538.0,1125382211.0,no,no,,no,no,1125382201.0,1125382206.0,1125382207.0,1125382201.0,1125382203.0,1125382207.0
1125382.0,112538_152,4.0,112538.0,1125382221.0,no,no,7.0,no,no,1125382209.0,1125382225.0,1125382203.0,1125382209.0,1125382211.0,1125382206.0
1125382.0,112538_124,,,1125382.0,no,no,,no,no,,,,,,
1125382.0,112538_135,7.0,112538.0,1125382209.0,no,yes,19.0,yes,yes,1125382221.0,1125382217.0,,1125382201.0,1125382207.0,1125382221.0
1125382.0,112538_141,8.0,112538.0,1125382206.0,yes,yes,22.0,yes,yes,1125382211.0,1125382207.0,1125382212.0,1125382207.0,1125382211.0,1125382203.0
1125391.0,112539_127,,,1125391.0,no,no,,no,no,,,,,,
1125391.0,112539_112,4.0,,1125391.0,no,no,6.0,no,no,,,,,,
1125391.0,112539_158,3.0,112539.0,1125391218.0,yes,yes,13.0,no,no,1125391201.0,1125391202.0,1125391217.0,1125391201.0,1125391202.0,1125391217.0
1125391.0,112539_152,3.0,112539.0,1125391223.0,no,no,9.0,no,no,1125391231.0,1125391207.0,1125391201.0,1125391205.0,1125391207.0,1125391266.0
1125391.0,112539_129,,112539.0,1125391240.0,no,no,,no,no,1125391219.0,1125391239.0,1125391211.0,1125391201.0,1125391202.0,1125391203.0
1125391.0,112539_136,3.0,112539.0,1125391235.0,no,no,14.0,no,no,1125391214.0,1125391211.0,1125391220.0,1125391206.0,1125391214.0,1125391220.0
1125391.0,112539_132,2.0,,1125391.0,no,no,12.0,no,no,,,,,,
1125391.0,112539_105,,112539.0,1125391253.0,no,no,,no,no,1125391231.0,1125391223.0,,1125391201.0,1125391203.0,1125391204.0
1125391.0,112539_172,2.0,,1125391.0,no,no,10.0,no,no,,,,,,
1125391.0,112539_128,,,1125391.0,no,no,,no,no,,,,,,
1125391.0,112539_163,4.0,112539.0,1125391213.0,yes,yes,12.0,no,no,1125391201.0,1125391228.0,1125391231.0,1125391203.0,1125391212.0,1125391219.0
1125391.0,112539_123,,,1125391.0,no,no,,no,no,,,,,,
1125391.0,112539_131,,112539.0,1125391239.0,no,no,,no,no,1125391240.0,1125391219.0,1125391227.0,1125391240.0,1125391219.0,1125391227.0
1125391.0,112539_104,,112539.0,1125391261.0,no,no,,no,no,1125391221.0,1125391230.0,,1125391219.0,1125391230.0,
1125391.0,112539_125,5.0,112539.0,1125391244.0,yes,yes,19.0,yes,no,1125391216.0,1125391238.0,1125391248.0,1125391216.0,1125391241.0,1125391248.0
