s_merge_id,classroom_id,student_id,friend_1,friend_2,friend_3,support_1,support_2,support_3,el_sitting_cm1,el_sitting_cm2,el_sitting_cm3,el_sitting_cm4,el_sitting_cm5,el_sitting_cm6,el_sitting_cm7,el_sitting_cm8,el_group_pn1,el_group_pn2,el_group_pn3,el_group_pn4,el_group_pn5,el_group_pn6,el_group_pn7,el_group_pn8,el_religion,treatment,subdistrict,girls_school,bl_batch,el_best_tl,el_leader_yn,el,isolated_out_s,isolated_out_f,el_cohort2_cmsize,el_student_id,group_id_g6,bs_male,fs_student_id,academic_1,academic_2,academic_3,emot_1,emot_2,emot_3,isolated_friend_in,isolated_support_in,isolated_friend_out,isolated_support_out
112609_132,1126091,1126091132,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,no,,,88,132,,yes,,,,,,,,0,0,1,1
112665_701,1126651,1126651701,1126651136.0,1126651143.0,1126651117.0,1126651106.0,1126651119.0,1126651116.0,1126651101.0,1126651124.0,1126651111.0,1126651110.0,1126651130.0,1126651136.0,,,1126651104.0,1126651101.0,1126651124.0,1126651123.0,1126651111.0,1126651110.0,1126651130.0,1126651136.0,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,60,701,,yes,,,,,,,,1,1,0,0
112777_614,1127771,1127771614,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,114,614,,yes,,,,,,,,1,1,1,1
112791_180,1127911,1127911180,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,112,180,5.0,no,,,,,,,,1,0,1,1
112785_153,1127851,1127851153,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,120,153,,yes,,,,,,,,0,1,1,1
112855_136,1128551,1128551136,1128551126.0,1128551120.0,1128551112.0,1128551126.0,1128551120.0,1128551107.0,1128551126.0,1128551120.0,1128551112.0,1128551501.0,1128551135.0,1128551107.0,1128551143.0,,1128551126.0,1128551120.0,1128551143.0,1128551112.0,1128551106.0,1128551501.0,,,Muslim,treatment,Shibpur Upazila,no,,no,Yes,yes,0.0,0.0,65,136,7.0,yes,,,,,,,,0,0,0,0
112616_136,1126161,1126161136,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,65,136,6.0,no,,,,,,,,1,1,1,1
112560_124,1125601,1125601124,1125601106.0,1125601137.0,,1125601106.0,1125601113.0,,1125601106.0,1125601113.0,1125601103.0,1125601107.0,,,,,1125601118.0,1125601127.0,1125601137.0,1125601113.0,,,,,Muslim,treatment,Belabo Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,50,124,5.0,no,,,,,,,,1,1,0,0
112722_210,1127221,1127221210,1127221217.0,1127221207.0,1127221111.0,1127221217.0,1127221207.0,1127221111.0,1127221217.0,1127221207.0,1127221111.0,1127221133.0,,,,,,,,,,,,,Non-muslim,control,Palash Upazila,no,Grade 6,no,No,yes,0.0,0.0,124,210,,yes,,,,,,,,0,1,0,0
112800_194,1128001,1128001194,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,146,194,,no,,,,,,,,0,1,1,1
112832_140,1128321,1128321140,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,no,Grade 6,no,No,no,,,73,140,,no,,,,,,,,0,1,1,1
112540_317,1125403,1125403317,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,Grade 7,no,No,no,,,74,317,8.0,no,,,,,,,,1,0,1,1
112551_606,1125511,1125511606,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,86,606,,yes,,,,,,,,1,1,1,1
112793_142,1127931,1127931142,1127931176.0,1127931132.0,1127931186.0,1127931176.0,1127931132.0,1127931126.0,1127931151.0,1127931149.0,1127931132.0,1127931186.0,1127931109.0,1127931110.0,1127931130.0,1127931106.0,,1127931152.0,1127931149.0,1127931132.0,1127931186.0,1127931109.0,1127931110.0,1127931119.0,Muslim,treatment,Raipura Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,81,142,1.0,no,,,,,,,,0,0,0,0
112773_167,1127731,1127731167,1127731166.0,1127731135.0,1127731125.0,1127731166.0,1127731135.0,1127731175.0,1127731166.0,1127731135.0,1127731175.0,1127731168.0,1127731169.0,1127731163.0,1127731161.0,1127731160.0,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,135,167,,yes,,,,,,,,0,0,0,0
112786_602,1127861,1127861602,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,63,602,,yes,,,,,,,,1,1,1,1
112844_185,1128441,1128441185,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,90,185,,yes,,,,,,,,1,1,1,1
112594_187,1125941,1125941187,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,86,187,,no,,,,,,,,1,1,1,1
112662_105,1126621,1126621105,1126621138.0,1126621132.0,1126621140.0,1126621114.0,1126621138.0,1126621140.0,1126621119.0,1126621111.0,1126621138.0,1126621132.0,1126621116.0,1126621163.0,1126621164.0,1126621114.0,1126621119.0,1126621111.0,1126621138.0,1126621132.0,1126621116.0,1126621163.0,1126621164.0,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 6,yes,Yes,yes,0.0,0.0,69,105,2.0,yes,,,,,,,,0,0,0,0
112667_247,1126671,1126671247,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,247,,yes,,,,,,,,1,1,1,1
137021_612,1370211,1370211612,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,67,612,,yes,,,,,,,,1,1,1,1
112735_113,1127351,1127351113,,,,,,,,,,,,,,,,,,,,,,,Non-muslim,treatment,Palash Upazila,no,Grade 6,no,No,no,,,47,113,,no,,,,,,,,1,1,1,1
112594_179,1125941,1125941179,1125941108.0,1125941101.0,1125941156.0,1125941118.0,1125941108.0,1125941156.0,1125941108.0,1125941101.0,1125941156.0,1125941113.0,1125941118.0,1125941137.0,1125941169.0,1125941119.0,1125941108.0,1125941111.0,1125941128.0,1125941156.0,1125941169.0,1125941177.0,1125941166.0,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,86,179,6.0,no,,,,,,,,1,0,0,0
137021_610,1370211,1370211610,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,67,610,,no,,,,,,,,1,1,1,1
112666_251,1126662,1126662251,1126662287.0,1126662138.0,1126662110.0,1126662212.0,1126662271.0,,1126662110.0,1126662287.0,1126662380.0,1126662394.0,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,75,251,,no,,,,,,,,0,0,0,0
112793_111,1127931,1127931111,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,81,111,1.0,no,,,,,,,,1,0,1,1
112663_602,1126631,1126631602,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,85,602,,yes,,,,,,,,1,1,1,1
112666_602,1126661,1126661602,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,74,602,,yes,,,,,,,,1,1,1,1
112588_153,1125881,1125881153,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,108,153,,yes,,,,,,,,1,1,1,1
112792_603,1127921,1127921603,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,96,603,,yes,,,,,,,,1,1,1,1
112666_601,1126661,1126661601,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,74,601,,yes,,,,,,,,1,1,1,1
133870_603,1338701,1338701603,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,69,603,,no,,,,,,,,1,1,1,1
112844_125,1128441,1128441125,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,90,125,4.0,yes,,,,,,,,1,1,1,1
112776_152,1127762,1127762152,1127762144.0,1127762110.0,1127762112.0,1127762124.0,1127762130.0,1127762134.0,1127762106.0,1127762104.0,1127762125.0,1127762127.0,1127762130.0,1127762133.0,1127762136.0,1127762119.0,1127762174.0,1127762168.0,1127762172.0,1127762149.0,1127762153.0,1127762173.0,1127762150.0,1127762118.0,Muslim,treatment,Raipura Upazila,no,,no,Yes,yes,0.0,0.0,115,152,,no,,,,,,,,0,0,0,0
112589_189,1125891,1125891189,1125891165.0,,,1125891107.0,,,1125891165.0,1125891107.0,1125891101.0,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,yes,0.0,0.0,82,189,,yes,,,,,,,,1,1,0,0
112539_134,1125391,1125391134,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,yes,,no,No,no,,,75,134,,no,,,,,,,,1,1,1,1
112663_128,1126631,1126631128,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,85,128,,yes,,,,,,,,1,0,1,1
112663_117,1126631,1126631117,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,85,117,,yes,,,,,,,,0,0,1,1
112558_102,1125581,1125581102,1125581150.0,1125581113.0,1125581179.0,1125581150.0,1125581101.0,1125581179.0,1125581162.0,1125581179.0,1125581113.0,1125581154.0,,,,,,,,,,,,,Muslim,control,Belabo Upazila,yes,Grade 6,no,No,yes,0.0,0.0,82,102,,no,,,,,,,,0,0,0,0
112661_101,1126611,1126611101,1126611103.0,1126611135.0,1126611139.0,1126611135.0,1126611103.0,1126611106.0,1126611135.0,1126611103.0,1126611139.0,1126611142.0,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,yes,Grade 6,no,No,yes,0.0,0.0,48,101,,no,,,,,,,,0,0,0,0
112738_602,1127381,1127381602,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,yes,,no,No,no,,,31,602,,no,,,,,,,,1,1,1,1
112597_149,1125971,1125971149,1125971138.0,1125971114.0,1125971102.0,1125971138.0,1125971114.0,1125971102.0,1125971138.0,1125971114.0,1125971102.0,1125971115.0,1125971127.0,,,,1125971115.0,1125971138.0,1125971127.0,1125971139.0,1125971148.0,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,yes,Yes,yes,0.0,0.0,58,149,4.0,yes,,,,,,,,0,0,0,0
112842_125,1128421,1128421125,1128421142.0,1128421113.0,1128421123.0,1128421117.0,,1128421112.0,1128421165.0,1128421153.0,1128421154.0,1128421142.0,1128421130.0,1128421119.0,1128421108.0,1128421103.0,,,,,,,,,Muslim,control,Shibpur Upazila,no,,no,No,yes,0.0,0.0,69,125,,yes,,,,,,,,1,1,0,0
112663_181,1126631,1126631181,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,85,181,,no,,,,,,,,1,1,1,1
112610_108,1126101,1126101108,1126101106.0,1126101107.0,1126101103.0,1126101136.0,1126101145.0,1126101152.0,1126101101.0,1126101106.0,1126101107.0,1126101139.0,1126101142.0,,,,,,,,,,,,Muslim,control,Monohardi Upazila,yes,,no,No,yes,0.0,0.0,67,108,,no,,,,,,,,0,0,0,0
112765_120,1127651,1127651120,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,145,120,4.0,yes,,,,,,,,0,0,1,1
112747_114,1127471,1127471114,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,no,,,51,114,,no,,,,,,,,1,0,1,1
112820_1012,1128201,1128201012,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,89,12,,yes,,,,,,,,1,1,1,1
112726_221,1127261,1127261221,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,No,no,,,135,221,12.0,yes,,,,,,,,1,1,1,1
112620_117,1126201,1126201117,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,120,117,,yes,,,,,,,,1,1,1,1
112663_147,1126631,1126631147,1126631148.0,1126631115.0,1126631143.0,1126631143.0,1126631115.0,,1126631148.0,1126631143.0,1126631115.0,1126631117.0,1126631172.0,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,85,147,,yes,,,,,,,,0,1,0,0
112614_165,1126141,1126141165,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,no,,,76,165,,no,,,,,,,,1,0,1,1
112666_606,1126661,1126661606,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,74,606,,yes,,,,,,,,1,1,1,1
112544_177,1125441,1125441177,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,no,,,76,177,,yes,,,,,,,,1,1,1,1
112802_618,1128021,1128021618,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,81,618,,yes,,,,,,,,1,1,1,1
112695_127,1126951,1126951127,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,yes,Grade 6,no,No,no,,,113,127,,no,,,,,,,,1,1,1,1
112666_337,1126661,1126661337,,,,,,,,,,,,,,,,,,,,,,,Non-muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,74,337,,no,,,,,,,,1,0,1,1
112835_107,1128352,1128352107,1128352140.0,,,1128352204.0,1128352102.0,,1128352205.0,1128352199.0,1128352138.0,1128352134.0,,,,,1128352204.0,1128352199.0,1128352138.0,1128352134.0,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,yes,0.0,0.0,115,107,,yes,,,,,,,,1,0,0,0
112730_181,1127301,1127301181,1127301191.0,1127301155.0,1127301182.0,1127301191.0,1127301155.0,1127301208.0,1127301182.0,1127301191.0,1127301155.0,1127301208.0,1127301118.0,1127301192.0,,,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 6,no,No,yes,0.0,0.0,115,181,,yes,,,,,,,,0,0,0,0
112726_195,1127261,1127261195,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,No,no,,,135,195,15.0,no,,,,,,,,1,1,1,1
112787_134,1127871,1127871134,1127871155.0,1127871121.0,1127871105.0,1127871103.0,1127871155.0,1127871131.0,1127871132.0,1127871155.0,1127871131.0,1127871105.0,1127871117.0,1127871114.0,1127871103.0,1127871101.0,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,75,134,,no,,,,,,,,0,0,0,0
112663_140,1126631,1126631140,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,85,140,,yes,,,,,,,,0,1,1,1
112726_232,1127261,1127261232,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,No,no,,,135,232,9.0,yes,,,,,,,,1,1,1,1
112726_242,1127261,1127261242,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,No,no,,,135,242,7.0,yes,,,,,,,,1,1,1,1
112604_113,1126041,1126041113,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,53,113,2.0,no,,,,,,,,1,1,1,1
112794_155,1127941,1127941155,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,106,155,,yes,,,,,,,,1,0,1,1
112667_257,1126671,1126671257,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,257,,yes,,,,,,,,1,1,1,1
112826_608,1128261,1128261608,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,87,608,,no,,,,,,,,1,1,1,1
112820_141,1128201,1128201141,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,89,141,4.0,yes,,,,,,,,1,1,1,1
112666_111,1126661,1126661111,1126661342.0,1126661329.0,1126661288.0,1126661329.0,1126661288.0,1126661373.0,1126661329.0,1126661288.0,1126661210.0,1126661342.0,1126661355.0,1126661137.0,1126661373.0,1126661305.0,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,74,111,,yes,,,,,,,,1,0,0,0
112695_106,1126951,1126951106,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,yes,Grade 7,no,No,no,,,113,106,,no,,,,,,,,1,1,1,1
112778_137,1127781,1127781137,1127781147.0,,,1127781150.0,1127781145.0,,1127781197.0,1127781172.0,1127781167.0,1127781183.0,1127781158.0,1127781145.0,,,1127781127.0,1127781146.0,1127781172.0,1127781133.0,1127781167.0,,1127781160.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,113,137,8.0,no,,,,,,,,1,1,0,0
112624_602,1126241,1126241602,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,104,602,,yes,,,,,,,,1,1,1,1
112738_113,1127381,1127381113,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,yes,,no,No,no,,,31,113,,no,,,,,,,,1,1,1,1
112884_164,1128841,1128841164,1128841101.0,1128841142.0,1128841158.0,1128841101.0,1128841142.0,1128841134.0,1128841101.0,1128841142.0,1128841160.0,1128841120.0,1128841131.0,1128841134.0,1128841138.0,1128841155.0,1128841163.0,1128841155.0,1128841146.0,1128841137.0,1128841128.0,1128841119.0,1128841111.0,,Muslim,treatment,Shibpur Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,68,164,7.0,no,,,,,,,,0,0,0,0
112726_180,1127261,1127261180,1127261122.0,1127261203.0,1127261199.0,1127261122.0,,,1127261182.0,1127261124.0,1127261125.0,1127261141.0,1127261152.0,1127261108.0,1127261196.0,1127261153.0,1127261203.0,1127261197.0,1127261196.0,1127261182.0,1127261202.0,1127261172.0,1127261153.0,1127261152.0,Muslim,treatment,Palash Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,135,180,14.0,no,,,,,,,,0,0,0,0
112666_248,1126661,1126661248,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,74,248,,yes,,,,,,,,1,1,1,1
112614_133,1126141,1126141133,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,no,,,76,133,,no,,,,,,,,0,1,1,1
112825_120,1128251,1128251120,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,yes,Grade 6,no,No,no,,,115,120,,no,,,,,,,,1,1,1,1
112585_175,1125851,1125851175,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,79,175,,yes,,,,,,,,1,1,1,1
112849_141,1128491,1128491141,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,yes,,no,No,no,,,47,141,,no,,,,,,,,1,1,1,1
133870_124,1338701,1338701124,1338701150.0,,,1338701150.0,1338701142.0,1338701102.0,1338701150.0,1338701142.0,1338701152.0,1338701103.0,1338701121.0,1338701126.0,1338701128.0,1338701129.0,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,yes,0.0,0.0,69,124,,no,,,,,,,,0,0,0,0
112544_102,1125441,1125441102,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,Grade 6,no,No,no,,,76,102,5.0,yes,,,,,,,,1,1,1,1
134971_155,1349711,1349711155,1349711129.0,,,1349711159.0,1349711153.0,,1349711143.0,1349711190.0,1349711101.0,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,87,155,,yes,,,,,,,,1,0,0,0
112843_118,1128431,1128431118,1128431150.0,1128431149.0,1128431144.0,1128431140.0,1128431108.0,1128431131.0,1128431167.0,1128431165.0,1128431162.0,1128431159.0,1128431154.0,1128431149.0,,,1128431149.0,1128431140.0,1128431106.0,1128431123.0,1128431128.0,1128431171.0,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,yes,0.0,0.0,71,118,5.0,no,,,,,,,,0,0,0,0
112747_138,1127471,1127471138,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 6,no,No,no,,,51,138,,no,,,,,,,,1,1,1,1
112785_169,1127851,1127851169,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,120,169,,yes,,,,,,,,1,1,1,1
112662_166,1126621,1126621166,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,yes,1.0,1.0,69,166,,no,,,,,,,,0,0,1,1
134399_185,1343991,1343991185,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,Grade 6,no,No,no,,,83,185,,yes,,,,,,,,0,0,1,1
112557_125,1125571,1125571125,1125571154.0,,,1125571151.0,1125571102.0,,1125571154.0,1125571151.0,1125571119.0,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,Grade 6,no,No,yes,0.0,0.0,65,125,,yes,,,,,,,,0,0,0,0
112685_107,1126852,1126852107,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,93,107,,no,,,,,,,,1,1,1,1
112797_128,1127971,1127971128,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,34,128,3.0,yes,,,,,,,,1,1,1,1
112841_119,1128411,1128411119,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,no,Grade 6,no,No,no,,,60,119,,no,,,,,,,,0,1,1,1
112620_1029,1126201,1126201029,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,120,29,,no,,,,,,,,1,1,1,1
112545_214,1125452,1125452214,1125452225.0,1125452250.0,1125452255.0,1125452225.0,1125452255.0,1125452250.0,1125452225.0,1125452256.0,1125452255.0,1125452247.0,1125452508.0,1125452237.0,1125452244.0,,1125452225.0,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,yes,0.0,0.0,104,214,3.0,yes,,,,,,,,0,0,0,0
112765_219,1127651,1127651219,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,145,219,2.0,yes,,,,,,,,1,1,1,1
112777_174,1127771,1127771174,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,114,174,7.0,no,,,,,,,,1,1,1,1
112667_177,1126671,1126671177,1126671209.0,1126671179.0,1126671145.0,1126671145.0,1126671209.0,1126671179.0,1126671179.0,1126671209.0,1126671145.0,1126671144.0,,1126671120.0,1126671107.0,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,153,177,,no,,,,,,,,0,0,0,0
112794_110,1127941,1127941110,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,106,110,,yes,,,,,,,,0,1,1,1
112784_607,1127841,1127841607,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,88,607,,no,,,,,,,,1,1,1,1
112779_182,1127791,1127791182,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,83,182,,yes,,,,,,,,1,1,1,1
112830_120,1128301,1128301120,1128301126.0,1128301102.0,1128301128.0,1128301126.0,1128301137.0,1128301101.0,1128301137.0,1128301101.0,1128301115.0,1128301131.0,1128301181.0,1128301117.0,,,1128301181.0,1128301154.0,1128301137.0,1128301131.0,1128301115.0,1128301114.0,1128301101.0,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,112,120,9.0,yes,,,,,,,,0,0,0,0
112607_124,1126071,1126071124,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,yes,Grade 6,no,No,no,,,51,124,3.0,no,,,,,,,,0,0,1,1
112545_279,1125451,1125451279,,,,,,,,,,,,,,,,,,,,,,,Non-muslim,treatment,Belabo Upazila,no,Grade 6,no,No,no,,,110,279,3.0,yes,,,,,,,,1,1,1,1
112666_145,1126662,1126662145,1126662363.0,,,1126662123.0,1126662505.0,1126662125.0,1126662206.0,1126662505.0,1126662363.0,1126662123.0,1126662125.0,1126662127.0,1126662218.0,1126662129.0,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 7,no,No,yes,0.0,0.0,75,145,,no,,,,,,,,1,1,0,0
112791_614,1127911,1127911614,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,112,614,,yes,,,,,,,,1,1,1,1
112789_610,1127891,1127891610,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,no,,,81,610,,no,,,,,,,,1,1,1,1
112560_110,1125601,1125601110,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,Grade 6,no,No,no,,,50,110,,yes,,,,,,,,1,1,1,1
112666_274,1126664,1126664274,1126664169.0,1126664191.0,1126664353.0,1126664390.0,1126664388.0,1126664419.0,1126664309.0,1126664419.0,1126664191.0,1126664353.0,1126664169.0,,,,,,,,,,,,Non-muslim,control,Narsingdi Sadar Upazila,no,Grade 7,no,No,yes,0.0,0.0,67,274,,no,,,,,,,,0,1,0,0
112730_191,1127301,1127301191,1127301181.0,1127301155.0,,1127301181.0,1127301155.0,,,1127301181.0,1127301155.0,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 6,no,No,yes,0.0,0.0,115,191,,yes,,,,,,,,0,0,0,0
112609_169,1126091,1126091169,1126091161.0,1126091142.0,1126091150.0,1126091150.0,1126091141.0,1126091161.0,1126091161.0,1126091141.0,1126091150.0,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,yes,0.0,0.0,88,169,,yes,,,,,,,,0,0,0,0
112623_116,1126231,1126231116,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,106,116,5.0,no,,,,,,,,1,1,1,1
112540_713,1125401,1125401713,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,Grade 7,no,No,no,,,77,713,,yes,,,,,,,,1,1,1,1
112695_151,1126951,1126951151,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,yes,Grade 6,no,No,no,,,113,151,,no,,,,,,,,0,1,1,1
