s_merge_id,classroom_id,student_id,friend_1,friend_2,friend_3,support_1,support_2,support_3,el_sitting_cm1,el_sitting_cm2,el_sitting_cm3,el_sitting_cm4,el_sitting_cm5,el_sitting_cm6,el_sitting_cm7,el_sitting_cm8,el_group_pn1,el_group_pn2,el_group_pn3,el_group_pn4,el_group_pn5,el_group_pn6,el_group_pn7,el_group_pn8,el_religion,treatment,subdistrict,girls_school,bl_batch,el_best_tl,el_leader_yn,el,isolated_out_s,isolated_out_f,el_cohort2_cmsize,el_student_id,group_id_g6,bs_male,fs_student_id,academic_1,academic_2,academic_3,emot_1,emot_2,emot_3,isolated_friend_in,isolated_support_in,isolated_friend_out,isolated_support_out
112798_116,1127981,1127981116,1127981141.0,1127981104.0,1127981136.0,1127981133.0,1127981127.0,1127981110.0,1127981111.0,1127981127.0,1127981133.0,1127981121.0,,,,,1127981127.0,1127981133.0,1127981141.0,1127981111.0,1127981167.0,1127981102.0,1127981121.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,116,3.0,no,1127981240.0,1127981204.0,1127981222.0,1127981220.0,1127981204.0,1127981238.0,1127981222.0,0,1,0,0
112798_142,1127981,1127981142,1127981123.0,,,1127981153.0,1127981702.0,1127981150.0,1127981134.0,1127981106.0,1127981128.0,1127981117.0,1127981104.0,,,,1127981135.0,1127981126.0,1127981115.0,1127981128.0,1127981127.0,1127981133.0,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,142,,no,1127981245.0,1127981239.0,1127981225.0,,1127981239.0,1127981225.0,,0,0,0,0
112798_120,1127981,1127981120,1127981132.0,1127981134.0,1127981113.0,1127981134.0,1127981132.0,1127981113.0,1127981123.0,1127981101.0,1127981139.0,1127981132.0,1127981126.0,1127981110.0,1127981134.0,1127981113.0,1127981168.0,1127981110.0,1127981126.0,1127981132.0,1127981139.0,1127981101.0,1127981123.0,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,64,120,3.0,no,1127981222.0,1127981218.0,1127981249.0,1127981217.0,1127981202.0,1127981248.0,1127981217.0,0,0,0,0
112798_131,1127981,1127981131,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,,no,No,no,,,64,131,1.0,no,1127981215.0,1127981235.0,1127981251.0,1127981238.0,1127981238.0,1127981250.0,1127981223.0,0,0,1,1
112798_122,1127981,1127981122,,,,,,,,,,,,,,,,,,,,,,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,no,,,64,122,5.0,no,1127981212.0,1127981246.0,1127981237.0,1127981209.0,1127981246.0,1127981237.0,1127981229.0,1,1,1,1
112798_702,1127981,1127981702,1127981142.0,1127981139.0,1127981138.0,1127981142.0,1127981139.0,1127981138.0,1127981105.0,1127981136.0,1127981124.0,1127981118.0,1127981113.0,1127981145.0,1127981130.0,,1127981167.0,1127981155.0,1127981166.0,1127981122.0,1127981124.0,1127981104.0,1127981110.0,1127981106.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,702,5.0,no,1127981221.0,1127981229.0,1127981230.0,1127981205.0,1127981204.0,1127981224.0,1127981245.0,0,0,0,0
112798_152,1127981,1127981152,1127981115.0,1127981138.0,,1127981115.0,1127981134.0,1127981132.0,1127981115.0,1127981138.0,1127981125.0,,,,,,1127981102.0,1127981101.0,1127981138.0,1127981129.0,1127981107.0,1127981163.0,1127981169.0,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,152,2.0,no,1127981218.0,1127981230.0,1127981225.0,1127981249.0,1127981230.0,1127981225.0,1127981248.0,0,0,0,0
112798_112,1127981,1127981112,1127981168.0,1127981143.0,1127981153.0,1127981168.0,1127981138.0,1127981143.0,1127981168.0,1127981143.0,1127981153.0,1127981122.0,1127981147.0,1127981133.0,1127981150.0,1127981115.0,1127981129.0,1127981144.0,1127981147.0,1127981107.0,1127981150.0,1127981135.0,1127981104.0,,Muslim,treatment,Raipura Upazila,yes,,no,Yes,yes,0.0,0.0,64,112,4.0,no,1127981.0,,,,,,,0,1,0,0
112798_144,1127981,1127981144,1127981104.0,1127981150.0,1127981147.0,1127981132.0,1127981120.0,1127981147.0,1127981104.0,1127981150.0,1127981135.0,1127981129.0,1127981147.0,1127981112.0,1127981107.0,,1127981104.0,1127981150.0,1127981135.0,1127981129.0,1127981147.0,1127981107.0,,,Muslim,treatment,Raipura Upazila,yes,,no,Yes,yes,0.0,0.0,64,144,,no,1127981219.0,1127981214.0,1127981222.0,1127981251.0,1127981214.0,1127981223.0,1127981202.0,0,0,0,0
112798_118,1127981,1127981118,1127981153.0,1127981123.0,1127981114.0,1127981114.0,1127981104.0,1127981105.0,1127981108.0,1127981153.0,1127981123.0,1127981104.0,1127981114.0,1127981105.0,1127981152.0,1127981139.0,1127981105.0,1127981130.0,1127981159.0,1127981154.0,1127981124.0,1127981136.0,1127981145.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,118,,no,1127981201.0,1127981243.0,1127981221.0,1127981214.0,1127981243.0,1127981237.0,1127981229.0,0,0,0,0
112798_115,1127981,1127981115,1127981152.0,1127981138.0,1127981103.0,1127981153.0,1127981152.0,1127981138.0,1127981152.0,1127981138.0,1127981125.0,,,,,,1127981142.0,1127981139.0,1127981136.0,1127981135.0,1127981133.0,1127981128.0,1127981118.0,1127981168.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,115,,no,1127981230.0,1127981218.0,1127981209.0,1127981224.0,1127981209.0,1127981218.0,1127981225.0,0,0,0,0
112798_139,1127981,1127981139,1127981153.0,1127981103.0,1127981141.0,1127981103.0,1127981141.0,1127981123.0,1127981123.0,1127981101.0,1127981132.0,1127981126.0,1127981120.0,1127981168.0,1127981110.0,,1127981115.0,1127981142.0,1127981136.0,1127981135.0,1127981133.0,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,139,,no,1127981214.0,1127981235.0,1127981249.0,1127981236.0,1127981249.0,1127981219.0,1127981223.0,0,0,0,0
112798_138,1127981,1127981138,1127981153.0,1127981103.0,1127981115.0,1127981153.0,1127981103.0,1127981115.0,1127981115.0,1127981152.0,1127981125.0,,,,,,1127981102.0,1127981101.0,1127981129.0,,,,,,Muslim,treatment,Raipura Upazila,yes,,no,Yes,yes,0.0,0.0,64,138,2.0,no,1127981225.0,1127981229.0,1127981249.0,1127981218.0,1127981229.0,1127981218.0,1127981250.0,0,0,0,0
112798_125,1127981,1127981125,1127981120.0,1127981134.0,1127981127.0,1127981120.0,1127981153.0,1127981154.0,1127981115.0,1127981152.0,1127981138.0,1127981114.0,1127981108.0,1127981131.0,,,1127981153.0,1127981115.0,1127981103.0,1127981158.0,,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,125,4.0,no,1127981202.0,1127981245.0,1127981243.0,1127981234.0,1127981234.0,1127981224.0,1127981205.0,1,0,0,0
112798_119,1127981,1127981119,1127981105.0,1127981127.0,1127981126.0,1127981126.0,1127981110.0,1127981131.0,1127981115.0,1127981138.0,1127981152.0,1127981125.0,1127981131.0,1127981108.0,1127981114.0,,,1127981115.0,1127981138.0,1127981152.0,1127981134.0,1127981108.0,1127981114.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,119,4.0,no,1127981241.0,1127981248.0,1127981246.0,1127981210.0,1127981246.0,1127981210.0,1127981207.0,0,0,0,0
112798_153,1127981,1127981153,1127981103.0,1127981138.0,,1127981103.0,1127981138.0,,1127981103.0,1127981143.0,1127981122.0,,,,,,1127981103.0,1127981141.0,1127981119.0,1127981111.0,1127981106.0,1127981158.0,1127981154.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,yes,Yes,yes,0.0,0.0,64,153,,no,1127981237.0,1127981229.0,1127981225.0,1127981236.0,1127981229.0,1127981236.0,1127981225.0,0,0,0,0
112798_123,1127981,1127981123,1127981104.0,1127981167.0,,1127981153.0,1127981104.0,1127981167.0,1127981139.0,1127981132.0,1127981120.0,,,,,,1127981150.0,1127981132.0,1127981120.0,1127981121.0,1127981134.0,1127981116.0,1127981117.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,yes,Yes,yes,0.0,0.0,64,123,3.0,no,1127981249.0,1127981235.0,1127981248.0,,1127981248.0,1127981235.0,,0,0,0,0
112798_133,1127981,1127981133,1127981150.0,1127981132.0,1127981116.0,1127981153.0,1127981167.0,1127981168.0,1127981102.0,1127981121.0,1127981168.0,,,,,,1127981139.0,1127981136.0,1127981142.0,1127981115.0,1127981128.0,1127981118.0,,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,yes,Yes,yes,0.0,0.0,64,133,,no,1127981226.0,1127981239.0,1127981236.0,1127981225.0,1127981221.0,1127981236.0,1127981239.0,1,0,0,0
112798_169,1127981,1127981169,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,,no,No,no,,,64,169,,no,1127981.0,,,,,,,0,1,1,1
112798_103,1127981,1127981103,1127981153.0,1127981138.0,,1127981153.0,1127981138.0,,1127981153.0,1127981134.0,1127981142.0,,,,,,1127981153.0,1127981141.0,1127981119.0,1127981111.0,1127981106.0,1127981108.0,1127981154.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,103,4.0,no,1127981229.0,1127981237.0,1127981225.0,1127981236.0,1127981237.0,1127981225.0,1127981236.0,0,0,0,0
112798_127,1127981,1127981127,1127981141.0,1127981138.0,1127981144.0,1127981153.0,1127981147.0,1127981134.0,1127981167.0,1127981133.0,1127981121.0,1127981102.0,1127981116.0,1127981141.0,,,1127981102.0,1127981141.0,1127981116.0,1127981133.0,1127981167.0,1127981121.0,1127981111.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,127,,no,1127981204.0,1127981229.0,1127981221.0,1127981203.0,1127981224.0,1127981225.0,1127981221.0,0,0,0,0
112798_111,1127981,1127981111,1127981103.0,1127981136.0,1127981138.0,1127981103.0,1127981136.0,1127981124.0,1127981103.0,1127981136.0,1127981124.0,1127981138.0,1127981141.0,1127981121.0,1127981139.0,,1127981141.0,1127981121.0,,1127981116.0,1127981102.0,1127981167.0,1127981127.0,1127981133.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,111,4.0,no,1127981.0,,,,,,,0,0,0,0
112798_130,1127981,1127981130,1127981127.0,1127981105.0,,1127981105.0,1127981127.0,,1127981702.0,1127981105.0,1127981136.0,1127981124.0,1127981118.0,1127981113.0,,,1127981123.0,1127981117.0,1127981121.0,1127981150.0,,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,130,3.0,no,1127981.0,,,,,,,0,0,0,0
112798_110,1127981,1127981110,1127981131.0,1127981105.0,1127981126.0,1127981131.0,1127981123.0,1127981139.0,,1127981123.0,1127981101.0,1127981132.0,1127981168.0,1127981126.0,1127981120.0,1127981127.0,,1127981123.0,1127981139.0,1127981132.0,,1127981130.0,1127981129.0,1127981101.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,64,110,5.0,no,1127981238.0,1127981215.0,1127981249.0,1127981220.0,1127981215.0,1127981240.0,1127981228.0,0,0,0,0
112798_124,1127981,1127981124,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,no,,,64,124,5.0,no,1127981239.0,1127981226.0,1127981229.0,1127981245.0,1127981245.0,1127981225.0,1127981226.0,0,0,1,1
112798_168,1127981,1127981168,1127981163.0,1127981153.0,1127981167.0,1127981153.0,1127981167.0,1127981123.0,1127981123.0,1127981101.0,1127981110.0,1127981126.0,1127981132.0,1127981139.0,,,1127981123.0,1127981101.0,1127981132.0,1127981126.0,1127981120.0,1127981110.0,,,Muslim,treatment,Raipura Upazila,yes,,no,Yes,yes,0.0,0.0,64,168,,no,1127981205.0,1127981207.0,1127981243.0,1127981210.0,1127981248.0,1127981243.0,1127981210.0,0,0,0,0
112798_150,1127981,1127981150,1127981101.0,1127981104.0,1127981153.0,1127981153.0,1127981103.0,1127981101.0,1127981104.0,1127981135.0,1127981144.0,1127981147.0,1127981112.0,1127981129.0,,,1127981123.0,1127981130.0,1127981117.0,1127981120.0,1127981132.0,1127981134.0,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,150,3.0,no,1127981217.0,1127981248.0,1127981251.0,1127981222.0,1127981248.0,1127981251.0,1127981222.0,0,0,0,0
112798_113,1127981,1127981113,1127981128.0,1127981120.0,1127981134.0,1127981128.0,1127981134.0,1127981120.0,1127981105.0,1127981702.0,1127981136.0,1127981130.0,1127981124.0,1127981118.0,1127981145.0,,1127981105.0,1127981702.0,1127981136.0,1127981130.0,1127981124.0,1127981118.0,1127981145.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,113,1.0,no,1127981.0,,,,,,,0,0,0,0
112798_121,1127981,1127981121,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,no,,,64,121,3.0,no,1127981224.0,1127981230.0,1127981236.0,1127981209.0,1127981250.0,1127981236.0,1127981204.0,1,0,1,1
112798_104,1127981,1127981104,1127981123.0,1127981150.0,1127981130.0,1127981153.0,1127981123.0,1127981150.0,1127981150.0,1127981135.0,1127981129.0,1127981144.0,1127981112.0,1127981107.0,1127981147.0,,1127981167.0,1127981166.0,1127981122.0,1127981155.0,1127981106.0,1127981159.0,1127981112.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,104,5.0,no,1127981248.0,1127981249.0,1127981217.0,1127981218.0,1127981217.0,1127981218.0,1127981205.0,0,0,0,0
112798_141,1127981,1127981141,1127981139.0,1127981167.0,,1127981102.0,1127981167.0,1127981139.0,1127981167.0,1127981102.0,1127981133.0,1127981127.0,1127981121.0,1127981116.0,1127981111.0,,1127981153.0,1127981103.0,1127981119.0,1127981111.0,1127981154.0,1127981112.0,,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,yes,Yes,yes,0.0,0.0,64,141,4.0,no,1127981236.0,1127981214.0,1127981229.0,1127981237.0,1127981214.0,1127981229.0,1127981224.0,0,0,0,0
112798_105,1127981,1127981105,1127981102.0,1127981130.0,1127981144.0,1127981102.0,1127981130.0,1127981144.0,1127981702.0,1127981136.0,1127981130.0,1127981113.0,1127981145.0,1127981118.0,1127981124.0,,1127981131.0,1127981126.0,1127981114.0,1127981108.0,1127981155.0,1127981156.0,1127981160.0,1127981161.0,Muslim,treatment,Raipura Upazila,yes,,yes,Yes,yes,0.0,0.0,64,105,1.0,no,1127981207.0,1127981232.0,1127981209.0,,1127981232.0,1127981219.0,1127981209.0,0,0,0,0
112798_135,1127981,1127981135,1127981104.0,1127981129.0,,1127981104.0,1127981129.0,1127981117.0,1127981150.0,1127981104.0,1127981129.0,1127981147.0,1127981112.0,,,,1127981115.0,1127981142.0,1127981128.0,1127981168.0,1127981133.0,1127981118.0,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,135,,no,1127981250.0,1127981207.0,1127981248.0,1127981217.0,1127981207.0,1127981224.0,1127981234.0,0,0,0,0
112798_128,1127981,1127981128,1127981113.0,1127981169.0,1127981168.0,1127981153.0,1127981113.0,1127981134.0,1127981153.0,1127981134.0,1127981103.0,1127981142.0,1127981117.0,1127981143.0,,1127981122.0,1127981136.0,1127981142.0,1127981133.0,1127981155.0,,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,128,,no,1127981.0,,,,,,,0,0,0,0
112798_126,1127981,1127981126,1127981153.0,1127981138.0,1127981119.0,1127981119.0,1127981123.0,1127981139.0,1127981123.0,1127981139.0,1127981101.0,1127981132.0,1127981120.0,1127981168.0,1127981110.0,,1127981105.0,1127981131.0,1127981113.0,1127981108.0,1127981156.0,1127981158.0,1127981161.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,126,1.0,no,1127981210.0,1127981205.0,1127981243.0,1127981241.0,1127981205.0,1127981243.0,1127981241.0,0,0,0,0
112798_129,1127981,1127981129,1127981105.0,1127981132.0,,1127981153.0,1127981105.0,1127981135.0,1127981135.0,1127981150.0,1127981104.0,1127981112.0,1127981147.0,,,,1127981102.0,1127981101.0,1127981138.0,1127981107.0,1127981163.0,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,129,2.0,no,1127981246.0,1127981212.0,1127981241.0,1127981251.0,1127981241.0,1127981212.0,1127981248.0,0,0,0,0
112798_147,1127981,1127981147,1127981112.0,1127981103.0,1127981150.0,1127981111.0,1127981136.0,1127981103.0,1127981104.0,1127981150.0,1127981135.0,1127981129.0,1127981144.0,1127981112.0,1127981107.0,,1127981112.0,1127981107.0,1127981150.0,1127981129.0,1127981144.0,1127981135.0,1127981104.0,,Muslim,treatment,Raipura Upazila,yes,,no,No,yes,0.0,0.0,64,147,,no,1127981228.0,1127981247.0,1127981214.0,1127981235.0,1127981247.0,1127981214.0,,0,0,0,0
112798_114,1127981,1127981114,1127981702.0,1127981107.0,1127981106.0,1127981702.0,1127981107.0,1127981153.0,1127981107.0,1127981105.0,1127981153.0,1127981702.0,1127981124.0,1127981136.0,1127981130.0,1127981117.0,1127981105.0,1127981702.0,1127981136.0,1127981124.0,1127981118.0,1127981130.0,1127981113.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,114,1.0,no,1127981208.0,1127981229.0,1127981230.0,1127981237.0,1127981205.0,1127981210.0,1127981207.0,0,0,0,0
112798_167,1127981,1127981167,1127981123.0,1127981103.0,,1127981123.0,1127981104.0,,1127981102.0,1127981141.0,1127981111.0,,,,,,1127981104.0,1127981702.0,1127981155.0,1127981106.0,1127981110.0,,,,Non-muslim,treatment,Raipura Upazila,yes,,no,Yes,yes,0.0,0.0,64,167,5.0,no,1127981.0,,,,,,,0,0,0,0
112798_101,1127981,1127981101,1127981167.0,1127981123.0,1127981150.0,1127981150.0,1127981153.0,1127981167.0,1127981139.0,1127981132.0,1127981127.0,1127981126.0,1127981120.0,1127981110.0,,,1127981102.0,1127981138.0,1127981152.0,1127981129.0,1127981163.0,,,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,101,2.0,no,1127981223.0,1127981249.0,1127981224.0,1127981214.0,1127981214.0,1127981249.0,1127981224.0,0,0,0,0
112798_164,1127981,1127981164,,,,,,,,,,,,,,,,,,,,,,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,no,,,64,164,,no,1127981235.0,1127981249.0,1127981237.0,,1127981249.0,1127981223.0,,1,0,1,1
112798_602,1127981,1127981602,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,,no,No,no,,,64,602,,no,1127981.0,,,,,,,1,1,1,1
112798_108,1127981,1127981108,1127981114.0,1127981118.0,,1127981114.0,1127981118.0,1127981125.0,1127981115.0,1127981152.0,1127981119.0,1127981114.0,1127981138.0,1127981125.0,1127981131.0,,1127981115.0,1127981152.0,1127981138.0,1127981131.0,1127981125.0,1127981119.0,1127981114.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,108,1.0,no,1127981243.0,1127981201.0,1127981205.0,1127981207.0,1127981201.0,1127981205.0,1127981210.0,1,1,0,0
112798_704,1127981,1127981704,1127981110.0,1127981120.0,1127981105.0,1127981155.0,1127981164.0,,1127981111.0,1127981110.0,1127981155.0,1127981161.0,1127981160.0,1127981162.0,1127981116.0,1127981153.0,1127981123.0,1127981103.0,1127981142.0,1127981139.0,1127981132.0,1127981127.0,1127981144.0,1127981121.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,704,5.0,no,1127982251.0,1127982246.0,1127982249.0,1127982237.0,1127982247.0,1127982208.0,1127982232.0,1,1,0,0
112798_701,1127981,1127981701,1127981153.0,1127981124.0,1127981111.0,1127981139.0,1127981121.0,1127981138.0,1127981155.0,1127981156.0,1127981158.0,1127981160.0,1127981161.0,1127981163.0,1127981166.0,1127981169.0,1127981155.0,1127981156.0,1127981158.0,1127981160.0,1127981161.0,1127981163.0,1127981169.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,64,701,4.0,no,1127982217.0,1127982228.0,1127982229.0,1127982231.0,1127982219.0,1127982245.0,1127982213.0,1,1,0,0
112798_162,1127981,1127981162,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,,no,No,no,,,64,162,,no,1127982.0,,,,,,,1,1,1,1
112798_708,1127981,1127981708,1127981168.0,1127981102.0,1127981138.0,1127981168.0,1127981702.0,1127981138.0,1127981168.0,1127981156.0,1127981160.0,1127981155.0,,,,,1127981168.0,1127981102.0,1127981101.0,1127981152.0,1127981129.0,1127981130.0,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,64,708,2.0,no,1127982213.0,1127982214.0,1127982243.0,,1127982243.0,1127982247.0,,1,1,0,0
112798_706,1127981,1127981706,1127981156.0,1127981163.0,1127981154.0,1127981156.0,1127981106.0,1127981160.0,1127981156.0,1127981154.0,1127981163.0,1127981160.0,1127981166.0,1127981169.0,,,1127981160.0,1127981156.0,1127981106.0,1127981169.0,1127981163.0,1127981166.0,,,Non-muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,64,706,1.0,no,1127982244.0,1127982201.0,,,1127982221.0,,,1,1,0,0
112798_136,1127981,1127981136,1127981128.0,1127981153.0,1127981131.0,1127981128.0,1127981134.0,1127981132.0,1127981113.0,1127981108.0,1127981154.0,1127981121.0,1127981153.0,1127981115.0,1127981150.0,1127981135.0,1127981150.0,1127981139.0,1127981129.0,1127981124.0,1127981144.0,1127981118.0,1127981156.0,1127981160.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,136,2.0,no,1127982209.0,1127982229.0,1127982230.0,1127982225.0,1127982229.0,1127982230.0,1127982238.0,0,0,0,0
112798_156,1127981,1127981156,1127981153.0,1127981104.0,1127981142.0,1127981153.0,1127981163.0,1127981142.0,1127981136.0,1127981154.0,1127981163.0,1127981166.0,1127981169.0,1127981158.0,1127981133.0,1127981161.0,1127981137.0,1127981161.0,1127981162.0,1127981163.0,1127981166.0,1127981169.0,1127981108.0,1127981160.0,Muslim,treatment,Raipura Upazila,yes,,no,Yes,yes,0.0,0.0,64,156,,no,1127982234.0,1127982202.0,1127982245.0,1127982227.0,1127982202.0,1127982221.0,1127982245.0,0,0,0,0
112798_106,1127981,1127981106,1127981161.0,1127981124.0,1127981117.0,1127981124.0,1127981127.0,1127981134.0,1127981108.0,1127981116.0,1127981139.0,1127981153.0,1127981150.0,1127981702.0,1127981123.0,1127981131.0,1127981141.0,1127981167.0,1127981155.0,1127981111.0,1127981147.0,1127981105.0,1127981702.0,1127981134.0,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,106,5.0,no,1127982245.0,1127982213.0,1127982214.0,,1127982213.0,1127982207.0,,0,0,0,0
112798_705,1127981,1127981705,1127981127.0,1127981128.0,1127981129.0,1127981131.0,1127981132.0,1127981133.0,1127981125.0,1127981126.0,1127981127.0,1127981128.0,1127981129.0,1127981130.0,1127981131.0,1127981132.0,1127981130.0,1127981131.0,1127981132.0,1127981133.0,1127981134.0,1127981135.0,1127981136.0,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,64,705,1.0,no,1127982243.0,1127982213.0,1127982214.0,,1127982213.0,1127982223.0,1127982224.0,1,1,0,0
112798_703,1127981,1127981703,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,No,no,,,64,703,1.0,no,1127982222.0,1127982212.0,1127982245.0,1127982239.0,1127982246.0,1127982235.0,1127982215.0,1,1,1,1
112800_191,1128001,1128001191,1128001140.0,1128001179.0,1128001168.0,1128001109.0,1128001140.0,1128001168.0,,1128001109.0,1128001140.0,1128001179.0,1128001156.0,1128001183.0,1128001187.0,1128001168.0,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,146,191,,no,1128001257.0,1128001205.0,1128001204.0,1128001218.0,1128001259.0,1128001210.0,1128001214.0,0,0,0,0
112800_117,1128001,1128001117,1128001188.0,1128001182.0,1128001156.0,1128001159.0,1128001176.0,1128001186.0,1128001156.0,1128001176.0,1128001123.0,1128001131.0,1128001128.0,1128001126.0,1128001143.0,1128001135.0,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,yes,0.0,0.0,146,117,,no,1128001247.0,1128001259.0,1128001261.0,1128001260.0,1128001214.0,1128001226.0,1128001261.0,0,1,0,0
112800_610,1128001,1128001610,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,146,610,,no,1128001.0,,,,,,,1,1,1,1
112800_114,1128001,1128001114,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,146,114,,yes,1128001236.0,1128001210.0,1128001225.0,1128001250.0,1128001225.0,1128001250.0,1128001210.0,1,0,1,1
112800_149,1128001,1128001149,1128001115.0,1128001145.0,1128001155.0,1128001176.0,1128001173.0,1128001169.0,1128001197.0,1128001155.0,1128001115.0,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,yes,0.0,0.0,146,149,,no,1128001.0,,,,,,,0,0,0,0
112800_165,1128001,1128001165,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,146,165,,yes,1128001.0,,,,,,,1,0,1,1
112800_112,1128001,1128001112,1128001134.0,1128001188.0,1128001124.0,1128001192.0,1128001114.0,1128001140.0,1128001113.0,1128001110.0,1128001168.0,1128001166.0,1128001164.0,1128001163.0,1128001162.0,1128001132.0,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,yes,0.0,0.0,146,112,,yes,1128001251.0,1128001201.0,1128001202.0,1128001207.0,1128001201.0,1128001252.0,1128001237.0,1,1,0,0
112800_142,1128001,1128001142,1128001123.0,1128001102.0,1128001101.0,1128001123.0,1128001109.0,1128001168.0,1128001123.0,1128001116.0,1128001109.0,1128001191.0,1128001163.0,1128001157.0,1128001110.0,1128001166.0,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,yes,0.0,0.0,146,142,,yes,1128001.0,,,,,,,0,0,0,0
112800_197,1128001,1128001197,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,146,197,,no,1128001246.0,1128001215.0,1128001258.0,1128001227.0,1128001220.0,1128001239.0,1128001230.0,1,1,1,1
112800_186,1128001,1128001186,1128001124.0,1128001181.0,1128001171.0,1128001152.0,1128001181.0,1128001140.0,1128001124.0,1128001181.0,1128001151.0,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,146,186,,no,1128001240.0,1128001205.0,1128001204.0,1128001218.0,1128001205.0,1128001256.0,1128001239.0,0,0,0,0
