classroom_id,isolate_in_f,isolate_in_s,reciprocity_share_f,reciprocity_share_s
1125381,0.391304347826087,0.43478260869565216,0.23076923076923078,0.25
1125391,0.36363636363636365,0.38636363636363635,0.23880597014925373,0.23076923076923078
1125401,0.7,0.7,0.75,0.2857142857142857
1125402,0.5769230769230769,0.5769230769230769,0.7,0.4
1125403,0.6,0.6,0.0,0.15384615384615385
1125431,0.2631578947368421,0.2631578947368421,0.5283018867924528,0.5555555555555556
1125441,0.23333333333333334,0.26666666666666666,0.4,0.2777777777777778
1125451,0.5517241379310345,0.41379310344827586,0.35714285714285715,0.42857142857142855
1125452,0.37037037037037035,0.4074074074074074,0.4691358024691358,0.4444444444444444
1125482,0.2777777777777778,0.2222222222222222,0.22857142857142856,0.42857142857142855
1125491,0.3333333333333333,0.27450980392156865,0.2711864406779661,0.34782608695652173
1125511,0.13953488372093023,0.27906976744186046,0.3384615384615385,0.2222222222222222
1125551,0.2727272727272727,0.3181818181818182,0.2926829268292683,0.22857142857142856
1125571,0.25,0.3055555555555556,0.4489795918367347,0.24
1125581,0.3333333333333333,0.3076923076923077,0.208955223880597,0.25396825396825395
1125601,0.32,0.32,0.2702702702702703,0.15789473684210525
1125611,0.35,0.35,0.15384615384615385,0.3
1125791,0.3333333333333333,0.5,0.2608695652173913,0.11764705882352941
1125821,0.2631578947368421,0.3157894736842105,0.576271186440678,0.3333333333333333
1125841,0.38235294117647056,0.38235294117647056,0.46153846153846156,0.46153846153846156
1125851,0.5238095238095238,0.6666666666666666,0.26666666666666666,0.0
1125881,0.32,0.36,0.41379310344827586,0.13333333333333333
1125891,0.30434782608695654,0.34782608695652173,0.30952380952380953,0.35555555555555557
1125911,0.38095238095238093,0.47619047619047616,0.3333333333333333,0.3870967741935484
1125941,0.2222222222222222,0.3055555555555556,0.46808510638297873,0.35555555555555557
1125951,0.4444444444444444,0.5,0.6451612903225806,0.37037037037037035
1125952,0.5757575757575758,0.6060606060606061,0.3333333333333333,0.16
1125971,0.25925925925925924,0.18518518518518517,0.5853658536585366,0.375
1125991,0.4117647058823529,0.5294117647058824,0.125,0.26666666666666666
1126041,0.17647058823529413,0.11764705882352941,0.6,0.5333333333333333
1126061,0.3,0.3,0.4727272727272727,0.42857142857142855
1126071,0.2,0.35,0.48,0.3157894736842105
1126081,0.27586206896551724,0.1724137931034483,0.5,0.4090909090909091
1126091,0.275,0.35,0.38202247191011235,0.35443037974683544
1126101,0.24324324324324326,0.1891891891891892,0.4057971014492754,0.32
1126111,0.2962962962962963,0.5185185185185185,0.3888888888888889,0.2962962962962963
1126141,0.2413793103448276,0.3793103448275862,0.44,0.41025641025641024
1126161,0.36363636363636365,0.2727272727272727,0.2909090909090909,0.3333333333333333
1126201,0.5,0.525,0.43137254901960786,0.3793103448275862
1126211,0.11764705882352941,0.23529411764705882,0.5714285714285714,0.41379310344827586
1126221,0.3333333333333333,0.4074074074074074,0.15,0.13043478260869565
1126231,0.4375,0.40625,0.4117647058823529,0.25
1126241,0.38461538461538464,0.4230769230769231,0.1935483870967742,0.2
1126611,0.5,0.5,0.2222222222222222,0.2222222222222222
1126621,0.2857142857142857,0.22857142857142856,0.4583333333333333,0.2608695652173913
1126631,0.52,0.52,0.36363636363636365,0.3157894736842105
1126651,0.3103448275862069,0.3448275862068966,0.13953488372093023,0.04878048780487805
1126661,0.5652173913043478,0.5652173913043478,0.47058823529411764,0.5
1126662,0.5208333333333334,0.5416666666666666,0.40816326530612246,0.0
1126663,0.4727272727272727,0.4727272727272727,0.463768115942029,0.4262295081967213
1126664,0.5217391304347826,0.4782608695652174,0.5,0.4444444444444444
1126671,0.3333333333333333,0.3157894736842105,0.49411764705882355,0.37777777777777777
1126701,0.4,0.25,0.5882352941176471,0.36363636363636365
1126711,0.7931034482758621,0.5517241379310345,0.5714285714285714,0.5
1126712,0.6,0.6857142857142857,0.5882352941176471,0.42857142857142855
1126713,0.41304347826086957,0.391304347826087,0.24,0.36
1126714,0.5757575757575758,0.696969696969697,0.5,0.4
1126722,0.2564102564102564,0.2564102564102564,0.5283018867924528,0.4074074074074074
1126751,0.44,0.46,0.5853658536585366,0.5909090909090909
1126752,0.6285714285714286,0.7714285714285715,0.0,0.0
1126753,0.3333333333333333,0.5128205128205128,0.43137254901960786,0.32653061224489793
1126761,0.7,0.8,0.4,0.0
1126771,0.3,0.3,0.6486486486486487,0.4444444444444444
1126801,0.26666666666666666,0.3333333333333333,0.43478260869565216,0.3111111111111111
1126811,0.34210526315789475,0.2894736842105263,0.33962264150943394,0.2909090909090909
1126821,0.25,0.2916666666666667,0.5901639344262295,0.39436619718309857
1126841,0.2857142857142857,0.3333333333333333,0.6,0.35714285714285715
1126852,0.3076923076923077,0.358974358974359,0.3137254901960784,0.20833333333333334
1126951,0.32142857142857145,0.21428571428571427,0.2619047619047619,0.1686746987951807
1127221,0.391304347826087,0.34782608695652173,0.38461538461538464,0.1724137931034483
1127231,0.6285714285714286,0.6571428571428571,0.42857142857142855,0.3076923076923077
1127232,0.7111111111111111,0.7555555555555555,0.5263157894736842,0.23529411764705882
1127233,0.4857142857142857,0.5714285714285714,0.5454545454545454,0.45454545454545453
1127234,0.4878048780487805,0.4878048780487805,0.7,0.5238095238095238
1127261,0.43548387096774194,0.4838709677419355,0.3333333333333333,0.35714285714285715
1127271,0.5,0.5,0.6153846153846154,0.5
1127291,0.34375,0.40625,0.2631578947368421,0.32432432432432434
1127301,0.1111111111111111,0.2037037037037037,0.46153846153846156,0.2682926829268293
1127311,0.2727272727272727,0.3181818181818182,0.4642857142857143,0.3
1127321,0.5789473684210527,0.5263157894736842,0.6666666666666666,0.36363636363636365
1127341,0.2826086956521739,0.34782608695652173,0.525,0.16666666666666666
1127351,0.23529411764705882,0.23529411764705882,0.6666666666666666,0.6086956521739131
1127361,0.4375,0.46875,0.2222222222222222,0.10810810810810811
1127381,0.5,0.3,0.26666666666666666,0.3076923076923077
1127391,0.8,0.8666666666666667,0.6666666666666666,0.0
1127392,0.5,0.5,1.0,1.0
1127431,0.30303030303030304,0.3939393939393939,0.27906976744186046,0.23809523809523808
1127471,0.2608695652173913,0.17391304347826086,0.4489795918367347,0.15
1127602,0.29411764705882354,0.5294117647058824,0.3333333333333333,0.16666666666666666
1127642,0.4090909090909091,0.36363636363636365,0.32967032967032966,0.13333333333333333
1127651,0.25396825396825395,0.31746031746031744,0.3368421052631579,0.21176470588235294
1127721,0.35,0.5,0.41379310344827586,0.17391304347826086
1127731,0.19444444444444445,0.3055555555555556,0.3448275862068966,0.34615384615384615
1127762,0.25862068965517243,0.3275862068965517,0.2608695652173913,0.2
1127771,0.3333333333333333,0.35714285714285715,0.3448275862068966,0.15
1127781,0.325,0.3,0.6037735849056604,0.47058823529411764
1127791,0.26666666666666666,0.4,0.40816326530612246,0.15789473684210525
1127811,0.36666666666666664,0.26666666666666666,0.6206896551724138,0.34285714285714286
1127841,0.3,0.4,0.4090909090909091,0.23255813953488372
1127851,0.425,0.6,0.3,0.25
1127852,0.46153846153846156,0.5384615384615384,0.4,0.0
1127861,0.5217391304347826,0.5652173913043478,0.5263157894736842,0.46153846153846156
1127862,0.8333333333333334,0.6666666666666666,0.0,0.0
1127871,0.20930232558139536,0.23255813953488372,0.4675324675324675,0.34210526315789475
1127891,0.37037037037037035,0.5925925925925926,0.32,0.2
1127892,0.37209302325581395,0.46511627906976744,0.375,0.22727272727272727
1127901,0.21739130434782608,0.30434782608695654,0.3821656050955414,0.2972972972972973
1127911,0.34210526315789475,0.2894736842105263,0.2916666666666667,0.18518518518518517
1127921,0.22641509433962265,0.2830188679245283,0.48484848484848486,0.2916666666666667
1127931,0.25,0.2692307692307692,0.297029702970297,0.23300970873786409
1127941,0.3157894736842105,0.42105263157894735,0.2641509433962264,0.1951219512195122
1127951,0.375,0.25,0.37037037037037035,0.07142857142857142
1127971,0.2857142857142857,0.14285714285714285,0.3,0.35294117647058826
1127981,0.37142857142857144,0.34285714285714286,0.14814814814814814,0.21739130434782608
1128001,0.2,0.22,0.5591397849462365,0.3829787234042553
1128021,0.34615384615384615,0.23076923076923078,0.2857142857142857,0.0851063829787234
1128191,0.5405405405405406,0.5675675675675675,0.25,0.3
1128201,0.2,0.36666666666666664,0.14634146341463414,0.2222222222222222
1128251,0.4642857142857143,0.35714285714285715,0.42857142857142855,0.13793103448275862
1128261,0.48484848484848486,0.48484848484848486,0.5294117647058824,0.16
1128301,0.3333333333333333,0.3888888888888889,0.3125,0.14925373134328357
1128321,0.18421052631578946,0.23684210526315788,0.45454545454545453,0.2909090909090909
1128351,0.47058823529411764,0.47058823529411764,0.18181818181818182,0.4
1128352,0.3448275862068966,0.3448275862068966,0.5714285714285714,0.4444444444444444
1128371,0.5,0.3333333333333333,0.14285714285714285,0.5333333333333333
1128391,0.3333333333333333,0.38095238095238093,0.44776119402985076,0.417910447761194
1128411,0.3157894736842105,0.42105263157894735,0.34375,0.27450980392156865
1128421,0.23684210526315788,0.2631578947368421,0.41379310344827586,0.2857142857142857
1128431,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.0851063829787234
1128441,0.7419354838709677,0.7096774193548387,0.17391304347826086,0.2
1128461,0.1320754716981132,0.09433962264150944,0.4806201550387597,0.39097744360902253
1128481,0.36363636363636365,0.42424242424242425,0.3902439024390244,0.4117647058823529
1128491,0.4,0.45,0.5217391304347826,0.2962962962962963
1128501,0.4117647058823529,0.35294117647058826,0.4444444444444444,0.0
1128531,0.1935483870967742,0.12903225806451613,0.47761194029850745,0.3055555555555556
1128541,0.3939393939393939,0.45454545454545453,0.2564102564102564,0.20689655172413793
1128551,0.3793103448275862,0.3448275862068966,0.3333333333333333,0.18604651162790697
1128581,0.7142857142857143,0.8571428571428571,1.0,0.0
1128582,0.6818181818181818,0.7272727272727273,0.6,0.2857142857142857
1128583,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5217391304347826
1128584,0.6086956521739131,0.5652173913043478,0.25,0.1111111111111111
1128841,0.7777777777777778,1.0,0.0,0.0
1314591,0.08695652173913043,0.17391304347826086,0.5714285714285714,0.34146341463414637
1338701,0.2903225806451613,0.3870967741935484,0.5116279069767442,0.5098039215686274
1341191,0.34615384615384615,0.5,0.18181818181818182,0.07407407407407407
1343991,0.2926829268292683,0.36585365853658536,0.4375,0.22950819672131148
1346301,0.2,0.1,0.3902439024390244,0.23809523809523808
1349711,0.28205128205128205,0.2564102564102564,0.6129032258064516,0.47058823529411764
1353181,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.18181818181818182
1370211,0.3181818181818182,0.5,0.4444444444444444,0.07692307692307693
