fs_classroom,fs_student_id,s_merge_id,low_low_acad_math,low_low_emot_math,high_high_acad_math,high_high_emot_math,low_low_acad_math_b,low_low_emot_math_b,high_high_acad_math_b,high_high_emot_math_b,low_low_acad_math_perc,low_low_emot_math_perc,high_high_acad_math_perc,high_high_emot_math_perc
6081.0,6081252.0,112608_122,1,1,0,0,1,1,0,0,0.5,1.0,,
6081.0,6081257.0,112608_104,1,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091201.0,112609_101,2,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091206.0,112609_111,2,0,0,0,1,0,0,0,1.0,,,
6091.0,6091210.0,112609_136,0,2,0,0,0,1,0,0,,1.0,,
6091.0,6091213.0,112609_121,3,3,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091214.0,112609_122,0,0,0,0,0,0,0,0,,,0.0,0.0
6091.0,6091225.0,112609_103,2,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091226.0,112609_161,2,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091227.0,112609_129,2,1,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091229.0,112609_141,3,0,0,0,1,0,0,0,1.0,,,
6091.0,6091230.0,112609_115,3,3,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091232.0,112609_170,1,1,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091235.0,112609_124,3,3,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091237.0,112609_123,3,3,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091238.0,112609_125,0,0,0,0,0,0,0,0,,,0.0,0.0
6091.0,6091241.0,112609_118,2,3,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091244.0,112609_108,0,0,0,0,0,0,0,0,,,,
6091.0,6091247.0,112609_106,2,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091249.0,112609_172,2,1,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091253.0,112609_126,2,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091254.0,112609_171,3,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091256.0,112609_114,3,2,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091257.0,112609_143,2,1,0,0,1,1,0,0,1.0,1.0,,
6091.0,6091261.0,112609_127,3,3,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101202.0,112610_158,2,1,0,0,1,1,0,0,0.6666666666666666,1.0,,
6101.0,6101203.0,112610_127,3,3,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101204.0,112610_103,2,0,0,0,1,0,0,0,1.0,,,
6101.0,6101205.0,112610_139,2,2,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101206.0,112610_153,2,0,0,0,1,0,0,0,1.0,0.0,,
6101.0,6101211.0,112610_150,2,2,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101213.0,112610_102,1,1,0,0,1,1,0,0,0.5,1.0,,
6101.0,6101217.0,112610_143,2,1,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101218.0,112610_149,2,0,0,0,1,0,0,0,0.6666666666666666,0.0,,
6101.0,6101219.0,112610_110,2,3,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101222.0,112610_121,0,0,0,0,0,0,0,0,,,0.0,0.0
6101.0,6101229.0,112610_115,1,2,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101230.0,112610_129,3,2,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101231.0,112610_141,1,1,0,0,1,1,0,0,0.5,1.0,,
6101.0,6101232.0,112610_151,2,3,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101233.0,112610_111,0,3,0,0,0,1,0,0,,1.0,,
6101.0,6101234.0,112610_155,3,1,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101237.0,112610_146,0,0,0,0,0,0,0,0,,0.0,,
6101.0,6101239.0,112610_125,0,0,0,0,0,0,0,0,,,0.0,0.0
6101.0,6101241.0,112610_104,2,1,0,0,1,1,0,0,0.6666666666666666,0.5,,
6101.0,6101242.0,112610_148,3,1,0,0,1,1,0,0,1.0,1.0,,
6101.0,6101243.0,112610_140,0,0,0,0,0,0,0,0,,,0.0,0.0
6101.0,6101246.0,112610_159,1,0,0,0,1,0,0,0,0.5,,,
6101.0,6101247.0,112610_131,2,1,0,0,1,1,0,0,1.0,1.0,,
6111.0,6111201.0,112611_103,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6111.0,6111203.0,112611_105,0,0,3,1,0,0,1,1,,,1.0,0.5
6111.0,6111205.0,112611_107,0,0,1,0,0,0,1,0,,,0.3333333333333333,0.0
6111.0,6111210.0,112611_115,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6111.0,6111211.0,112611_148,0,0,0,0,0,0,0,0,0.0,0.0,,
6111.0,6111212.0,112611_154,1,2,0,0,1,1,0,0,0.5,0.6666666666666666,,
6111.0,6111213.0,112611_147,0,0,3,2,0,0,1,1,,,1.0,0.6666666666666666
6111.0,6111217.0,112611_157,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6111.0,6111218.0,112611_151,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6111.0,6111219.0,112611_124,1,0,0,0,1,0,0,0,0.3333333333333333,0.0,,
6111.0,6111220.0,112611_104,3,2,0,0,1,1,0,0,1.0,1.0,,
6111.0,6111222.0,112611_144,0,0,2,2,0,0,1,1,,,1.0,1.0
6111.0,6111223.0,112611_133,0,1,0,0,0,1,0,0,0.0,0.5,,
6111.0,6111225.0,112611_101,2,1,0,0,1,1,0,0,1.0,0.3333333333333333,,
6111.0,6111226.0,112611_132,2,1,0,0,1,1,0,0,0.6666666666666666,0.3333333333333333,,
6111.0,6111227.0,112611_149,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6111.0,6111228.0,112611_131,1,0,0,0,1,0,0,0,0.3333333333333333,0.0,,
6111.0,6111229.0,112611_113,0,0,3,2,0,0,1,1,,,1.0,0.6666666666666666
6111.0,6111231.0,112611_130,1,1,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,,
6111.0,6111232.0,112611_127,2,1,0,0,1,1,0,0,1.0,0.5,,
6111.0,6111233.0,112611_117,0,1,0,0,0,1,0,0,0.0,0.3333333333333333,,
6111.0,6111235.0,112611_153,0,0,0,0,0,0,0,0,,,0.0,0.0
6111.0,6111236.0,112611_116,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6111.0,6111238.0,112611_106,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6111.0,6111239.0,112611_120,1,1,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,,
6111.0,6111243.0,112611_122,2,3,0,0,1,1,0,0,0.6666666666666666,1.0,,
6111.0,6111244.0,112611_143,1,1,0,0,1,1,0,0,0.5,0.5,,
6111.0,6111245.0,112611_109,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.3333333333333333
6111.0,6111247.0,112611_140,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6111.0,6111248.0,112611_139,0,0,0,0,0,0,0,0,0.0,0.0,,
6111.0,6111249.0,112611_141,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6111.0,6111250.0,112611_110,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6111.0,6111252.0,112611_164,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6111.0,6111253.0,112611_162,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.5
6111.0,6111254.0,112611_108,0,0,0,0,0,0,0,0,,,0.0,0.0
6111.0,6111255.0,112611_158,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6111.0,6111256.0,112611_123,1,1,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,,
6111.0,6111258.0,112611_102,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6111.0,6111259.0,112611_135,1,1,0,0,1,1,0,0,0.3333333333333333,0.5,,
6141.0,6141201.0,112614_163,0,0,2,3,0,0,1,1,,,1.0,1.0
6141.0,6141202.0,112614_151,0,0,3,3,0,0,1,1,,,1.0,1.0
6141.0,6141203.0,112614_140,0,0,2,3,0,0,1,1,,,1.0,1.0
6141.0,6141205.0,112614_118,0,0,2,2,0,0,1,1,,,1.0,1.0
6141.0,6141206.0,112614_107,3,3,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141207.0,112614_602,0,2,0,0,0,1,0,0,0.0,0.6666666666666666,,
6141.0,6141208.0,112614_102,0,1,0,0,0,1,0,0,0.0,0.5,,
6141.0,6141211.0,112614_160,0,2,0,0,0,1,0,0,0.0,0.6666666666666666,,
6141.0,6141212.0,112614_159,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.3333333333333333
6141.0,6141213.0,112614_158,0,0,2,1,0,0,1,1,,,1.0,0.3333333333333333
6141.0,6141214.0,112614_157,0,0,2,0,0,0,1,0,,,1.0,0.0
6141.0,6141215.0,112614_156,1,3,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141217.0,112614_154,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6141.0,6141218.0,112614_152,2,3,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141219.0,112614_150,0,1,0,0,0,1,0,0,0.0,0.3333333333333333,,
6141.0,6141220.0,112614_149,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.5
6141.0,6141221.0,112614_148,3,2,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141222.0,112614_147,3,3,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141224.0,112614_145,3,3,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141225.0,112614_169,0,0,1,1,0,0,1,1,,,0.5,0.5
6141.0,6141226.0,112614_143,0,1,0,0,0,1,0,0,0.0,0.5,,
6141.0,6141227.0,112614_142,1,1,0,0,1,1,0,0,0.5,0.3333333333333333,,
6141.0,6141228.0,112614_141,3,2,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141230.0,112614_166,2,1,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141231.0,112614_137,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.5
6141.0,6141232.0,112614_136,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6141.0,6141233.0,112614_135,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6141.0,6141236.0,112614_131,3,2,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141238.0,112614_128,1,2,0,0,1,1,0,0,0.5,0.6666666666666666,,
6141.0,6141240.0,112614_603,0,2,0,0,0,1,0,0,0.0,0.6666666666666666,,
6141.0,6141241.0,112614_123,2,2,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141242.0,112614_121,2,2,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141245.0,112614_117,0,0,1,1,0,0,1,1,,,0.5,0.3333333333333333
6141.0,6141246.0,112614_116,0,0,3,1,0,0,1,1,,,1.0,0.3333333333333333
6141.0,6141248.0,112614_114,3,1,0,0,1,1,0,0,1.0,1.0,,
6141.0,6141249.0,112614_113,0,0,0,0,0,0,0,0,0.0,0.0,,
6141.0,6141251.0,112614_105,0,0,2,3,0,0,1,1,,,1.0,1.0
6141.0,6141255.0,112614_609,3,3,0,0,1,1,0,0,1.0,1.0,,
6161.0,6161201.0,112616_156,0,0,3,3,0,0,1,1,,,1.0,1.0
6161.0,6161202.0,112616_145,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.3333333333333333
6161.0,6161203.0,112616_135,0,0,2,2,0,0,1,1,,,0.6666666666666666,1.0
6161.0,6161204.0,112616_124,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6161.0,6161205.0,112616_113,0,0,1,2,0,0,1,1,,,0.3333333333333333,0.6666666666666666
6161.0,6161206.0,112616_104,2,1,0,0,1,1,0,0,1.0,1.0,,
6161.0,6161207.0,112616_103,0,0,1,0,0,0,1,0,,,0.5,0.0
6161.0,6161208.0,112616_102,0,1,0,0,0,1,0,0,0.0,0.3333333333333333,,
6161.0,6161209.0,112616_157,0,0,0,0,0,0,0,0,,,0.0,0.0
6161.0,6161210.0,112616_155,2,1,0,0,1,1,0,0,0.6666666666666666,0.3333333333333333,,
6161.0,6161211.0,112616_154,0,2,0,0,0,1,0,0,0.0,0.6666666666666666,,
6161.0,6161213.0,112616_152,1,2,0,0,1,1,0,0,0.5,0.6666666666666666,,
6161.0,6161214.0,112616_151,2,2,0,0,1,1,0,0,0.6666666666666666,1.0,,
6161.0,6161215.0,112616_150,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6161.0,6161218.0,112616_147,1,0,0,0,1,0,0,0,0.3333333333333333,0.0,,
6161.0,6161219.0,112616_146,1,2,0,0,1,1,0,0,0.5,0.6666666666666666,,
6161.0,6161222.0,112616_142,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6161.0,6161226.0,112616_139,1,2,0,0,1,1,0,0,0.5,1.0,,
6161.0,6161227.0,112616_138,0,0,1,1,0,0,1,1,,,0.3333333333333333,1.0
6161.0,6161228.0,112616_137,2,1,0,0,1,1,0,0,0.6666666666666666,0.3333333333333333,,
6161.0,6161234.0,112616_129,0,0,0,0,0,0,0,0,0.0,0.0,,
6161.0,6161238.0,112616_123,2,2,0,0,1,1,0,0,1.0,1.0,,
6161.0,6161240.0,112616_158,0,1,0,0,0,1,0,0,,1.0,,
6161.0,6161242.0,112616_119,1,1,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,,
6161.0,6161245.0,112616_116,0,0,0,0,0,0,0,0,0.0,0.0,,
6161.0,6161246.0,112616_115,1,1,0,0,1,1,0,0,0.5,1.0,,
6201.0,6201201.0,112620_170,2,1,0,0,1,1,0,0,0.6666666666666666,0.5,,
6201.0,6201203.0,112620_173,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6201.0,6201206.0,112620_101,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6201.0,6201207.0,112620_175,2,1,0,0,1,1,0,0,0.6666666666666666,0.3333333333333333,,
6201.0,6201208.0,112620_145,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6201.0,6201209.0,112620_158,2,0,0,0,1,0,0,0,1.0,0.0,,
6201.0,6201210.0,112620_169,1,0,0,0,1,0,0,0,0.3333333333333333,0.0,,
6201.0,6201211.0,112620_177,2,0,0,0,1,0,0,0,0.6666666666666666,,,
6201.0,6201212.0,112620_171,0,0,0,0,0,0,0,0,,,0.0,0.0
6201.0,6201213.0,112620_164,2,1,0,0,1,1,0,0,0.6666666666666666,0.5,,
6201.0,6201214.0,112620_123,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6201.0,6201215.0,112620_166,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6201.0,6201216.0,112620_182,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6201.0,6201218.0,112620_172,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6201.0,6201220.0,112620_102,0,0,0,0,0,0,0,0,,0.0,,
6201.0,6201221.0,112620_147,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.3333333333333333
6201.0,6201222.0,112620_150,1,1,0,0,1,1,0,0,1.0,1.0,,
6201.0,6201223.0,112620_156,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6201.0,6201226.0,112620_178,0,0,0,0,0,0,0,0,,,0.0,0.0
6201.0,6201227.0,112620_151,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6201.0,6201228.0,112620_155,2,1,0,0,1,1,0,0,0.6666666666666666,0.5,,
6201.0,6201230.0,112620_167,0,0,0,0,0,0,0,0,0.0,0.0,,
6201.0,6201233.0,112620_162,3,1,0,0,1,1,0,0,1.0,1.0,,
6201.0,6201234.0,112620_160,1,0,0,0,1,0,0,0,1.0,,,
6201.0,6201237.0,112620_148,2,1,0,0,1,1,0,0,1.0,1.0,,
6201.0,6201238.0,112620_165,3,3,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202206.0,112620_143,2,2,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202207.0,112620_119,1,2,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202208.0,112620_105,1,3,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202219.0,112620_141,2,3,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202221.0,112620_185,2,1,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202222.0,112620_135,0,0,0,0,0,0,0,0,,,,
6202.0,6202226.0,112620_124,0,1,0,0,0,1,0,0,,1.0,,
6202.0,6202227.0,112620_127,2,1,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202231.0,112620_121,2,2,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202232.0,112620_139,2,2,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202235.0,112620_131,3,3,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202236.0,112620_115,3,2,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202238.0,112620_132,3,2,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202239.0,112620_122,1,1,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202240.0,112620_142,3,3,0,0,1,1,0,0,1.0,1.0,,
6202.0,6202242.0,112620_113,3,3,0,0,1,1,0,0,1.0,1.0,,
6203.0,6203203.0,112620_138,0,0,0,0,0,0,0,0,,,,0.0
6203.0,6203219.0,112620_125,0,0,0,0,0,0,0,0,,,,
6211.0,6211203.0,112621_122,0,1,0,0,0,1,0,0,0.0,1.0,,
6211.0,6211204.0,112621_103,0,0,0,0,0,0,0,0,,,0.0,0.0
6211.0,6211206.0,112621_127,0,0,0,1,0,0,0,1,,,0.0,0.5
6211.0,6211208.0,112621_119,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6211.0,6211209.0,112621_101,2,0,0,0,1,0,0,0,1.0,,,
6211.0,6211213.0,112621_121,0,0,0,1,0,0,0,1,,,0.0,0.3333333333333333
6211.0,6211214.0,112621_125,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6211.0,6211215.0,112621_128,2,0,0,0,1,0,0,0,1.0,,,
6211.0,6211217.0,112621_113,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6211.0,6211219.0,112621_104,3,1,0,0,1,1,0,0,1.0,1.0,,
6211.0,6211220.0,112621_118,1,1,0,0,1,1,0,0,1.0,1.0,,
6211.0,6211222.0,112621_114,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6211.0,6211223.0,112621_117,1,2,0,0,1,1,0,0,0.5,0.6666666666666666,,
6211.0,6211225.0,112621_105,1,2,0,0,1,1,0,0,0.5,0.6666666666666666,,
6211.0,6211226.0,112621_115,1,1,0,0,1,1,0,0,1.0,1.0,,
6211.0,6211227.0,112621_111,1,1,0,0,1,1,0,0,0.5,0.5,,
6211.0,6211228.0,112621_116,0,0,0,0,0,0,0,0,,,0.0,0.0
6211.0,6211229.0,112621_124,1,1,0,0,1,1,0,0,1.0,1.0,,
6211.0,6211231.0,112621_107,2,1,0,0,1,1,0,0,1.0,1.0,,
6211.0,6211232.0,112621_126,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6211.0,6211233.0,112621_106,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6221.0,6221201.0,112622_118,1,1,0,0,1,1,0,0,1.0,0.5,,
6221.0,6221202.0,112622_104,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6221.0,6221203.0,112622_139,0,0,0,0,0,0,0,0,,,0.0,0.0
6221.0,6221205.0,112622_136,0,1,0,0,0,1,0,0,0.0,0.3333333333333333,,
6221.0,6221206.0,112622_117,2,1,0,0,1,1,0,0,0.6666666666666666,0.3333333333333333,,
6221.0,6221207.0,112622_130,3,1,0,0,1,1,0,0,1.0,0.5,,
6221.0,6221208.0,112622_111,3,3,0,0,1,1,0,0,1.0,1.0,,
6221.0,6221209.0,112622_102,1,0,0,0,1,0,0,0,0.3333333333333333,0.0,,
6221.0,6221210.0,112622_103,1,3,0,0,1,1,0,0,0.3333333333333333,1.0,,
6221.0,6221211.0,112622_128,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6221.0,6221212.0,112622_602,3,2,0,0,1,1,0,0,1.0,1.0,,
6221.0,6221214.0,112622_114,1,3,0,0,1,1,0,0,0.3333333333333333,1.0,,
6221.0,6221216.0,112622_142,3,2,0,0,1,1,0,0,1.0,1.0,,
6221.0,6221217.0,112622_137,0,0,1,0,0,0,1,0,,,0.3333333333333333,0.0
6221.0,6221218.0,112622_133,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6221.0,6221220.0,112622_112,2,2,0,0,1,1,0,0,0.6666666666666666,1.0,,
6221.0,6221221.0,112622_124,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6221.0,6221222.0,112622_120,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6221.0,6221223.0,112622_101,3,3,0,0,1,1,0,0,1.0,1.0,,
6221.0,6221224.0,112622_126,0,0,1,0,0,0,1,0,,,0.3333333333333333,0.0
6221.0,6221225.0,112622_131,1,1,0,0,1,1,0,0,0.3333333333333333,0.5,,
6221.0,6221227.0,112622_123,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6221.0,6221228.0,112622_105,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6221.0,6221229.0,112622_140,1,2,0,0,1,1,0,0,0.3333333333333333,0.6666666666666666,,
6221.0,6221230.0,112622_107,1,3,0,0,1,1,0,0,0.3333333333333333,1.0,,
6221.0,6221231.0,112622_125,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6221.0,6221232.0,112622_106,2,1,0,0,1,1,0,0,1.0,0.3333333333333333,,
6221.0,6221236.0,112622_135,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6221.0,6221237.0,112622_138,0,0,1,1,0,0,1,1,,,0.3333333333333333,0.3333333333333333
6221.0,6221238.0,112622_141,0,0,0,0,0,0,0,0,,,0.0,0.0
6221.0,6221239.0,112622_226,3,3,0,0,1,1,0,0,1.0,1.0,,
6221.0,6221240.0,112622_113,2,2,0,0,1,1,0,0,1.0,1.0,,
6231.0,6231213.0,112623_145,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6231.0,6231214.0,112623_158,0,0,0,1,0,0,0,1,,,0.0,0.5
6231.0,6231215.0,112623_123,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6231.0,6231216.0,112623_162,0,0,0,0,0,0,0,0,,,0.0,0.0
6231.0,6231217.0,112623_156,0,0,3,0,0,0,1,0,,,1.0,0.0
6231.0,6231218.0,112623_125,0,0,0,2,0,0,0,1,,,0.0,0.6666666666666666
6231.0,6231221.0,112623_143,1,2,0,0,1,1,0,0,0.3333333333333333,1.0,,
6231.0,6231222.0,112623_168,1,1,0,0,1,1,0,0,0.5,0.5,,
6231.0,6231223.0,112623_124,0,0,3,2,0,0,1,1,,,1.0,0.6666666666666666
6231.0,6231224.0,112623_131,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6231.0,6231225.0,112623_102,1,1,0,0,1,1,0,0,0.5,0.3333333333333333,,
6231.0,6231226.0,112623_177,0,0,0,0,0,0,0,0,0.0,0.0,,
6231.0,6231227.0,112623_154,0,1,0,0,0,1,0,0,0.0,0.5,,
6231.0,6231228.0,112623_120,1,1,0,0,1,1,0,0,0.5,0.5,,
6231.0,6231229.0,112623_149,0,1,0,0,0,1,0,0,0.0,0.3333333333333333,,
6231.0,6231230.0,112623_160,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.3333333333333333
6231.0,6231231.0,112623_114,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6231.0,6231232.0,112623_164,0,0,3,2,0,0,1,1,,,1.0,0.6666666666666666
6231.0,6231233.0,112623_169,1,0,0,0,1,0,0,0,0.5,0.0,,
6231.0,6231234.0,112623_144,2,1,0,0,1,1,0,0,0.6666666666666666,0.3333333333333333,,
6231.0,6231237.0,112623_111,3,2,0,0,1,1,0,0,1.0,0.6666666666666666,,
6231.0,6231238.0,112623_110,1,0,0,0,1,0,0,0,0.3333333333333333,0.0,,
6231.0,6231240.0,112623_126,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6231.0,6231241.0,112623_175,0,0,0,0,0,0,0,0,0.0,0.0,,
6231.0,6231244.0,112623_112,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6231.0,6231245.0,112623_133,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6231.0,6231247.0,112623_137,0,0,1,0,0,0,1,0,,,0.3333333333333333,0.0
6231.0,6231248.0,112623_118,0,0,0,0,0,0,0,0,,,0.0,0.0
6231.0,6231249.0,112623_148,0,0,0,0,0,0,0,0,0.0,0.0,,
6231.0,6231251.0,112623_134,1,1,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,,
6231.0,6231252.0,112623_122,1,0,0,0,1,0,0,0,0.5,0.0,,
6231.0,6231253.0,112623_163,0,0,1,3,0,0,1,1,,,0.3333333333333333,1.0
6231.0,6231254.0,112623_167,0,1,0,0,0,1,0,0,0.0,0.5,,
6231.0,6231255.0,112623_157,2,1,0,0,1,1,0,0,0.6666666666666666,0.5,,
6231.0,6231256.0,112623_166,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.5
6231.0,6231257.0,112623_153,0,0,0,1,0,0,0,1,,,0.0,0.3333333333333333
6231.0,6231258.0,112623_138,0,0,1,2,0,0,1,1,,,1.0,0.6666666666666666
6231.0,6231259.0,112623_140,0,0,0,0,0,0,0,0,,,0.0,0.0
6231.0,6231260.0,112623_129,0,0,1,1,0,0,1,1,,,0.5,0.5
6231.0,6231261.0,112623_176,1,1,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,,
6231.0,6231263.0,112623_147,1,2,0,0,1,1,0,0,0.3333333333333333,1.0,,
6231.0,6231264.0,112623_141,0,0,0,0,0,0,0,0,,,0.0,0.0
6231.0,6231265.0,112623_128,0,0,2,1,0,0,1,1,,,0.6666666666666666,0.3333333333333333
6231.0,6231267.0,112623_152,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6231.0,6231269.0,112623_117,0,0,0,0,0,0,0,0,,,0.0,0.0
6231.0,6231270.0,112623_107,2,1,0,0,1,1,0,0,1.0,0.5,,
6231.0,6231271.0,112623_142,0,0,0,0,0,0,0,0,,,,
6231.0,6231273.0,112623_104,0,0,0,0,0,0,0,0,0.0,0.0,,
6231.0,6231274.0,112623_165,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6231.0,6231275.0,112623_136,0,0,1,0,0,0,1,0,,,0.3333333333333333,0.0
6231.0,6231276.0,112623_172,0,0,0,0,0,0,0,0,0.0,0.0,,
6231.0,6231279.0,112623_171,0,0,2,2,0,0,1,1,,,0.6666666666666666,0.6666666666666666
6241.0,6241204.0,112624_172,1,1,0,0,1,1,0,0,1.0,1.0,,
6241.0,6241205.0,112624_107,2,2,0,0,1,1,0,0,0.6666666666666666,0.6666666666666666,,
6241.0,6241210.0,112624_102,3,3,0,0,1,1,0,0,1.0,1.0,,
6241.0,6241213.0,112624_161,1,1,0,0,1,1,0,0,1.0,1.0,,
6241.0,6241214.0,112624_101,0,0,0,0,0,0,0,0,,,0.0,0.0
