s_merge_id,fs_student_id,fs_classroom,high_eyes,high_raven,high_bangla,high_math,emot_1,emot_2,emot_3,academic_1,academic_2,academic_3,isolated_emot_in,isolated_academic_in,isolated_emot_out,isolated_academic_out
112773_138,7731205.0,7731.0,yes,yes,no,yes,7731266.0,7731254.0,7731252.0,7731258.0,7731225.0,7731272.0,0,0,0,0
112773_109,7731206.0,7731.0,no,no,no,no,7731232.0,7731239.0,7731240.0,7731246.0,7731227.0,7731232.0,0,0,0,0
112773_602,7731209.0,7731.0,no,no,no,no,7731212.0,7731237.0,7731217.0,7731257.0,7731212.0,7731238.0,1,1,0,0
112773_179,7731212.0,7731.0,yes,no,yes,yes,7731282.0,7731237.0,,7731257.0,7731235.0,7731237.0,0,0,0,0
112773_183,7731214.0,7731.0,no,yes,no,yes,7731257.0,7731203.0,7731222.0,7731225.0,,,1,0,0,0
112773_137,7731216.0,7731.0,yes,no,no,no,7731215.0,7731238.0,7731252.0,7731233.0,7731215.0,7731210.0,1,1,0,0
112773_141,7731217.0,7731.0,yes,yes,no,no,7731257.0,7731272.0,7731280.0,7731250.0,7731272.0,7731225.0,0,0,0,0
112773_184,7731218.0,7731.0,yes,yes,yes,yes,7731235.0,7731244.0,7731273.0,7731235.0,7731244.0,7731273.0,0,0,0,0
112773_172,7731220.0,7731.0,no,no,no,no,7731267.0,7731205.0,7731219.0,7731229.0,7731237.0,7731279.0,0,0,0,0
112773_182,7731225.0,7731.0,no,no,no,no,7731205.0,7731254.0,7731266.0,7731205.0,7731226.0,7731266.0,1,0,0,0
112773_124,7731226.0,7731.0,no,no,no,no,7731275.0,7731257.0,7731277.0,7731275.0,7731277.0,,0,0,0,0
112773_133,7731228.0,7731.0,no,no,yes,yes,7731274.0,7731247.0,7731248.0,7731247.0,7731248.0,7731274.0,0,0,0,0
112773_181,7731229.0,7731.0,yes,no,no,no,7731235.0,7731273.0,7731274.0,7731244.0,7731218.0,7731248.0,0,0,0,0
112773_122,7731230.0,7731.0,no,no,no,no,7731277.0,7731260.0,7731278.0,7731277.0,7731239.0,7731260.0,1,0,0,0
112773_116,7731232.0,7731.0,no,no,no,no,7731206.0,7731246.0,7731227.0,7731239.0,7731246.0,7731227.0,0,0,0,0
112773_160,7731233.0,7731.0,yes,yes,no,no,7731217.0,7731262.0,7731275.0,7731262.0,7731217.0,7731212.0,1,0,0,0
112773_150,7731237.0,7731.0,no,no,no,no,7731212.0,7731279.0,7731267.0,7731235.0,7731212.0,7731279.0,0,0,0,0
112773_157,7731238.0,7731.0,yes,no,no,no,7731267.0,7731279.0,7731212.0,7731212.0,7731279.0,7731267.0,0,0,0,0
112773_118,7731239.0,7731.0,no,no,no,no,7731227.0,7731246.0,,7731206.0,7731227.0,,0,0,0,0
112773_121,7731240.0,7731.0,no,no,no,no,7731246.0,7731227.0,,7731246.0,7731227.0,7731206.0,0,1,0,0
112773_159,7731242.0,7731.0,no,no,no,no,7731248.0,7731220.0,7731229.0,7731228.0,7731235.0,7731244.0,0,0,0,0
112773_177,7731244.0,7731.0,no,yes,yes,no,7731235.0,7731218.0,7731273.0,7731218.0,7731235.0,7731273.0,0,0,0,0
112773_186,7731245.0,7731.0,yes,yes,yes,no,7731219.0,7731235.0,7731242.0,7731219.0,7731235.0,7731242.0,1,1,0,0
112773_174,7731247.0,7731.0,no,no,no,no,7731228.0,7731248.0,7731274.0,7731228.0,7731248.0,7731274.0,0,0,0,0
112773_106,7731248.0,7731.0,yes,yes,yes,yes,7731274.0,7731228.0,7731247.0,7731274.0,7731228.0,7731247.0,0,0,0,0
112773_131,7731249.0,7731.0,yes,no,yes,yes,7731270.0,7731204.0,7731215.0,7731215.0,7731210.0,7731204.0,1,1,0,0
112773_149,7731252.0,7731.0,no,yes,no,yes,7731254.0,7731266.0,7731205.0,7731266.0,7731258.0,7731205.0,0,0,0,0
112773_146,7731253.0,7731.0,no,no,no,no,7731264.0,7731259.0,7731215.0,7731210.0,7731215.0,7731257.0,1,1,0,0
112773_164,7731254.0,7731.0,no,no,no,no,7731266.0,7731205.0,7731252.0,7731252.0,7731205.0,7731266.0,0,0,0,0
112773_125,7731257.0,7731.0,yes,yes,no,no,7731226.0,7731275.0,7731258.0,7731226.0,7731275.0,,0,0,0,0
112773_112,7731260.0,7731.0,no,no,no,no,7731263.0,7731278.0,7731277.0,7731277.0,7731226.0,7731230.0,0,0,0,0
112773_107,7731262.0,7731.0,no,no,no,no,7731277.0,7731278.0,7731275.0,7731277.0,7731278.0,7731275.0,0,0,0,0
112773_168,7731266.0,7731.0,yes,yes,no,no,7731254.0,,,7731254.0,7731252.0,7731205.0,0,0,0,0
112773_135,7731267.0,7731.0,no,no,no,no,7731279.0,7731237.0,7731212.0,7731212.0,7731237.0,7731279.0,0,0,0,0
112773_117,7731273.0,7731.0,no,yes,yes,yes,7731218.0,7731244.0,7731235.0,7731235.0,7731218.0,7731220.0,0,0,0,0
112773_173,7731274.0,7731.0,no,no,no,yes,7731248.0,7731228.0,7731247.0,7731247.0,7731248.0,7731228.0,0,0,0,0
112773_108,7731275.0,7731.0,no,no,no,no,7731226.0,7731257.0,7731277.0,7731226.0,7731277.0,,0,0,0,0
112773_151,7731277.0,7731.0,no,no,no,no,7731263.0,7731278.0,7731275.0,7731278.0,7731226.0,7731263.0,0,0,0,0
112773_188,7731278.0,7731.0,no,no,no,no,7731262.0,7731277.0,7731275.0,7731275.0,7731230.0,7731262.0,0,0,0,0
112773_175,7731279.0,7731.0,no,yes,no,no,7731212.0,7731237.0,7731267.0,7731212.0,7731237.0,7731267.0,0,0,0,0
112773_163,7731282.0,7731.0,no,no,no,no,7731212.0,7731237.0,7731267.0,7731212.0,7731273.0,7731214.0,0,1,0,0
112776_169,7762220.0,7762.0,no,yes,no,no,7762248.0,7762249.0,7762312.0,7762248.0,7762249.0,7762312.0,0,0,0,0
112776_109,7762221.0,7762.0,no,yes,no,no,7762232.0,7762228.0,7762285.0,7762285.0,7762310.0,7762249.0,0,0,0,0
112776_132,7762222.0,7762.0,no,yes,no,yes,7762251.0,7762294.0,7762280.0,7762288.0,7762294.0,7762280.0,0,1,0,0
112776_184,7762224.0,7762.0,no,no,no,no,7762250.0,7762282.0,7762311.0,7762237.0,7762250.0,7762231.0,0,0,0,0
112776_165,7762226.0,7762.0,no,no,no,no,7762220.0,7762303.0,7762309.0,7762303.0,7762233.0,7762220.0,0,0,0,0
112776_111,7762227.0,7762.0,no,yes,no,no,7762249.0,7762244.0,7762236.0,7762298.0,7762287.0,7762274.0,0,0,0,0
112776_106,7762228.0,7762.0,no,no,no,no,7762299.0,7762292.0,7762223.0,7762299.0,,,0,1,0,0
112776_207,7762231.0,7762.0,no,no,no,no,7762221.0,7762232.0,7762285.0,7762285.0,7762232.0,7762221.0,0,0,0,0
112776_204,7762232.0,7762.0,no,no,no,no,7762285.0,7762229.0,7762282.0,7762261.0,7762311.0,7762229.0,0,0,0,0
112776_163,7762233.0,7762.0,yes,no,no,no,7762249.0,7762248.0,7762227.0,7762235.0,7762237.0,7762249.0,0,0,0,0
112776_130,7762234.0,7762.0,no,no,no,no,7762292.0,7762257.0,7762220.0,7762292.0,7762220.0,,0,0,0,0
112776_156,7762236.0,7762.0,no,yes,no,no,7762289.0,7762233.0,7762275.0,7762283.0,7762289.0,7762233.0,0,1,0,0
112776_123,7762237.0,7762.0,no,no,no,no,7762311.0,7762257.0,7762224.0,7762311.0,7762224.0,7762250.0,0,0,0,0
112776_173,7762239.0,7762.0,no,no,no,no,7762243.0,7762241.0,7762300.0,7762289.0,7762300.0,7762258.0,0,1,0,0
112776_188,7762240.0,7762.0,no,no,no,yes,7762270.0,7762261.0,7762266.0,7762292.0,7762289.0,7762285.0,0,0,0,0
112776_129,7762242.0,7762.0,yes,yes,yes,yes,7762248.0,7762266.0,7762279.0,7762248.0,7762301.0,7762279.0,0,0,0,0
112776_150,7762243.0,7762.0,no,no,no,no,7762239.0,7762235.0,7762244.0,7762275.0,7762277.0,7762280.0,0,1,0,0
112776_197,7762244.0,7762.0,no,yes,no,no,7762220.0,7762226.0,7762233.0,7762261.0,7762276.0,7762278.0,0,1,0,0
112776_138,7762245.0,7762.0,yes,yes,no,no,7762259.0,7762307.0,7762283.0,7762283.0,7762307.0,,0,0,0,0
112776_153,7762248.0,7762.0,no,yes,yes,yes,7762242.0,7762279.0,7762266.0,7762242.0,7762301.0,7762249.0,0,0,0,0
112776_176,7762249.0,7762.0,no,yes,no,yes,7762310.0,7762301.0,7762242.0,7762310.0,7762301.0,7762242.0,0,0,0,0
112776_124,7762250.0,7762.0,yes,no,no,no,7762224.0,7762311.0,7762282.0,7762224.0,7762266.0,,0,0,0,0
112776_133,7762251.0,7762.0,no,no,no,no,7762294.0,7762222.0,7762242.0,7762240.0,7762220.0,7762280.0,0,1,0,0
112776_108,7762257.0,7762.0,no,no,no,no,7762237.0,7762311.0,7762282.0,7762311.0,7762292.0,7762250.0,0,1,0,0
112776_171,7762258.0,7762.0,no,no,no,no,7762275.0,7762300.0,,7762275.0,7762300.0,,1,0,0,0
112776_112,7762259.0,7762.0,yes,no,no,no,7762245.0,7762283.0,7762307.0,7762307.0,7762245.0,7762283.0,0,0,0,0
112776_136,7762260.0,7762.0,no,no,yes,yes,7762264.0,7762269.0,7762306.0,7762264.0,7762278.0,7762287.0,0,0,0,0
112776_172,7762261.0,7762.0,yes,no,no,no,7762220.0,7762274.0,7762312.0,7762220.0,7762302.0,7762267.0,0,0,0,0
112776_200,7762263.0,7762.0,no,yes,no,yes,7762224.0,7762249.0,7762248.0,7762249.0,7762248.0,7762242.0,0,1,0,0
112776_148,7762264.0,7762.0,yes,no,no,no,7762278.0,7762287.0,7762260.0,7762260.0,7762301.0,7762305.0,0,0,0,0
112776_179,7762266.0,7762.0,yes,yes,yes,yes,7762242.0,7762279.0,7762248.0,7762279.0,7762248.0,7762233.0,0,0,0,0
112776_117,7762267.0,7762.0,no,no,no,no,7762220.0,7762226.0,7762242.0,7762220.0,7762269.0,7762282.0,0,0,0,0
112776_199,7762269.0,7762.0,no,no,no,yes,7762306.0,7762305.0,7762263.0,7762278.0,7762287.0,7762262.0,0,0,0,0
112776_166,7762271.0,7762.0,no,no,no,yes,7762288.0,7762231.0,7762234.0,7762231.0,7762248.0,7762249.0,0,0,0,0
112776_167,7762272.0,7762.0,yes,no,no,no,7762288.0,7762276.0,7762271.0,7762271.0,7762276.0,,0,0,0,0
112776_134,7762275.0,7762.0,no,no,no,no,7762261.0,7762276.0,7762267.0,7762278.0,7762287.0,7762302.0,0,0,0,0
112776_140,7762276.0,7762.0,no,yes,no,no,7762288.0,7762272.0,7762271.0,7762258.0,7762288.0,,0,0,0,0
112776_190,7762277.0,7762.0,yes,no,yes,no,7762233.0,7762242.0,7762220.0,7762312.0,7762245.0,7762237.0,1,0,0,0
112776_162,7762278.0,7762.0,yes,no,yes,yes,7762287.0,7762274.0,7762269.0,7762287.0,7762302.0,7762306.0,0,0,0,0
112776_144,7762279.0,7762.0,yes,yes,yes,no,7762266.0,7762248.0,7762310.0,7762242.0,7762248.0,7762301.0,0,0,0,0
112776_135,7762280.0,7762.0,no,yes,no,no,7762294.0,7762289.0,7762281.0,7762294.0,7762281.0,7762254.0,0,0,0,0
112776_193,7762282.0,7762.0,no,no,no,no,7762220.0,7762250.0,7762232.0,7762225.0,7762229.0,7762311.0,0,0,0,0
112776_198,7762283.0,7762.0,yes,no,no,no,7762245.0,7762259.0,7762307.0,7762245.0,7762307.0,,0,0,0,0
112776_104,7762285.0,7762.0,no,no,no,no,7762232.0,7762230.0,7762221.0,7762232.0,7762261.0,7762221.0,0,0,0,0
112776_178,7762287.0,7762.0,no,no,yes,yes,7762278.0,7762302.0,7762305.0,7762278.0,7762302.0,7762305.0,0,0,0,0
112776_116,7762288.0,7762.0,no,no,no,yes,7762216.0,7762272.0,7762271.0,7762271.0,7762272.0,,0,0,0,0
112776_185,7762289.0,7762.0,yes,yes,no,no,7762236.0,7762233.0,7762242.0,7762233.0,7762294.0,7762280.0,0,0,0,0
112776_164,7762292.0,7762.0,no,no,no,no,7762234.0,7762237.0,7762298.0,7762282.0,7762296.0,,0,0,0,0
112776_160,7762294.0,7762.0,no,no,no,yes,7762240.0,7762251.0,7762301.0,7762280.0,7762295.0,7762289.0,0,0,0,0
112776_191,7762296.0,7762.0,no,no,no,no,7762244.0,7762256.0,7762307.0,7762232.0,7762220.0,7762227.0,1,0,0,0
112776_170,7762297.0,7762.0,yes,no,no,no,7762207.0,7762212.0,7762206.0,7762208.0,7762205.0,7762212.0,1,1,0,0
112776_203,7762301.0,7762.0,no,no,no,no,7762220.0,7762248.0,7762242.0,7762242.0,7762248.0,7762269.0,0,0,0,0
112776_168,7762302.0,7762.0,yes,yes,no,no,7762278.0,7762287.0,7762306.0,7762268.0,7762287.0,7762278.0,0,0,0,0
112776_181,7762303.0,7762.0,no,yes,no,no,7762226.0,7762287.0,7762309.0,7762226.0,7762268.0,7762277.0,0,0,0,0
112776_186,7762305.0,7762.0,yes,yes,yes,no,7762269.0,7762287.0,7762278.0,7762220.0,7762310.0,,0,0,0,0
112776_149,7762306.0,7762.0,no,no,no,no,7762267.0,7762262.0,7762278.0,7762262.0,7762267.0,7762302.0,0,0,0,0
112776_113,7762307.0,7762.0,no,no,no,no,7762245.0,7762259.0,7762283.0,7762283.0,7762259.0,7762245.0,0,0,0,0
112776_175,7762310.0,7762.0,yes,yes,yes,no,7762249.0,7762248.0,7762301.0,7762249.0,7762301.0,,0,0,0,0
112776_151,7762311.0,7762.0,no,no,no,no,7762237.0,7762257.0,7762282.0,7762230.0,7762234.0,7762292.0,0,0,0,0
112776_125,7762312.0,7762.0,yes,yes,no,no,7762220.0,7762248.0,7762249.0,7762233.0,7762277.0,7762249.0,0,0,0,0
112777_153,7771201.0,7771.0,no,no,no,no,7771210.0,7771227.0,7771223.0,7771213.0,7771220.0,7771227.0,1,1,0,0
112777_192,7771202.0,7771.0,no,no,no,no,7771223.0,7771258.0,7771218.0,7771223.0,7771256.0,7771220.0,0,0,0,0
112777_110,7771204.0,7771.0,no,no,no,no,7771210.0,7771236.0,7771220.0,7771210.0,7771249.0,7771236.0,0,1,0,0
112777_210,7771205.0,7771.0,no,no,no,no,7771227.0,7771213.0,7771210.0,7771227.0,7771213.0,7771260.0,0,0,0,0
112777_197,7771207.0,7771.0,no,yes,no,no,7771256.0,7771238.0,7771210.0,7771256.0,7771220.0,7771221.0,0,0,0,0
112777_178,7771210.0,7771.0,no,no,no,no,7771205.0,7771228.0,7771243.0,7771256.0,7771221.0,7771220.0,0,0,0,0
112777_103,7771212.0,7771.0,no,no,no,no,7771245.0,7771236.0,7771257.0,7771247.0,7771237.0,7771257.0,0,0,0,0
112777_209,7771213.0,7771.0,no,no,no,no,7771227.0,7771210.0,7771206.0,7771205.0,7771220.0,7771256.0,0,0,0,0
112777_203,7771214.0,7771.0,yes,no,no,no,7771225.0,7771245.0,7771241.0,7771215.0,7771260.0,7771251.0,0,1,0,0
112777_137,7771217.0,7771.0,no,no,no,no,7771246.0,7771257.0,7771237.0,7771260.0,7771257.0,7771251.0,0,1,0,0
112777_207,7771218.0,7771.0,no,no,no,no,7771222.0,7771202.0,7771223.0,7771222.0,7771203.0,7771210.0,0,0,0,0
112777_213,7771221.0,7771.0,no,no,no,no,7771210.0,7771256.0,7771213.0,7771202.0,7771220.0,7771256.0,1,0,0,0
112777_126,7771222.0,7771.0,no,no,no,no,7771218.0,7771204.0,7771223.0,7771218.0,,,0,0,0,0
112777_204,7771223.0,7771.0,no,no,no,no,7771202.0,7771256.0,7771259.0,7771202.0,7771256.0,7771213.0,0,0,0,0
112777_231,7771225.0,7771.0,yes,no,no,no,7771260.0,7771215.0,7771230.0,7771260.0,7771251.0,7771215.0,0,0,0,0
112777_116,7771228.0,7771.0,no,no,no,no,7771246.0,7771255.0,7771251.0,7771260.0,7771241.0,7771248.0,0,1,0,0
112777_196,7771229.0,7771.0,no,no,no,yes,7771228.0,7771255.0,7771235.0,7771260.0,7771251.0,7771241.0,0,1,0,0
112777_195,7771230.0,7771.0,no,no,no,yes,7771215.0,7771260.0,7771225.0,7771215.0,7771260.0,7771225.0,0,1,0,0
112777_217,7771231.0,7771.0,no,no,no,no,7771228.0,7771247.0,7771241.0,7771245.0,7771251.0,7771241.0,1,1,0,0
112777_141,7771234.0,7771.0,no,no,no,no,7771213.0,7771210.0,7771204.0,7771213.0,7771210.0,7771206.0,1,1,0,0
112777_193,7771235.0,7771.0,no,no,no,no,7771229.0,7771250.0,7771255.0,7771245.0,7771251.0,7771241.0,0,1,0,0
112777_146,7771237.0,7771.0,no,no,no,no,7771212.0,7771246.0,7771257.0,7771246.0,7771257.0,7771212.0,0,0,0,0
112777_171,7771238.0,7771.0,no,no,no,no,7771207.0,7771209.0,7771253.0,7771207.0,7771256.0,7771220.0,0,1,0,0
112777_135,7771241.0,7771.0,yes,yes,yes,yes,7771254.0,7771251.0,7771245.0,7771260.0,7771246.0,7771251.0,0,0,0,0
112777_148,7771245.0,7771.0,yes,yes,no,no,7771251.0,7771241.0,7771254.0,7771241.0,7771260.0,7771251.0,0,0,0,0
112777_132,7771246.0,7771.0,no,no,no,no,7771257.0,7771217.0,7771237.0,7771260.0,7771257.0,7771251.0,0,0,0,0
112777_158,7771250.0,7771.0,yes,no,no,no,7771229.0,7771235.0,7771228.0,7771208.0,7771255.0,,0,1,0,0
112777_199,7771251.0,7771.0,yes,yes,no,yes,7771260.0,7771255.0,7771215.0,7771260.0,7771241.0,7771215.0,0,0,0,0
112777_187,7771254.0,7771.0,no,no,no,no,7771208.0,7771241.0,7771251.0,7771260.0,7771241.0,7771251.0,0,1,0,0
112777_188,7771255.0,7771.0,no,no,no,no,7771248.0,7771230.0,7771241.0,7771260.0,7771251.0,7771248.0,0,0,0,0
112777_120,7771256.0,7771.0,no,no,no,no,7771236.0,7771213.0,7771223.0,7771207.0,7771202.0,7771218.0,0,0,0,0
112777_226,7771257.0,7771.0,no,no,no,no,7771246.0,7771237.0,7771228.0,7771260.0,7771246.0,7771251.0,0,0,0,0
112777_142,7771258.0,7771.0,no,no,no,no,7771223.0,7771202.0,7771218.0,7771223.0,7771251.0,7771202.0,0,1,0,0
112777_184,7771259.0,7771.0,no,no,no,no,7771214.0,7771219.0,7771236.0,7771220.0,7771227.0,7771203.0,0,1,0,0
112777_229,7771260.0,7771.0,yes,yes,yes,yes,7771215.0,7771251.0,7771225.0,7771215.0,7771245.0,7771251.0,0,0,0,0
112778_193,7781201.0,7781.0,no,no,yes,yes,7781203.0,7781275.0,7781214.0,7781203.0,7781214.0,7781275.0,0,0,0,0
112778_205,7781203.0,7781.0,no,yes,yes,yes,7781275.0,7781201.0,7781214.0,7781201.0,7781275.0,7781214.0,0,0,0,0
112778_176,7781204.0,7781.0,no,no,yes,no,7781272.0,,,7781272.0,,,0,0,0,0
112778_142,7781205.0,7781.0,no,yes,no,no,7781220.0,7781232.0,,7781220.0,7781253.0,7781232.0,0,0,0,0
112778_163,7781206.0,7781.0,yes,no,no,no,7781211.0,7781207.0,,,,,0,1,0,1
112778_152,7781207.0,7781.0,yes,no,yes,no,7781211.0,7781206.0,,,,,0,1,0,1
112778_202,7781208.0,7781.0,no,no,no,no,7781249.0,7781251.0,7781259.0,7781249.0,7781251.0,7781259.0,0,0,0,0
112778_145,7781210.0,7781.0,no,no,no,no,7781237.0,7781239.0,7781284.0,7781237.0,7781236.0,7781219.0,0,1,0,0
112778_167,7781211.0,7781.0,yes,yes,yes,no,7781206.0,7781207.0,,,,,0,1,0,1
112778_141,7781212.0,7781.0,no,no,no,no,7781221.0,,7781209.0,7781203.0,7781221.0,7781275.0,0,1,0,0
112778_146,7781213.0,7781.0,no,no,no,no,7781226.0,7781270.0,7781253.0,7781226.0,7781253.0,7781233.0,0,0,0,0
112778_169,7781214.0,7781.0,yes,no,yes,no,7781201.0,7781220.0,7781203.0,7781201.0,7781220.0,7781221.0,0,0,0,0
112778_124,7781216.0,7781.0,no,no,no,no,7781239.0,7781253.0,7781230.0,7781253.0,7781239.0,,0,0,0,0
112778_143,7781217.0,7781.0,no,no,yes,yes,7781238.0,7781257.0,,7781247.0,7781284.0,,0,0,0,0
112778_130,7781218.0,7781.0,no,no,no,no,7781237.0,7781224.0,7781207.0,7781260.0,,,0,1,0,0
112778_151,7781219.0,7781.0,no,no,no,no,7781223.0,7781228.0,,7781253.0,7781223.0,7781228.0,0,0,0,0
112778_107,7781220.0,7781.0,no,no,no,no,7781214.0,7781269.0,7781225.0,7781214.0,7781253.0,,0,0,0,0
112778_194,7781221.0,7781.0,yes,yes,yes,yes,7781263.0,7781214.0,7781275.0,7781263.0,7781275.0,7781201.0,0,0,0,0
112778_114,7781223.0,7781.0,no,no,no,no,7781217.0,7781228.0,,7781252.0,7781228.0,7781217.0,0,0,0,0
112778_127,7781224.0,7781.0,no,no,no,no,7781237.0,7781218.0,7781223.0,7781203.0,7781208.0,7781280.0,0,1,0,0
112778_199,7781225.0,7781.0,no,yes,yes,yes,7781220.0,7781280.0,7781214.0,7781220.0,7781280.0,7781240.0,0,0,0,0
112778_185,7781226.0,7781.0,no,no,no,no,7781213.0,7781253.0,7781270.0,7781213.0,7781233.0,7781253.0,0,0,0,0
112778_132,7781227.0,7781.0,no,no,no,no,7781281.0,7781210.0,7781252.0,7781203.0,7781281.0,7781214.0,0,1,0,0
112778_159,7781228.0,7781.0,no,no,no,no,7781223.0,7781219.0,7781236.0,7781236.0,7781219.0,,0,0,0,0
112778_212,7781229.0,7781.0,no,no,no,no,7781221.0,7781275.0,7781280.0,7781280.0,7781202.0,7781221.0,0,0,0,0
112778_187,7781230.0,7781.0,yes,yes,yes,yes,7781239.0,7781253.0,7781216.0,7781253.0,7781239.0,7781216.0,0,1,0,0
112778_162,7781233.0,7781.0,no,no,no,yes,7781240.0,7781262.0,7781226.0,7781220.0,7781214.0,7781253.0,0,0,0,0
112778_154,7781234.0,7781.0,no,no,no,no,7781222.0,7781212.0,7781258.0,7781248.0,7781229.0,7781246.0,1,1,0,0
112778_104,7781235.0,7781.0,no,no,no,no,7781253.0,7781216.0,7781239.0,7781253.0,7781216.0,7781239.0,0,1,0,0
112778_198,7781236.0,7781.0,no,no,yes,no,7781228.0,7781233.0,7781213.0,7781223.0,7781229.0,,0,0,0,0
112778_195,7781237.0,7781.0,yes,yes,yes,no,7781224.0,7781218.0,,7781208.0,7781203.0,7781253.0,0,0,0,0
112778_108,7781239.0,7781.0,no,no,no,no,7781230.0,7781216.0,7781253.0,7781216.0,,,0,0,0,0
112778_183,7781240.0,7781.0,yes,yes,yes,no,,,,,,,0,0,1,1
112778_179,7781243.0,7781.0,yes,no,no,no,7781282.0,,,7781282.0,,,0,1,0,0
112778_182,7781245.0,7781.0,yes,yes,yes,no,7781266.0,7781255.0,7781215.0,7781266.0,7781255.0,7781215.0,0,0,0,0
112778_192,7781246.0,7781.0,no,yes,no,yes,7781260.0,7781258.0,7781266.0,7781260.0,7781253.0,7781258.0,0,0,0,0
112778_201,7781247.0,7781.0,yes,yes,yes,yes,7781268.0,7781265.0,7781241.0,7781266.0,7781241.0,7781208.0,0,0,0,0
112778_191,7781248.0,7781.0,yes,no,yes,yes,7781256.0,7781283.0,,7781283.0,,,0,0,0,0
112778_188,7781249.0,7781.0,no,no,no,no,7781259.0,7781251.0,7781208.0,7781221.0,7781203.0,7781251.0,0,0,0,0
112778_102,7781250.0,7781.0,no,no,no,no,7781253.0,7781201.0,7781205.0,7781253.0,7781275.0,7781205.0,1,1,0,0
112778_148,7781252.0,7781.0,no,no,no,yes,7781279.0,,,7781279.0,,,0,0,0,0
112778_181,7781253.0,7781.0,no,no,no,no,7781239.0,7781216.0,7781230.0,7781239.0,,,0,0,0,0
112778_144,7781254.0,7781.0,yes,no,yes,yes,7781253.0,7781217.0,7781235.0,7781253.0,7781239.0,7781216.0,1,1,0,0
112778_135,7781255.0,7781.0,no,no,yes,no,7781253.0,7781239.0,7781216.0,7781245.0,7781221.0,7781253.0,0,0,0,0
112778_155,7781256.0,7781.0,yes,no,yes,no,7781248.0,7781278.0,,7781248.0,7781283.0,,0,0,0,0
112778_172,7781258.0,7781.0,no,no,no,no,7781260.0,7781281.0,7781246.0,7781260.0,7781277.0,7781246.0,0,0,0,0
112778_197,7781260.0,7781.0,no,yes,yes,yes,7781246.0,7781258.0,7781281.0,7781258.0,7781246.0,7781253.0,0,0,0,0
112778_140,7781261.0,7781.0,no,yes,no,no,7781201.0,7781253.0,7781266.0,7781221.0,7781231.0,7781237.0,1,1,0,0
112778_196,7781262.0,7781.0,no,no,no,yes,7781240.0,,,7781240.0,,,0,1,0,0
112778_203,7781263.0,7781.0,no,yes,yes,yes,7781221.0,7781275.0,7781201.0,7781202.0,7781271.0,7781203.0,0,0,0,0
112778_186,7781266.0,7781.0,yes,yes,yes,yes,7781215.0,7781245.0,7781255.0,7781245.0,7781253.0,7781220.0,0,0,0,0
112778_171,7781267.0,7781.0,no,no,no,no,,,,,,,1,1,1,1
112778_139,7781268.0,7781.0,no,no,no,no,7781233.0,7781247.0,,7781247.0,7781221.0,,0,1,0,0
112778_175,7781269.0,7781.0,no,yes,no,no,7781239.0,7781220.0,7781225.0,7781239.0,7781220.0,7781225.0,0,1,0,0
112778_133,7781270.0,7781.0,no,no,no,no,7781281.0,7781237.0,7781284.0,7781221.0,7781280.0,7781275.0,0,1,0,0
112778_147,7781271.0,7781.0,no,no,no,no,7781221.0,7781275.0,7781203.0,7781221.0,7781275.0,7781263.0,1,0,0,0
112778_109,7781272.0,7781.0,no,no,no,no,7781204.0,,,7781204.0,,,0,0,0,0
112778_134,7781273.0,7781.0,no,no,no,no,7781244.0,7781243.0,,7781244.0,,,1,1,0,0
112778_158,7781275.0,7781.0,yes,no,yes,yes,7781203.0,7781221.0,7781201.0,7781203.0,7781221.0,7781201.0,0,0,0,0
112778_138,7781278.0,7781.0,no,no,no,no,7781256.0,7781283.0,7781248.0,7781248.0,7781256.0,7781283.0,0,1,0,0
112778_136,7781280.0,7781.0,yes,yes,no,yes,7781229.0,7781240.0,7781241.0,7781229.0,7781214.0,7781275.0,0,0,0,0
112778_160,7781281.0,7781.0,no,no,no,yes,7781227.0,7781253.0,7781258.0,7781253.0,7781228.0,7781239.0,0,0,0,0
112778_184,7781282.0,7781.0,yes,no,no,no,7781243.0,,,7781214.0,7781275.0,7781203.0,0,0,0,0
112778_204,7781283.0,7781.0,no,no,yes,no,7781248.0,7781256.0,,7781248.0,7781282.0,,0,0,0,0
112779_145,7791206.0,7791.0,no,yes,no,no,7791242.0,7791255.0,7791257.0,7791242.0,7791260.0,7791255.0,0,0,0,0
112779_105,7791208.0,7791.0,yes,no,yes,yes,7791250.0,7791271.0,7791236.0,7791250.0,7791231.0,7791271.0,0,0,0,0
112779_707,7791209.0,7791.0,no,no,no,no,7791256.0,7791273.0,7791230.0,7791236.0,7791256.0,7791233.0,0,1,0,0
112779_137,7791210.0,7791.0,no,yes,no,no,7791244.0,7791211.0,7791246.0,7791246.0,7791224.0,7791251.0,0,0,0,0
112779_136,7791211.0,7791.0,no,no,no,no,7791210.0,7791223.0,7791258.0,7791249.0,7791243.0,7791223.0,0,1,0,0
112779_172,7791212.0,7791.0,yes,no,no,no,7791237.0,7791239.0,7791240.0,7791237.0,7791239.0,7791245.0,0,0,0,0
112779_122,7791213.0,7791.0,no,no,no,no,7791233.0,7791215.0,7791217.0,7791236.0,7791218.0,7791271.0,0,1,0,0
112779_132,7791214.0,7791.0,no,no,no,yes,7791243.0,7791216.0,7791249.0,7791221.0,7791243.0,7791216.0,0,1,0,0
