fs_classroom,isolate_in_a,isolate_in_e,reciprocity_share_a,reciprocity_share_e
1126071,0.34615384615384615,0.19230769230769232,0.34285714285714286,0.4878048780487805
1126081,0.3076923076923077,0.38461538461538464,0.25806451612903225,0.38461538461538464
1126091,0.2857142857142857,0.23809523809523808,0.3111111111111111,0.47368421052631576
1126101,0.23809523809523808,0.19047619047619047,0.3684210526315789,0.6428571428571429
1126111,0.43478260869565216,0.30434782608695654,0.25,0.4827586206896552
1126141,0.32,0.12,0.4,0.5416666666666666
1126161,0.4444444444444444,0.3888888888888889,0.42105263157894735,0.5217391304347826
1126201,0.2631578947368421,0.3157894736842105,0.4,0.36363636363636365
1126202,0.35294117647058826,0.29411764705882354,0.1875,0.24242424242424243
1126203,1.0,1.0,0.0,0.0
1126211,0.3125,0.25,0.21428571428571427,0.47619047619047616
1126221,0.23076923076923078,0.15384615384615385,0.125,0.4
1126231,0.41379310344827586,0.41379310344827586,0.4375,0.4827586206896552
1126241,0.20689655172413793,0.13793103448275862,0.6222222222222222,0.6808510638297872
1126611,0.6,0.4,0.0,0.42857142857142855
1126621,0.22727272727272727,0.22727272727272727,0.2962962962962963,0.5161290322580645
1126631,0.5,0.42857142857142855,0.36363636363636365,0.4
1126632,0.5,1.0,0.0,0.0
1126651,0.3333333333333333,0.19047619047619047,0.3870967741935484,0.5625
1126661,0.18181818181818182,0.12121212121212122,0.49230769230769234,0.46153846153846156
1126662,0.3225806451612903,0.3225806451612903,0.36363636363636365,0.32
1126663,0.2972972972972973,0.21621621621621623,0.4406779661016949,0.6779661016949152
1126664,0.3,0.16666666666666666,0.4782608695652174,0.6666666666666666
1126671,0.21739130434782608,0.15217391304347827,0.6111111111111112,0.5866666666666667
1126701,0.42105263157894735,0.3157894736842105,0.47058823529411764,0.5
1126711,0.5483870967741935,0.5806451612903226,0.1,0.42105263157894735
1126712,0.4583333333333333,0.3333333333333333,0.3157894736842105,0.3
1126713,0.17543859649122806,0.24561403508771928,0.54,0.4897959183673469
1126714,0.1388888888888889,0.25,0.6,0.6206896551724138
1126721,1.0,1.0,0.0,0.0
1126722,0.1724137931034483,0.10344827586206896,0.5531914893617021,0.6190476190476191
1126751,0.3225806451612903,0.3225806451612903,0.45161290322580644,0.7894736842105263
1126752,0.2962962962962963,0.2962962962962963,0.47619047619047616,0.55
1126753,0.47619047619047616,0.38095238095238093,0.4444444444444444,0.5263157894736842
1126761,0.7142857142857143,0.8571428571428571,0.4,0.0
1126771,0.6153846153846154,0.38461538461538464,0.0,0.7142857142857143
1126801,0.3448275862068966,0.20689655172413793,0.34782608695652173,0.5283018867924528
1126811,0.4642857142857143,0.17857142857142858,0.08888888888888889,0.4230769230769231
1126821,0.391304347826087,0.2391304347826087,0.3125,0.5194805194805194
1126841,0.375,0.20833333333333334,0.5,0.5714285714285714
1126852,0.3103448275862069,0.20689655172413793,0.4117647058823529,0.5581395348837209
1126951,0.41025641025641024,0.2564102564102564,0.09302325581395349,0.4666666666666667
1127221,0.36,0.2,0.23376623376623376,0.5714285714285714
1127231,0.44,0.36,0.4,0.45454545454545453
1127232,0.4583333333333333,0.20833333333333334,0.5,0.8235294117647058
1127233,0.35714285714285715,0.25,0.4,0.42424242424242425
1127234,0.28125,0.3125,0.36363636363636365,0.5106382978723404
1127261,0.20689655172413793,0.22413793103448276,0.45161290322580644,0.4583333333333333
1127271,0.5294117647058824,0.4117647058823529,0.4,0.4
1127273,1.0,1.0,0.0,0.0
1127291,0.5,0.4,0.16666666666666666,0.36363636363636365
1127293,0.4166666666666667,0.4166666666666667,0.2857142857142857,0.5333333333333333
1127294,0.16666666666666666,0.3333333333333333,0.0,0.2857142857142857
1127301,0.41379310344827586,0.3448275862068966,0.3125,0.47058823529411764
1127303,0.4166666666666667,0.5,0.2857142857142857,0.4444444444444444
1127311,0.05,0.1,0.5128205128205128,0.6
1127312,0.3333333333333333,0.2777777777777778,0.25,0.6
1127322,0.5,0.3888888888888889,0.375,0.375
1127341,0.20588235294117646,0.23529411764705882,0.46808510638297873,0.6181818181818182
1127353,0.5,0.375,0.32,0.631578947368421
1127361,0.46153846153846156,0.5384615384615384,0.16666666666666666,0.2
1127362,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.5333333333333333
1127381,0.3076923076923077,0.23076923076923078,0.5454545454545454,0.6666666666666666
1127391,0.8181818181818182,0.5454545454545454,0.0,0.6666666666666666
1127392,0.5,0.625,1.0,0.6666666666666666
1127431,0.47368421052631576,0.42105263157894735,0.4444444444444444,0.42105263157894735
1127471,0.2,0.15,0.38095238095238093,0.6511627906976745
1127602,0.3333333333333333,0.08333333333333333,0.46153846153846156,0.8333333333333334
1127641,0.625,0.25,0.0,0.625
1127642,0.28,0.2,0.32432432432432434,0.7142857142857143
1127643,0.1875,0.1875,0.5185185185185185,0.46153846153846156
1127651,0.32558139534883723,0.18604651162790697,0.16129032258064516,0.3333333333333333
1127722,0.3548387096774194,0.22580645161290322,0.2777777777777778,0.6382978723404256
1127731,0.28125,0.34375,0.2857142857142857,0.43137254901960786
1127761,1.0,1.0,0.0,0.0
1127762,0.24444444444444444,0.26666666666666666,0.225,0.4634146341463415
