classroom_id,isolate_in_f,isolate_in_s,reciprocity_share_f,reciprocity_share_s
8391,0.2916666666666667,0.125,0.2222222222222222,0.4126984126984127
8392,0.11764705882352941,0.058823529411764705,0.35051546391752575,0.6666666666666666
8411,0.19047619047619047,0.14285714285714285,0.2857142857142857,0.46153846153846156
8412,0.3181818181818182,0.13636363636363635,0.3333333333333333,0.5531914893617021
8421,0.17777777777777778,0.08888888888888889,0.42857142857142855,0.5208333333333334
8431,0.5,0.15217391304347827,0.22,0.44
8441,0.20833333333333334,0.125,0.3673469387755102,0.64
8442,0.22727272727272727,0.09090909090909091,0.23728813559322035,0.36363636363636365
8461,0.4,0.3,0.26666666666666666,0.2857142857142857
8462,0.15,0.0,0.5555555555555556,0.7368421052631579
8481,0.41025641025641024,0.07692307692307693,0.14678899082568808,0.37254901960784315
8491,0.14285714285714285,0.14285714285714285,0.43478260869565216,0.42105263157894735
8501,0.2647058823529412,0.058823529411764705,0.32098765432098764,0.6341463414634146
8531,0.25,0.0,0.41379310344827586,0.5
8532,0.21052631578947367,0.10526315789473684,0.43636363636363634,0.46153846153846156
8541,0.25925925925925924,0.1111111111111111,0.2714285714285714,0.4413793103448276
8551,0.25,0.09375,0.3333333333333333,0.5454545454545454
8581,0.23529411764705882,0.17647058823529413,0.3764705882352941,0.6075949367088608
8582,0.02857142857142857,0.05714285714285714,0.5476190476190477,0.5609756097560976
8583,0.08571428571428572,0.05714285714285714,0.5316455696202531,0.5365853658536586
8584,0.3333333333333333,0.2222222222222222,0.36363636363636365,0.5542168674698795
8701,0.29411764705882354,0.11764705882352941,0.45161290322580644,0.5555555555555556
8841,0.14814814814814814,0.12962962962962962,0.43548387096774194,0.6141732283464567
9711,0.3023255813953488,0.20930232558139536,0.24561403508771928,0.47368421052631576
